"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-07-04,Fairfax,"Northern Region",2,0
2020-07-04,Roanoke,"Southwest Region",0,0
2020-07-04,"Eastern Shore","Eastern Region",0,0
2020-07-04,"Western Tidewater","Eastern Region",0,0
2020-07-04,"Thomas Jefferson","Northwest Region",0,0
2020-07-04,Pittsylvania-Danville,"Southwest Region",0,0
2020-07-04,"Cumberland Plateau","Southwest Region",0,0
2020-07-04,Henrico,"Central Region",0,0
2020-07-04,Portsmouth,"Eastern Region",0,0
2020-07-04,Hampton,"Eastern Region",0,0
2020-07-04,Chesapeake,"Eastern Region",0,0
2020-07-04,Rappahannock,"Northwest Region",0,0
2020-07-04,Loudoun,"Northern Region",0,0
2020-07-04,Southside,"Central Region",0,0
2020-07-04,Richmond,"Central Region",0,0
2020-07-04,Piedmont,"Central Region",0,0
2020-07-04,Norfolk,"Eastern Region",0,0
2020-07-04,"Three Rivers","Eastern Region",0,0
2020-07-04,"Prince William","Northern Region",1,0
2020-07-04,Chickahominy,"Central Region",0,0
2020-07-04,Alexandria,"Northern Region",1,0
2020-07-04,"Rappahannock Rapidan","Northwest Region",0,0
2020-07-04,Crater,"Central Region",0,0
2020-07-04,Lenowisco,"Southwest Region",0,0
2020-07-04,"Central Virginia","Southwest Region",0,0
2020-07-04,"Lord Fairfax","Northwest Region",0,0
2020-07-04,Chesterfield,"Central Region",0,0
2020-07-04,Arlington,"Northern Region",0,0
2020-07-04,"New River","Southwest Region",0,0
2020-07-04,Alleghany,"Southwest Region",0,0
2020-07-04,"Central Shenandoah","Northwest Region",1,0
2020-07-04,"Mount Rogers","Southwest Region",0,0
2020-07-04,"West Piedmont","Southwest Region",0,0
2020-07-04,"Virginia Beach","Eastern Region",0,0
2020-07-04,Peninsula,"Eastern Region",0,0
