DEPUTIES TESTED,77
DEPUTY NEGATIVE RESULTS,72
DEPUTY POSITIVE RESULTS,3
DEPUTY RESULTS PENDING,2
DEPUTIES CLEARED*,2
TOTAL DEPUTIES,415
