"Event Date","Health Planning Region","Case Status","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-07,Central,Confirmed,4,0,0
2020-07-07,Eastern,Confirmed,1,0,0
2020-07-07,Northern,Confirmed,2,0,0
2020-07-07,Northwest,Confirmed,10,0,0
2020-07-07,Northwest,Probable,1,0,0
2020-07-07,Southwest,Confirmed,2,1,0
2020-07-06,Central,Confirmed,19,2,0
2020-07-06,Eastern,Confirmed,56,0,0
2020-07-06,Northern,Confirmed,12,1,0
2020-07-06,Northern,Probable,4,0,0
2020-07-06,Northwest,Confirmed,15,1,0
2020-07-06,Northwest,Probable,4,0,0
2020-07-06,Southwest,Confirmed,7,0,0
2020-07-05,Central,Confirmed,19,1,0
2020-07-05,Eastern,Confirmed,58,5,1
2020-07-05,Eastern,Probable,1,0,0
2020-07-05,Northern,Confirmed,18,1,1
2020-07-05,Northern,Probable,2,0,0
2020-07-05,Northwest,Confirmed,16,4,0
2020-07-05,Northwest,Probable,10,1,0
2020-07-05,Southwest,Confirmed,6,1,0
2020-07-04,Central,Confirmed,16,2,0
2020-07-04,Eastern,Confirmed,72,2,1
2020-07-04,Northern,Confirmed,12,4,0
2020-07-04,Northern,Probable,2,0,0
2020-07-04,Northwest,Confirmed,18,3,0
2020-07-04,Northwest,Probable,11,1,0
2020-07-04,Southwest,Confirmed,5,0,0
2020-07-03,Central,Confirmed,32,3,0
2020-07-03,Eastern,Confirmed,79,3,2
2020-07-03,Eastern,Probable,2,0,0
2020-07-03,Northern,Confirmed,19,3,0
2020-07-03,Northern,Probable,1,0,0
2020-07-03,Northwest,Confirmed,21,4,2
2020-07-03,Northwest,Probable,4,0,0
2020-07-03,Southwest,Confirmed,9,1,0
2020-07-02,Central,Confirmed,34,4,1
2020-07-02,Eastern,Confirmed,145,5,0
2020-07-02,Eastern,Probable,1,0,0
2020-07-02,Northern,Confirmed,52,3,1
2020-07-02,Northern,Probable,2,0,0
2020-07-02,Northwest,Confirmed,60,2,1
2020-07-02,Northwest,Probable,11,0,0
2020-07-02,Southwest,Confirmed,24,2,0
2020-07-01,Central,Confirmed,68,2,1
2020-07-01,Eastern,Confirmed,120,7,0
2020-07-01,Eastern,Probable,1,0,0
2020-07-01,Northern,Confirmed,67,4,0
2020-07-01,Northern,Probable,10,0,0
2020-07-01,Northwest,Confirmed,19,5,0
2020-07-01,Northwest,Probable,9,0,0
2020-07-01,Southwest,Confirmed,39,0,0
2020-06-30,Central,Confirmed,62,6,0
2020-06-30,Eastern,Confirmed,157,4,1
2020-06-30,Eastern,Probable,1,0,0
2020-06-30,Northern,Confirmed,88,6,0
2020-06-30,Northern,Probable,8,0,0
2020-06-30,Northwest,Confirmed,68,2,1
2020-06-30,Northwest,Probable,16,0,0
2020-06-30,Southwest,Confirmed,38,3,0
2020-06-30,Southwest,Probable,3,0,0
2020-06-29,Central,Confirmed,89,4,1
2020-06-29,Eastern,Confirmed,165,7,0
2020-06-29,Eastern,Probable,1,0,0
2020-06-29,Northern,Confirmed,138,4,0
2020-06-29,Northern,Probable,15,0,0
2020-06-29,Northwest,Confirmed,47,3,1
2020-06-29,Northwest,Probable,11,0,0
2020-06-29,Southwest,Confirmed,85,2,0
2020-06-28,Central,Confirmed,57,3,4
2020-06-28,Central,Probable,1,0,0
2020-06-28,Eastern,Confirmed,150,9,2
2020-06-28,Eastern,Probable,1,0,0
2020-06-28,Northern,Confirmed,79,7,3
2020-06-28,Northern,Probable,5,0,0
2020-06-28,Northwest,Confirmed,39,6,0
2020-06-28,Northwest,Probable,4,0,0
2020-06-28,Southwest,Confirmed,47,3,0
2020-06-27,Central,Confirmed,57,3,0
2020-06-27,Eastern,Confirmed,87,9,0
2020-06-27,Eastern,Probable,2,0,0
2020-06-27,Northern,Confirmed,106,2,2
2020-06-27,Northern,Probable,3,0,0
2020-06-27,Northwest,Confirmed,42,0,0
2020-06-27,Northwest,Probable,10,0,0
2020-06-27,Southwest,Confirmed,54,1,0
2020-06-27,Southwest,Probable,1,0,0
2020-06-26,Central,Confirmed,105,6,0
2020-06-26,Eastern,Confirmed,163,3,1
2020-06-26,Eastern,Probable,1,0,0
2020-06-26,Northern,Confirmed,147,6,1
2020-06-26,Northern,Probable,7,0,0
2020-06-26,Northwest,Confirmed,67,4,1
2020-06-26,Northwest,Probable,5,0,0
2020-06-26,Southwest,Confirmed,77,1,0
2020-06-26,Southwest,Probable,1,0,0
2020-06-25,Central,Confirmed,117,4,0
2020-06-25,Central,Probable,2,0,0
2020-06-25,Eastern,Confirmed,113,4,0
2020-06-25,Eastern,Probable,2,0,0
2020-06-25,Northern,Confirmed,173,6,0
2020-06-25,Northern,Probable,7,1,0
2020-06-25,Northwest,Confirmed,54,2,6
2020-06-25,Northwest,Probable,3,1,0
2020-06-25,Southwest,Confirmed,81,6,0
2020-06-25,Southwest,Probable,1,0,0
2020-06-24,Central,Confirmed,95,4,0
2020-06-24,Eastern,Confirmed,124,5,1
2020-06-24,Eastern,Probable,2,0,0
2020-06-24,Northern,Confirmed,176,0,1
2020-06-24,Northern,Probable,9,0,0
2020-06-24,Northwest,Confirmed,62,3,1
2020-06-24,Northwest,Probable,8,0,0
2020-06-24,Southwest,Confirmed,107,1,0
2020-06-24,Southwest,Probable,1,0,0
2020-06-23,Central,Confirmed,125,7,0
2020-06-23,Central,Probable,1,0,0
2020-06-23,Eastern,Confirmed,115,6,2
2020-06-23,Eastern,Probable,3,0,0
2020-06-23,Northern,Confirmed,191,8,2
2020-06-23,Northern,Probable,12,0,0
2020-06-23,Northwest,Confirmed,70,3,1
2020-06-23,Northwest,Probable,8,0,0
2020-06-23,Southwest,Confirmed,82,4,1
2020-06-23,Southwest,Probable,3,0,0
2020-06-22,Central,Confirmed,105,5,0
2020-06-22,Eastern,Confirmed,116,7,1
2020-06-22,Eastern,Probable,3,0,0
2020-06-22,Northern,Confirmed,225,9,0
2020-06-22,Northern,Probable,5,0,0
2020-06-22,Northwest,Confirmed,81,7,1
2020-06-22,Northwest,Probable,11,0,0
2020-06-22,Southwest,Confirmed,98,3,0
2020-06-22,Southwest,Probable,2,0,0
2020-06-21,Central,Confirmed,58,6,0
2020-06-21,Central,Probable,1,0,0
2020-06-21,Eastern,Confirmed,58,5,0
2020-06-21,Eastern,Probable,4,0,0
2020-06-21,Northern,Confirmed,148,4,3
2020-06-21,Northern,Probable,3,0,0
2020-06-21,Northwest,Confirmed,52,6,4
2020-06-21,Northwest,Probable,4,0,0
2020-06-21,Southwest,Confirmed,59,2,1
2020-06-20,Central,Confirmed,57,4,0
2020-06-20,Eastern,Confirmed,55,4,2
2020-06-20,Eastern,Probable,3,0,0
2020-06-20,Northern,Confirmed,149,5,3
2020-06-20,Northern,Probable,3,0,0
2020-06-20,Northwest,Confirmed,51,3,2
2020-06-20,Northwest,Probable,6,1,0
2020-06-20,Southwest,Confirmed,64,0,2
2020-06-20,Southwest,Probable,2,0,0
2020-06-19,Central,Confirmed,83,1,1
2020-06-19,Eastern,Confirmed,78,9,1
2020-06-19,Eastern,Probable,1,0,0
2020-06-19,Northern,Confirmed,149,11,3
2020-06-19,Northern,Probable,1,0,0
2020-06-19,Northwest,Confirmed,78,7,1
2020-06-19,Northwest,Probable,7,0,0
2020-06-19,Southwest,Confirmed,57,2,0
2020-06-19,Southwest,Probable,2,0,0
2020-06-18,Central,Confirmed,135,2,2
2020-06-18,Eastern,Confirmed,92,3,0
2020-06-18,Eastern,Probable,3,0,0
2020-06-18,Northern,Confirmed,140,10,2
2020-06-18,Northern,Probable,3,0,0
2020-06-18,Northwest,Confirmed,95,9,0
2020-06-18,Northwest,Probable,4,0,0
2020-06-18,Southwest,Confirmed,90,6,3
2020-06-18,Southwest,Probable,1,0,0
2020-06-17,Central,Confirmed,131,8,1
2020-06-17,Eastern,Confirmed,93,4,3
2020-06-17,Eastern,Probable,1,0,0
2020-06-17,Northern,Confirmed,166,5,2
2020-06-17,Northern,Probable,2,0,1
2020-06-17,Northwest,Confirmed,60,4,1
2020-06-17,Northwest,Probable,6,0,0
2020-06-17,Southwest,Confirmed,79,1,0
2020-06-17,Southwest,Probable,3,0,0
2020-06-16,Central,Confirmed,120,4,1
2020-06-16,Eastern,Confirmed,71,3,0
2020-06-16,Eastern,Probable,2,0,0
2020-06-16,Northern,Confirmed,161,7,2
2020-06-16,Northern,Probable,2,0,0
2020-06-16,Northwest,Confirmed,51,1,1
2020-06-16,Northwest,Probable,4,0,0
2020-06-16,Southwest,Confirmed,57,6,0
2020-06-15,Central,Confirmed,129,3,1
2020-06-15,Central,Probable,3,0,0
2020-06-15,Eastern,Confirmed,95,4,1
2020-06-15,Eastern,Probable,3,0,0
2020-06-15,Northern,Confirmed,198,9,3
2020-06-15,Northern,Probable,4,0,0
2020-06-15,Northwest,Confirmed,78,2,1
2020-06-15,Northwest,Probable,10,0,0
2020-06-15,Southwest,Confirmed,45,1,0
2020-06-15,Southwest,Probable,1,0,0
2020-06-14,Central,Confirmed,55,6,3
2020-06-14,Eastern,Confirmed,39,4,0
2020-06-14,Northern,Confirmed,107,12,1
2020-06-14,Northern,Probable,3,0,0
2020-06-14,Northwest,Confirmed,50,6,2
2020-06-14,Northwest,Probable,2,0,0
2020-06-14,Southwest,Confirmed,32,1,0
2020-06-14,Southwest,Probable,1,0,0
2020-06-13,Central,Confirmed,85,5,1
2020-06-13,Central,Probable,1,0,0
2020-06-13,Eastern,Confirmed,59,5,1
2020-06-13,Northern,Confirmed,90,9,3
2020-06-13,Northern,Probable,6,0,0
2020-06-13,Northwest,Confirmed,46,6,3
2020-06-13,Northwest,Probable,9,0,0
2020-06-13,Southwest,Confirmed,39,1,0
2020-06-13,Southwest,Probable,2,0,0
2020-06-12,Central,Confirmed,122,14,1
2020-06-12,Eastern,Confirmed,65,8,0
2020-06-12,Northern,Confirmed,169,17,2
