"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-28,Southside,"Not Reported",120,13,8
2020-05-28,Chesapeake,White,229,35,7
2020-05-28,"New River",Other,5,1,0
2020-05-28,Norfolk,"Black or African American",214,38,4
2020-05-28,"Central Shenandoah",Other,233,15,1
2020-05-28,Southside,Other,35,1,5
2020-05-28,Pittsylvania-Danville,Other,1,0,0
2020-05-28,"Cumberland Plateau",White,20,2,0
2020-05-28,"Rappahannock Rapidan","Black or African American",56,10,1
2020-05-28,Fairfax,"Not Reported",2859,105,101
2020-05-28,Chesapeake,"Not Reported",42,3,0
2020-05-28,"Thomas Jefferson",White,258,27,13
2020-05-28,Richmond,Other,302,41,1
2020-05-28,Peninsula,"Black or African American",142,31,9
2020-05-28,Henrico,Other,223,15,6
2020-05-28,"Cumberland Plateau","Black or African American",12,0,0
2020-05-28,Loudoun,Other,486,54,10
2020-05-28,Crater,Other,24,2,1
2020-05-28,Arlington,"Black or African American",141,51,26
2020-05-28,Alexandria,"Black or African American",259,50,11
2020-05-28,Richmond,"Black or African American",360,77,17
2020-05-28,"Lord Fairfax","Not Reported",194,4,7
2020-05-28,Fairfax,"Black or African American",628,129,25
2020-05-28,"Thomas Jefferson","Black or African American",114,36,4
2020-05-28,"West Piedmont",White,82,6,3
2020-05-28,Rappahannock,"Not Reported",510,25,0
2020-05-28,"Central Shenandoah","Not Reported",227,8,1
2020-05-28,Peninsula,White,279,73,22
2020-05-28,"Rappahannock Rapidan",White,437,34,8
2020-05-28,"Prince William",White,1262,251,80
2020-05-28,"New River","Not Reported",30,0,0
2020-05-28,Chesterfield,"Not Reported",658,3,10
2020-05-28,Alleghany,Other,2,0,0
2020-05-28,Lenowisco,White,33,15,3
2020-05-28,"Western Tidewater",White,161,26,18
2020-05-28,Arlington,Other,425,120,21
2020-05-28,Piedmont,White,168,9,3
2020-05-28,"Cumberland Plateau",Other,0,0,0
2020-05-28,Pittsylvania-Danville,White,44,15,3
2020-05-28,Roanoke,"Black or African American",20,6,2
2020-05-28,Alleghany,"Black or African American",5,1,1
2020-05-28,Richmond,"Not Reported",289,3,0
2020-05-28,"Central Virginia",Other,2,1,0
2020-05-28,Rappahannock,Other,361,42,1
2020-05-28,Roanoke,Other,2,0,0
2020-05-28,Piedmont,"Black or African American",213,26,1
2020-05-28,Chesterfield,Other,184,3,0
2020-05-28,Portsmouth,"Black or African American",134,29,7
2020-05-28,Portsmouth,"Not Reported",72,2,2
2020-05-28,Norfolk,"Not Reported",80,0,0
2020-05-28,"Eastern Shore",White,257,13,14
2020-05-28,"Eastern Shore","Not Reported",122,1,0
2020-05-28,Roanoke,White,76,3,7
2020-05-28,"Three Rivers",Other,48,4,0
2020-05-28,Fairfax,Other,4375,652,81
2020-05-28,Henrico,"Not Reported",319,1,2
2020-05-28,"Lord Fairfax",Other,211,19,6
2020-05-28,Piedmont,Other,19,2,0
2020-05-28,Lenowisco,"Black or African American",0,0,0
2020-05-28,Arlington,White,660,121,48
2020-05-28,Hampton,"Black or African American",101,24,3
2020-05-28,Alexandria,White,655,68,27
2020-05-28,Hampton,"Not Reported",40,0,0
2020-05-28,"Mount Rogers",White,265,18,6
2020-05-28,Alexandria,"Not Reported",589,15,5
2020-05-28,Chickahominy,"Black or African American",73,25,9
2020-05-28,Chesapeake,"Black or African American",169,43,5
2020-05-28,"Western Tidewater","Not Reported",188,2,1
2020-05-28,"Cumberland Plateau","Not Reported",1,0,0
2020-05-28,"Western Tidewater",Other,28,1,2
2020-05-28,Loudoun,"Black or African American",93,10,2
2020-05-28,"Virginia Beach",White,333,51,17
2020-05-28,Chickahominy,Other,20,5,0
2020-05-28,"New River","Black or African American",5,1,0
2020-05-28,"Virginia Beach","Not Reported",94,3,0
2020-05-28,"Rappahannock Rapidan",Other,67,12,0
2020-05-28,Piedmont,"Not Reported",295,7,2
2020-05-28,Portsmouth,Other,19,2,0
2020-05-28,Pittsylvania-Danville,"Not Reported",13,4,0
2020-05-28,"West Piedmont","Not Reported",30,3,0
2020-05-28,Norfolk,White,120,20,2
2020-05-28,Hampton,White,41,4,0
2020-05-28,"Western Tidewater","Black or African American",244,37,17
2020-05-28,"Prince William","Not Reported",3392,36,3
2020-05-28,Hampton,Other,8,2,0
2020-05-28,Alleghany,White,133,20,15
2020-05-28,"Prince William",Other,1317,165,10
2020-05-28,Arlington,"Not Reported",813,81,14
2020-05-28,"West Piedmont","Black or African American",40,9,1
2020-05-28,Peninsula,Other,33,7,1
2020-05-28,Norfolk,Other,38,4,0
2020-05-28,"Lord Fairfax","Black or African American",39,3,1
2020-05-28,"Mount Rogers","Not Reported",21,1,0
2020-05-28,"Central Virginia","Black or African American",21,2,1
2020-05-28,"West Piedmont",Other,27,1,1
2020-05-28,Portsmouth,White,59,9,2
2020-05-28,"Thomas Jefferson","Not Reported",39,0,0
2020-05-28,"Three Rivers","Not Reported",126,4,3
2020-05-28,"Virginia Beach","Black or African American",155,17,3
2020-05-28,"Prince William","Black or African American",438,80,24
2020-05-28,Loudoun,"Not Reported",1103,4,7
2020-05-28,Loudoun,White,636,88,44
2020-05-28,Peninsula,"Not Reported",128,2,0
2020-05-28,Pittsylvania-Danville,"Black or African American",30,8,0
2020-05-28,Henrico,White,524,72,68
2020-05-28,Richmond,White,182,17,3
2020-05-28,Southside,"Black or African American",47,12,3
2020-05-28,Chickahominy,White,202,46,21
2020-05-28,"Thomas Jefferson",Other,69,5,2
2020-05-28,"Virginia Beach",Other,80,20,2
2020-05-28,"Central Shenandoah","Black or African American",69,2,2
2020-05-28,Chesterfield,White,367,39,33
2020-05-28,"Central Virginia",White,76,10,3
2020-05-28,Rappahannock,White,412,54,12
2020-05-28,"New River",White,66,12,1
2020-05-28,"Mount Rogers",Other,30,3,0
2020-05-28,Crater,White,123,19,6
2020-05-28,Alleghany,"Not Reported",46,3,0
2020-05-28,Fairfax,White,2757,400,178
2020-05-28,Lenowisco,Other,1,0,0
2020-05-28,"Rappahannock Rapidan","Not Reported",542,19,3
2020-05-28,"Three Rivers","Black or African American",157,11,1
2020-05-28,Henrico,"Black or African American",558,96,55
2020-05-28,Lenowisco,"Not Reported",8,1,1
2020-05-28,Chesapeake,Other,41,5,2
2020-05-28,Crater,"Not Reported",167,3,2
2020-05-28,Chickahominy,"Not Reported",177,3,2
2020-05-28,"Eastern Shore","Black or African American",624,51,17
2020-05-28,Alexandria,Other,384,47,1
2020-05-28,Chesterfield,"Black or African American",238,35,8
2020-05-28,Roanoke,"Not Reported",49,0,0
2020-05-28,Rappahannock,"Black or African American",136,22,3
2020-05-28,"Lord Fairfax",White,835,92,34
2020-05-28,"Three Rivers",White,173,17,4
2020-05-28,"Central Virginia","Not Reported",102,3,0
2020-05-28,"Eastern Shore",Other,31,2,1
2020-05-28,Crater,"Black or African American",318,64,9
2020-05-28,"Mount Rogers","Black or African American",2,0,0
2020-05-28,"Central Shenandoah",White,939,93,26
2020-05-28,Southside,White,66,12,6
