"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-06-17,Fairfax,"Northern Region",2,0
2020-06-17,Roanoke,"Southwest Region",0,0
2020-06-17,"Eastern Shore","Eastern Region",0,0
2020-06-17,"Western Tidewater","Eastern Region",0,0
2020-06-17,"Thomas Jefferson","Northwest Region",0,0
2020-06-17,Pittsylvania-Danville,"Southwest Region",0,0
2020-06-17,"Cumberland Plateau","Southwest Region",0,0
2020-06-17,Henrico,"Central Region",0,0
2020-06-17,Portsmouth,"Eastern Region",0,0
2020-06-17,Hampton,"Eastern Region",0,0
2020-06-17,Chesapeake,"Eastern Region",0,0
2020-06-17,Rappahannock,"Northwest Region",0,0
2020-06-17,Loudoun,"Northern Region",0,0
2020-06-17,Southside,"Central Region",0,0
2020-06-17,Richmond,"Central Region",0,0
2020-06-17,Piedmont,"Central Region",0,0
2020-06-17,Norfolk,"Eastern Region",0,0
2020-06-17,"Three Rivers","Eastern Region",0,0
2020-06-17,"Prince William","Northern Region",0,0
2020-06-17,Chickahominy,"Central Region",0,0
2020-06-17,Alexandria,"Northern Region",0,0
2020-06-17,"Rappahannock Rapidan","Northwest Region",0,0
2020-06-17,Crater,"Central Region",0,0
2020-06-17,Lenowisco,"Southwest Region",0,0
2020-06-17,"Central Virginia","Southwest Region",0,0
2020-06-17,"Lord Fairfax","Northwest Region",0,0
2020-06-17,Chesterfield,"Central Region",0,0
2020-06-17,Arlington,"Northern Region",0,0
2020-06-17,"New River","Southwest Region",0,0
2020-06-17,Alleghany,"Southwest Region",0,0
2020-06-17,"Central Shenandoah","Northwest Region",0,0
2020-06-17,"Mount Rogers","Southwest Region",0,0
2020-06-17,"West Piedmont","Southwest Region",0,0
2020-06-17,"Virginia Beach","Eastern Region",0,0
2020-06-17,Peninsula,"Eastern Region",0,0
