"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-05,Southside,"Not Reported",0,0,0
2020-05-05,Chesapeake,Female,169,36,4
2020-05-05,Richmond,Female,222,30,3
2020-05-05,Roanoke,Male,30,3,0
2020-05-05,Fairfax,"Not Reported",47,5,1
2020-05-05,"Thomas Jefferson",Female,185,33,5
2020-05-05,Chesapeake,"Not Reported",0,0,0
2020-05-05,"Cumberland Plateau",Male,13,1,0
2020-05-05,"Eastern Shore",Female,298,14,5
2020-05-05,"Lord Fairfax","Not Reported",2,0,0
2020-05-05,Rappahannock,"Not Reported",2,0,0
2020-05-05,"Central Shenandoah","Not Reported",7,0,0
2020-05-05,Peninsula,Male,180,56,9
2020-05-05,Norfolk,Male,133,22,4
2020-05-05,Alexandria,Female,507,54,12
2020-05-05,Lenowisco,Male,22,8,1
2020-05-05,Pittsylvania-Danville,Female,32,11,1
2020-05-05,"New River","Not Reported",1,0,0
2020-05-05,Chesterfield,"Not Reported",9,0,0
2020-05-05,Loudoun,Male,476,61,13
2020-05-05,"Rappahannock Rapidan",Female,197,13,1
2020-05-05,Piedmont,Female,89,8,1
2020-05-05,Richmond,Male,213,45,11
2020-05-05,Crater,Female,146,35,10
2020-05-05,Portsmouth,Female,83,19,4
2020-05-05,Arlington,"Not Reported",9,0,0
2020-05-05,"Mount Rogers","Not Reported",1,0,0
2020-05-05,"Thomas Jefferson","Not Reported",1,0,0
2020-05-05,"Three Rivers","Not Reported",1,0,0
2020-05-05,Hampton,Male,55,17,2
2020-05-05,Alleghany,Male,52,10,1
2020-05-05,Roanoke,Female,50,2,0
2020-05-05,Loudoun,"Not Reported",2,0,0
2020-05-05,Fairfax,Female,2380,345,106
2020-05-05,"Western Tidewater",Male,242,35,10
2020-05-05,Peninsula,"Not Reported",1,0,0
2020-05-05,"New River",Male,36,8,1
2020-05-05,"Central Shenandoah",Male,415,25,11
2020-05-05,Southside,Male,45,15,5
2020-05-05,Chesterfield,Male,314,35,17
2020-05-05,Arlington,Female,580,88,21
2020-05-05,Rappahannock,Male,303,60,9
2020-05-05,"Central Virginia",Male,82,5,1
2020-05-05,Alleghany,"Not Reported",0,0,0
2020-05-05,Henrico,Male,399,74,51
2020-05-05,"Thomas Jefferson",Male,136,28,8
2020-05-05,"Lord Fairfax",Male,234,21,4
2020-05-05,"Three Rivers",Male,175,11,1
2020-05-05,Richmond,"Not Reported",3,1,2
2020-05-05,Pittsylvania-Danville,Male,21,9,1
2020-05-05,Portsmouth,"Not Reported",1,0,0
2020-05-05,Norfolk,"Not Reported",0,0,0
2020-05-05,Chesapeake,Male,124,29,5
2020-05-05,Chickahominy,Female,176,31,10
2020-05-05,"Prince William",Male,1299,139,18
2020-05-05,"Eastern Shore","Not Reported",4,0,0
2020-05-05,"Eastern Shore",Male,267,12,3
2020-05-05,"Rappahannock Rapidan",Male,207,21,6
2020-05-05,Henrico,"Not Reported",3,0,1
2020-05-05,"Cumberland Plateau",Female,14,1,0
2020-05-05,"West Piedmont",Male,21,4,1
2020-05-05,Hampton,"Not Reported",1,0,0
2020-05-05,Alexandria,"Not Reported",2,0,0
2020-05-05,"Western Tidewater","Not Reported",1,0,0
2020-05-05,"Cumberland Plateau","Not Reported",0,0,0
2020-05-05,"Virginia Beach",Male,195,46,10
2020-05-05,Alleghany,Female,75,6,2
2020-05-05,Lenowisco,Female,19,6,1
2020-05-05,"Virginia Beach","Not Reported",2,0,0
2020-05-05,"Western Tidewater",Female,213,17,10
2020-05-05,"Mount Rogers",Male,60,10,4
2020-05-05,"Lord Fairfax",Female,310,23,5
2020-05-05,Piedmont,"Not Reported",0,0,0
2020-05-05,Alexandria,Male,474,66,14
2020-05-05,Pittsylvania-Danville,"Not Reported",0,0,0
2020-05-05,"West Piedmont","Not Reported",0,0,0
2020-05-05,Loudoun,Female,520,39,11
2020-05-05,Hampton,Female,72,11,1
2020-05-05,Henrico,Female,583,65,54
2020-05-05,"Prince William","Not Reported",38,0,0
2020-05-05,Chickahominy,Male,87,26,10
2020-05-05,"Rappahannock Rapidan","Not Reported",8,0,0
2020-05-05,Peninsula,Female,200,46,17
2020-05-05,Lenowisco,"Not Reported",0,0,0
2020-05-05,Crater,"Not Reported",2,2,0
2020-05-05,Chickahominy,"Not Reported",5,1,0
2020-05-05,Portsmouth,Male,103,17,4
2020-05-05,"New River",Female,43,4,0
2020-05-05,Rappahannock,Female,324,39,2
2020-05-05,"Central Virginia",Female,68,3,0
2020-05-05,Roanoke,"Not Reported",2,0,0
2020-05-05,"West Piedmont",Female,25,2,0
2020-05-05,"Mount Rogers",Female,55,6,0
2020-05-05,Piedmont,Male,199,16,2
2020-05-05,Chesterfield,Female,396,23,14
2020-05-05,Fairfax,Male,2476,450,100
2020-05-05,Crater,Male,111,22,4
2020-05-05,"Central Virginia","Not Reported",0,0,0
2020-05-05,"Prince William",Female,1271,130,18
2020-05-05,"Virginia Beach",Female,248,37,5
2020-05-05,Norfolk,Female,118,24,0
2020-05-05,"Three Rivers",Female,78,13,2
2020-05-05,Arlington,Male,580,108,28
2020-05-05,"Central Shenandoah",Female,482,25,10
2020-05-05,Southside,Female,94,10,5
,,,,,
,,,,,
