"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-06-26,20105,113,1558
2020-06-26,20106,39,255
2020-06-26,20109,1150,4503
2020-06-26,20110,1473,6393
2020-06-26,20111,941,3692
2020-06-26,20112,224,1833
2020-06-26,20115,39,336
2020-06-26,20117,8,129
2020-06-26,20118,Suppressed*,97
2020-06-26,20119,28,242
2020-06-26,20120,340,2288
2020-06-26,20121,233,1540
2020-06-26,20124,68,776
2020-06-26,20129,8,66
2020-06-26,20130,0,21
2020-06-26,20132,66,1012
2020-06-26,20135,10,167
2020-06-26,20136,198,1626
2020-06-26,20137,16,124
2020-06-26,20139,Suppressed*,14
2020-06-26,20141,22,376
2020-06-26,20143,Suppressed*,69
2020-06-26,20144,Suppressed*,44
2020-06-26,20147,395,4282
2020-06-26,20148,196,2464
2020-06-26,20151,276,1495
2020-06-26,20152,184,1837
2020-06-26,20155,246,2291
2020-06-26,20158,18,255
2020-06-26,20164,1208,4672
2020-06-26,20165,293,3154
2020-06-26,20166,198,1122
2020-06-26,20169,100,1313
2020-06-26,20170,1036,3735
2020-06-26,20171,301,2143
2020-06-26,20175,241,2563
2020-06-26,20176,726,4404
2020-06-26,20180,26,419
2020-06-26,20181,45,560
2020-06-26,20184,Suppressed*,52
2020-06-26,20186,76,1303
2020-06-26,20187,76,1003
2020-06-26,20190,216,1795
2020-06-26,20191,321,1845
2020-06-26,20194,36,578
2020-06-26,20197,7,157
2020-06-26,20198,6,111
2020-06-26,22003,1249,5283
2020-06-26,22015,374,2479
2020-06-26,22025,120,1103
2020-06-26,22026,242,1591
2020-06-26,22027,55,174
2020-06-26,22030,404,3557
2020-06-26,22031,404,2746
2020-06-26,22032,131,1476
2020-06-26,22033,259,2192
2020-06-26,22035,Suppressed*,39
2020-06-26,22039,60,882
2020-06-26,22041,734,3263
2020-06-26,22042,802,3338
2020-06-26,22043,243,1414
2020-06-26,22044,271,1195
2020-06-26,22046,202,1319
2020-06-26,22060,15,193
2020-06-26,22066,77,893
2020-06-26,22079,311,2093
2020-06-26,22101,127,2124
2020-06-26,22102,126,1459
2020-06-26,22124,64,905
2020-06-26,22125,Suppressed*,57
2020-06-26,22134,18,126
2020-06-26,22150,770,3541
2020-06-26,22151,281,1343
2020-06-26,22152,208,1563
2020-06-26,22153,170,1654
2020-06-26,22172,153,839
2020-06-26,22180,219,1571
2020-06-26,22181,64,711
2020-06-26,22182,122,1393
