"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-05-30,Alexandria,"Northern Region",0,0
2020-05-30,Alleghany,"Southwest Region",0,0
2020-05-30,Arlington,"Northern Region",0,0
2020-05-30,"Central Shenandoah","Northwest Region",0,0
2020-05-30,"Central Virginia","Southwest Region",0,0
2020-05-30,Chesapeake,"Eastern Region",0,0
2020-05-30,Chesterfield,"Central Region",0,0
2020-05-30,Chickahominy,"Central Region",0,0
2020-05-30,Crater,"Central Region",0,0
2020-05-30,"Cumberland Plateau","Southwest Region",0,0
2020-05-30,"Eastern Shore","Eastern Region",0,0
2020-05-30,Fairfax,"Northern Region",2,0
2020-05-30,Hampton,"Eastern Region",0,0
2020-05-30,Henrico,"Central Region",0,0
2020-05-30,Lenowisco,"Southwest Region",0,0
2020-05-30,"Lord Fairfax","Northwest Region",0,0
2020-05-30,Loudoun,"Northern Region",0,0
2020-05-30,"Mount Rogers","Southwest Region",0,0
2020-05-30,"New River","Southwest Region",0,0
2020-05-30,Norfolk,"Eastern Region",0,0
2020-05-30,Peninsula,"Eastern Region",0,0
2020-05-30,Piedmont,"Central Region",0,0
2020-05-30,Pittsylvania-Danville,"Southwest Region",0,0
2020-05-30,Portsmouth,"Eastern Region",0,0
2020-05-30,"Prince William","Northern Region",0,0
2020-05-30,Rappahannock,"Northwest Region",0,0
2020-05-30,"Rappahannock Rapidan","Northwest Region",0,0
2020-05-30,Richmond,"Central Region",0,0
2020-05-30,Roanoke,"Southwest Region",0,0
2020-05-30,Southside,"Central Region",0,0
2020-05-30,"Thomas Jefferson","Northwest Region",0,0
2020-05-30,"Three Rivers","Eastern Region",0,0
2020-05-30,"Virginia Beach","Eastern Region",0,0
2020-05-30,"West Piedmont","Southwest Region",0,0
2020-05-30,"Western Tidewater","Eastern Region",0,0
