"Report Date","ZIP Code","Number of Cases","Number of PCR Testing Encounters"
2020-05-29,20105,80,739
2020-05-29,20106,29,127
2020-05-29,20109,832,2566
2020-05-29,20110,1084,2955
2020-05-29,20111,667,2081
2020-05-29,20112,153,1043
2020-05-29,20115,30,174
2020-05-29,20117,7,74
2020-05-29,20118,Suppressed*,40
2020-05-29,20119,21,132
2020-05-29,20120,236,1244
2020-05-29,20121,173,834
2020-05-29,20124,45,384
2020-05-29,20129,7,29
2020-05-29,20130,0,8
2020-05-29,20132,44,433
2020-05-29,20135,5,90
2020-05-29,20136,137,854
2020-05-29,20137,10,52
2020-05-29,20139,Suppressed*,9
2020-05-29,20141,13,177
2020-05-29,20143,Suppressed*,30
2020-05-29,20144,Suppressed*,19
2020-05-29,20147,291,2037
2020-05-29,20148,119,1104
2020-05-29,20151,209,773
2020-05-29,20152,132,741
2020-05-29,20155,183,1150
2020-05-29,20158,12,104
2020-05-29,20164,766,2198
2020-05-29,20165,204,1115
2020-05-29,20166,114,566
2020-05-29,20169,79,687
2020-05-29,20170,703,1954
2020-05-29,20171,227,1088
2020-05-29,20175,132,954
2020-05-29,20176,417,1809
2020-05-29,20180,17,193
2020-05-29,20181,32,296
2020-05-29,20184,Suppressed*,35
2020-05-29,20186,54,481
2020-05-29,20187,56,472
2020-05-29,20190,177,817
2020-05-29,20191,239,1031
2020-05-29,20194,28,305
2020-05-29,20197,Suppressed*,65
2020-05-29,20198,6,46
2020-05-29,22003,993,3204
2020-05-29,22015,325,1396
2020-05-29,22025,97,626
2020-05-29,22026,167,846
2020-05-29,22027,42,88
2020-05-29,22030,321,1690
2020-05-29,22031,300,1305
2020-05-29,22032,109,812
2020-05-29,22033,200,1121
2020-05-29,22035,0,6
2020-05-29,22039,52,452
2020-05-29,22041,611,2125
2020-05-29,22042,610,1952
2020-05-29,22043,184,778
2020-05-29,22044,216,693
2020-05-29,22046,158,656
2020-05-29,22060,13,119
2020-05-29,22066,59,472
