DEPUTIES TESTED,76
DEPUTY NEGATIVE RESULTS,15
DEPUTY POSITIVE RESULTS,2
DEPUTY RESULTS PENDING,59
DEPUTIES CLEARED*,2
TOTAL DEPUTIES,408
