"Report Date","ZIP Code","Number of Cases","Number of PCR Testing Encounters"
2020-05-18,20105,65,440
2020-05-18,20106,28,90
2020-05-18,20109,599,1490
2020-05-18,20110,705,1692
2020-05-18,20111,468,1163
2020-05-18,20112,117,635
2020-05-18,20115,22,113
2020-05-18,20117,7,43
2020-05-18,20118,Suppressed*,27
2020-05-18,20119,14,83
2020-05-18,20120,162,752
2020-05-18,20121,108,509
2020-05-18,20124,34,242
2020-05-18,20129,7,24
2020-05-18,20130,0,6
2020-05-18,20132,27,240
2020-05-18,20135,5,51
2020-05-18,20136,88,517
2020-05-18,20137,Suppressed*,23
2020-05-18,20139,Suppressed*,5
2020-05-18,20141,8,97
2020-05-18,20143,0,17
2020-05-18,20144,Suppressed*,11
2020-05-18,20147,210,1332
2020-05-18,20148,84,652
2020-05-18,20151,122,435
2020-05-18,20152,65,420
2020-05-18,20155,138,687
2020-05-18,20158,9,52
2020-05-18,20164,445,1179
2020-05-18,20165,135,647
2020-05-18,20166,75,321
2020-05-18,20169,55,378
2020-05-18,20170,430,1133
2020-05-18,20171,192,720
2020-05-18,20175,76,505
2020-05-18,20176,230,927
2020-05-18,20180,9,117
2020-05-18,20181,24,186
2020-05-18,20184,Suppressed*,22
2020-05-18,20186,39,335
2020-05-18,20187,39,305
2020-05-18,20190,129,557
2020-05-18,20191,170,699
2020-05-18,20194,21,197
2020-05-18,20197,Suppressed*,44
2020-05-18,20198,Suppressed*,32
2020-05-18,22003,694,1875
2020-05-18,22015,262,941
2020-05-18,22025,68,397
2020-05-18,22026,109,520
2020-05-18,22027,39,73
2020-05-18,22030,211,1066
2020-05-18,22031,214,872
2020-05-18,22032,87,516
2020-05-18,22033,141,709
2020-05-18,22035,0,4
2020-05-18,22039,47,309
2020-05-18,22041,476,1118
2020-05-18,22042,424,1186
2020-05-18,22043,151,529
2020-05-18,22044,168,442
2020-05-18,22046,103,416
2020-05-18,22060,12,80
2020-05-18,22066,38,328
2020-05-18,22079,197,876
2020-05-18,22101,92,677
2020-05-18,22102,76,564
2020-05-18,22124,36,297
2020-05-18,22125,Suppressed*,21
2020-05-18,22134,13,52
2020-05-18,22150,501,1236
2020-05-18,22151,181,544
2020-05-18,22152,130,574
2020-05-18,22153,108,590
2020-05-18,22172,79,290
2020-05-18,22180,110,549
2020-05-18,22181,31,250
2020-05-18,22182,67,480
2020-05-18,22191,873,2856
2020-05-18,22192,354,1668
2020-05-18,22193,781,2686
2020-05-18,22201,155,845
2020-05-18,22202,130,583
