"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-06-26,Fairfax,"Northern Region",2,0
2020-06-26,Roanoke,"Southwest Region",0,0
2020-06-26,"Eastern Shore","Eastern Region",0,0
2020-06-26,"Western Tidewater","Eastern Region",0,0
2020-06-26,"Thomas Jefferson","Northwest Region",0,0
2020-06-26,Pittsylvania-Danville,"Southwest Region",0,0
2020-06-26,"Cumberland Plateau","Southwest Region",0,0
2020-06-26,Henrico,"Central Region",0,0
2020-06-26,Portsmouth,"Eastern Region",0,0
2020-06-26,Hampton,"Eastern Region",0,0
2020-06-26,Chesapeake,"Eastern Region",0,0
2020-06-26,Rappahannock,"Northwest Region",0,0
2020-06-26,Loudoun,"Northern Region",0,0
2020-06-26,Southside,"Central Region",0,0
2020-06-26,Richmond,"Central Region",0,0
2020-06-26,Piedmont,"Central Region",0,0
2020-06-26,Norfolk,"Eastern Region",0,0
2020-06-26,"Three Rivers","Eastern Region",0,0
2020-06-26,"Prince William","Northern Region",1,0
2020-06-26,Chickahominy,"Central Region",0,0
2020-06-26,Alexandria,"Northern Region",1,0
2020-06-26,"Rappahannock Rapidan","Northwest Region",0,0
2020-06-26,Crater,"Central Region",0,0
2020-06-26,Lenowisco,"Southwest Region",0,0
2020-06-26,"Central Virginia","Southwest Region",0,0
2020-06-26,"Lord Fairfax","Northwest Region",0,0
2020-06-26,Chesterfield,"Central Region",0,0
2020-06-26,Arlington,"Northern Region",0,0
2020-06-26,"New River","Southwest Region",0,0
2020-06-26,Alleghany,"Southwest Region",0,0
2020-06-26,"Central Shenandoah","Northwest Region",1,0
2020-06-26,"Mount Rogers","Southwest Region",0,0
2020-06-26,"West Piedmont","Southwest Region",0,0
2020-06-26,"Virginia Beach","Eastern Region",0,0
2020-06-26,Peninsula,"Eastern Region",0,0
