"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-24,Southside,"Not Reported",4,0,0
2020-06-24,Chesapeake,Female,447,58,7
2020-06-24,Richmond,Female,980,88,8
2020-06-24,Roanoke,Male,150,7,2
2020-06-24,Fairfax,"Not Reported",127,3,3
2020-06-24,"Thomas Jefferson",Female,437,43,9
2020-06-24,Chesapeake,"Not Reported",1,0,0
2020-06-24,"Cumberland Plateau",Male,19,1,0
2020-06-24,"Eastern Shore",Female,653,56,23
2020-06-24,"Lord Fairfax","Not Reported",7,0,0
2020-06-24,Rappahannock,"Not Reported",11,1,0
2020-06-24,"Central Shenandoah","Not Reported",1,0,0
2020-06-24,Peninsula,Male,412,62,12
2020-06-24,Norfolk,Male,382,46,6
2020-06-24,Alexandria,Female,1157,104,27
2020-06-24,Lenowisco,Male,25,8,3
2020-06-24,Pittsylvania-Danville,Female,85,16,2
2020-06-24,"New River","Not Reported",3,0,0
2020-06-24,Chesterfield,"Not Reported",69,0,2
2020-06-24,Loudoun,Male,1824,141,31
2020-06-24,"Rappahannock Rapidan",Female,700,43,6
2020-06-24,Piedmont,Female,288,38,3
2020-06-24,Richmond,Male,1050,113,21
2020-06-24,Crater,Female,567,74,14
2020-06-24,Portsmouth,Female,200,40,10
2020-06-24,Arlington,"Not Reported",1,0,0
2020-06-24,"Mount Rogers","Not Reported",2,0,0
2020-06-24,"Thomas Jefferson","Not Reported",2,0,0
2020-06-24,"Three Rivers","Not Reported",18,0,0
2020-06-24,Hampton,Male,125,24,3
2020-06-24,Alleghany,Male,166,21,5
2020-06-24,Roanoke,Female,203,7,8
2020-06-24,Loudoun,"Not Reported",15,0,1
2020-06-24,Fairfax,Female,6902,697,230
2020-06-24,"Western Tidewater",Male,370,49,27
2020-06-24,Peninsula,"Not Reported",3,0,0
2020-06-24,"New River",Male,93,13,4
2020-06-24,"Central Shenandoah",Male,887,73,16
2020-06-24,Southside,Male,149,22,11
2020-06-24,Chesterfield,Male,1439,70,33
2020-06-24,Arlington,Female,1208,189,60
2020-06-24,Rappahannock,Male,1085,119,26
2020-06-24,"Central Virginia",Male,169,9,4
2020-06-24,Alleghany,"Not Reported",3,0,0
2020-06-24,Henrico,Male,1107,124,67
2020-06-24,"Thomas Jefferson",Male,393,40,10
2020-06-24,"Lord Fairfax",Male,906,84,30
2020-06-24,"Three Rivers",Male,411,16,2
2020-06-24,Richmond,"Not Reported",41,2,2
2020-06-24,Pittsylvania-Danville,Male,74,17,1
2020-06-24,Portsmouth,"Not Reported",3,0,0
2020-06-24,Norfolk,"Not Reported",0,0,0
2020-06-24,Chesapeake,Male,344,58,9
2020-06-24,Chickahominy,Female,340,52,16
2020-06-24,"Prince William",Male,4384,427,90
2020-06-24,"Eastern Shore","Not Reported",10,0,0
2020-06-24,"Eastern Shore",Male,641,51,19
2020-06-24,"Rappahannock Rapidan",Male,721,62,11
2020-06-24,Henrico,"Not Reported",8,0,1
2020-06-24,"Cumberland Plateau",Female,20,1,0
2020-06-24,"West Piedmont",Male,185,20,4
2020-06-24,Hampton,"Not Reported",2,0,0
2020-06-24,Alexandria,"Not Reported",9,0,0
2020-06-24,"Western Tidewater","Not Reported",2,0,0
2020-06-24,"Cumberland Plateau","Not Reported",0,0,0
2020-06-24,"Virginia Beach",Male,474,63,15
2020-06-24,Alleghany,Female,191,10,9
2020-06-24,Lenowisco,Female,24,8,1
2020-06-24,"Virginia Beach","Not Reported",12,0,0
2020-06-24,"Western Tidewater",Female,379,31,19
2020-06-24,"Mount Rogers",Male,289,45,14
2020-06-24,"Lord Fairfax",Female,973,76,32
2020-06-24,Piedmont,"Not Reported",1,0,0
2020-06-24,Alexandria,Male,1092,127,23
2020-06-24,Pittsylvania-Danville,"Not Reported",2,0,0
2020-06-24,"West Piedmont","Not Reported",4,0,0
2020-06-24,Loudoun,Female,1844,117,52
2020-06-24,Hampton,Female,149,14,2
2020-06-24,Henrico,Female,1348,116,70
2020-06-24,"Prince William","Not Reported",78,1,0
2020-06-24,Chickahominy,Male,273,53,20
2020-06-24,"Rappahannock Rapidan","Not Reported",2,1,1
2020-06-24,Peninsula,Female,471,62,21
2020-06-24,Lenowisco,"Not Reported",0,0,0
2020-06-24,Crater,"Not Reported",13,1,0
2020-06-24,Chickahominy,"Not Reported",5,0,0
2020-06-24,Portsmouth,Male,223,26,6
2020-06-24,"New River",Female,92,8,0
2020-06-24,Rappahannock,Female,1233,90,13
2020-06-24,"Central Virginia",Female,150,7,1
2020-06-24,Roanoke,"Not Reported",6,0,0
2020-06-24,"West Piedmont",Female,203,18,3
2020-06-24,"Mount Rogers",Female,365,21,13
2020-06-24,Piedmont,Male,700,43,7
2020-06-24,Chesterfield,Female,1412,62,33
2020-06-24,Fairfax,Male,6685,897,231
2020-06-24,Crater,Male,817,58,7
2020-06-24,"Central Virginia","Not Reported",0,0,0
2020-06-24,"Prince William",Female,4362,344,67
2020-06-24,"Virginia Beach",Female,552,55,12
2020-06-24,Norfolk,Female,389,47,1
2020-06-24,"Three Rivers",Female,178,32,8
2020-06-24,Arlington,Male,1229,226,66
2020-06-24,"Central Shenandoah",Female,1036,82,18
2020-06-24,Southside,Female,218,25,17
