"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-16,Norfolk,0-9,4,0,0
2020-05-16,"Cumberland Plateau",40-49,4,0,0
2020-05-16,"Eastern Shore",10-19,36,0,0
2020-05-16,"Mount Rogers",10-19,15,0,0
2020-05-16,"Rappahannock Rapidan",0-9,23,1,0
2020-05-16,"Three Rivers",0-9,2,0,0
2020-05-16,Henrico,40-49,166,14,0
2020-05-16,Alexandria,50-59,194,32,7
2020-05-16,Arlington,0-9,24,2,0
2020-05-16,Chickahominy,Missing,3,0,0
2020-05-16,"New River",20-29,21,0,0
2020-05-16,"Virginia Beach",20-29,64,1,0
2020-05-16,Chesapeake,50-59,75,15,1
2020-05-16,Alleghany,80+,21,7,3
2020-05-16,Fairfax,10-19,289,10,0
2020-05-16,Chesapeake,60-69,51,16,3
2020-05-16,"West Piedmont",Missing,0,0,0
2020-05-16,Peninsula,80+,36,23,14
2020-05-16,Crater,40-49,67,11,1
2020-05-16,Chesapeake,40-49,60,10,0
2020-05-16,"Thomas Jefferson",20-29,50,0,0
2020-05-16,"Lord Fairfax",20-29,127,0,0
2020-05-16,Norfolk,20-29,72,1,0
2020-05-16,Arlington,30-39,288,35,0
2020-05-16,"West Piedmont",60-69,14,1,0
2020-05-16,Henrico,50-59,170,22,5
2020-05-16,"West Piedmont",50-59,18,1,0
2020-05-16,"Cumberland Plateau",20-29,1,0,0
2020-05-16,Alexandria,70-79,77,29,9
2020-05-16,Portsmouth,20-29,30,2,0
2020-05-16,"Western Tidewater",30-39,43,1,0
2020-05-16,"Central Shenandoah",0-9,25,0,0
2020-05-16,Henrico,80+,238,52,57
2020-05-16,Alexandria,0-9,63,2,0
2020-05-16,Pittsylvania-Danville,40-49,12,4,0
2020-05-16,Henrico,20-29,119,7,0
2020-05-16,Roanoke,60-69,9,1,0
2020-05-16,Peninsula,30-39,55,6,1
2020-05-16,Alleghany,60-69,24,6,0
2020-05-16,"Prince William",70-79,150,47,22
2020-05-16,Norfolk,60-69,36,13,1
2020-05-16,Southside,40-49,18,3,0
2020-05-16,Chesterfield,30-39,207,1,0
2020-05-16,Loudoun,70-79,75,27,8
2020-05-16,"Central Virginia",40-49,23,1,0
2020-05-16,"New River",Missing,0,0,0
2020-05-16,Chickahominy,20-29,40,0,0
2020-05-16,"New River",0-9,2,0,0
2020-05-16,"Cumberland Plateau",0-9,0,0,0
2020-05-16,"Three Rivers",70-79,22,4,2
2020-05-16,"Rappahannock Rapidan",40-49,146,9,1
2020-05-16,Hampton,0-9,6,0,0
2020-05-16,Piedmont,50-59,121,9,0
2020-05-16,Rappahannock,20-29,171,7,0
2020-05-16,"West Piedmont",20-29,8,0,0
2020-05-16,Arlington,70-79,130,55,19
2020-05-16,Chickahominy,50-59,68,14,0
2020-05-16,Alleghany,40-49,18,0,0
2020-05-16,"Prince William",50-59,751,98,4
2020-05-16,"Mount Rogers",0-9,16,1,0
2020-05-16,"Eastern Shore",0-9,10,0,0
2020-05-16,"Thomas Jefferson",60-69,47,13,2
2020-05-16,Pittsylvania-Danville,70-79,10,7,0
