Facility ID,Facility,Latitude,Longitude,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
652,"Richmond, VA HCS",37.49796,-77.46681,90,15,66,9
590,"Hampton, VA HCS",37.015768,-76.332371,65,3,57,5
658,"Salem, VA HCS",37.276111,-80.023889,6,1,5,0
