"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-16,"Lord Fairfax",30-39,299,11,1
2020-06-16,"Virginia Beach",Missing,25,0,0
2020-06-16,Arlington,40-49,403,46,4
2020-06-16,"West Piedmont",10-19,31,1,0
2020-06-16,Chickahominy,70-79,51,20,6
2020-06-16,Pittsylvania-Danville,20-29,14,0,0
2020-06-16,Loudoun,50-59,560,34,1
2020-06-16,Richmond,30-39,395,23,1
2020-06-16,"Thomas Jefferson",Missing,1,0,0
2020-06-16,"Rappahannock Rapidan",80+,20,12,4
2020-06-16,"Lord Fairfax",Missing,2,0,0
2020-06-16,"Cumberland Plateau",50-59,4,1,0
2020-06-16,Loudoun,Missing,57,0,1
2020-06-16,Southside,50-59,47,6,0
2020-06-16,Chesterfield,20-29,361,5,0
2020-06-16,Norfolk,70-79,25,15,3
2020-06-16,Alleghany,10-19,12,0,0
2020-06-16,Crater,80+,76,12,2
2020-06-16,Portsmouth,Missing,7,0,0
2020-06-16,"Western Tidewater",10-19,12,0,0
2020-06-16,Chesterfield,10-19,212,0,0
2020-06-16,Southside,60-69,49,12,3
2020-06-16,"Virginia Beach",0-9,15,0,0
2020-06-16,Lenowisco,50-59,13,5,0
2020-06-16,Chesapeake,70-79,51,21,2
2020-06-16,"Western Tidewater",80+,128,22,21
2020-06-16,"Thomas Jefferson",10-19,40,1,0
2020-06-16,Richmond,40-49,326,26,1
2020-06-16,"Lord Fairfax",50-59,285,21,2
2020-06-16,"Lord Fairfax",10-19,104,0,0
2020-06-16,"Rappahannock Rapidan",10-19,122,3,0
2020-06-16,Crater,50-59,218,23,2
2020-06-16,Arlington,Missing,10,1,0
2020-06-16,Roanoke,50-59,30,1,0
2020-06-16,Rappahannock,10-19,175,1,0
2020-06-16,Roanoke,10-19,17,0,0
2020-06-16,"Eastern Shore",Missing,4,0,0
2020-06-16,"Mount Rogers",Missing,1,0,0
2020-06-16,"Prince William",60-69,695,150,28
2020-06-16,Alleghany,70-79,30,5,7
2020-06-16,Crater,20-29,189,7,0
2020-06-16,Loudoun,60-69,228,37,4
2020-06-16,Fairfax,0-9,422,14,0
2020-06-16,Roanoke,Missing,3,0,0
2020-06-16,Alexandria,20-29,328,7,1
2020-06-16,Portsmouth,70-79,24,8,3
2020-06-16,Alleghany,30-39,29,2,0
2020-06-16,"Prince William",20-29,1477,47,0
2020-06-16,Southside,70-79,51,9,11
2020-06-16,Piedmont,Missing,1,0,0
2020-06-16,Rappahannock,0-9,95,1,0
2020-06-16,Henrico,30-39,375,13,0
2020-06-16,"Prince William",10-19,600,8,0
2020-06-16,Chickahominy,10-19,28,0,0
2020-06-16,"Lord Fairfax",0-9,51,0,0
2020-06-16,"Central Virginia",Missing,1,0,0
2020-06-16,Fairfax,60-69,1362,281,48
2020-06-16,Hampton,20-29,45,2,0
2020-06-16,"Central Shenandoah",40-49,300,10,0
2020-06-16,Pittsylvania-Danville,0-9,1,0,0
2020-06-16,Crater,30-39,222,3,0
2020-06-16,"Virginia Beach",70-79,65,26,7
2020-06-16,"Virginia Beach",30-39,131,9,1
2020-06-16,Piedmont,0-9,13,0,0
2020-06-16,"Central Shenandoah",30-39,280,6,0
2020-06-16,Hampton,50-59,42,8,1
2020-06-16,Peninsula,70-79,81,38,11
2020-06-16,Arlington,20-29,393,20,0
2020-06-16,"West Piedmont",70-79,20,6,3
2020-06-16,Richmond,20-29,371,10,0
2020-06-16,Roanoke,0-9,7,0,0
2020-06-16,Hampton,30-39,44,3,0
2020-06-16,"Thomas Jefferson",30-39,139,5,0
2020-06-16,"Western Tidewater",40-49,87,5,1
2020-06-16,Richmond,50-59,245,39,2
2020-06-16,"Western Tidewater",50-59,127,12,2
2020-06-16,Henrico,10-19,114,3,0
2020-06-16,"Mount Rogers",30-39,89,3,0
2020-06-16,"Eastern Shore",30-39,226,8,0
2020-06-16,Chesterfield,0-9,71,0,0
2020-06-16,"Central Shenandoah",10-19,98,1,0
2020-06-16,Crater,0-9,18,1,0
2020-06-16,Fairfax,70-79,650,222,89
2020-06-16,Rappahannock,80+,67,21,9
2020-06-16,Alexandria,10-19,151,3,0
2020-06-16,Portsmouth,40-49,59,6,0
2020-06-16,"Three Rivers",50-59,80,6,0
2020-06-16,Alleghany,Missing,1,0,0
2020-06-16,Alexandria,30-39,506,28,0
2020-06-16,Southside,Missing,0,0,0
2020-06-16,Portsmouth,60-69,44,13,4
2020-06-16,Roanoke,30-39,56,0,0
2020-06-16,"Three Rivers",60-69,67,10,0
2020-06-16,Fairfax,50-59,2078,264,25
2020-06-16,Portsmouth,50-59,64,17,2
2020-06-16,Chickahominy,80+,80,32,21
2020-06-16,"Rappahannock Rapidan",50-59,195,22,2
2020-06-16,Fairfax,80+,788,282,265
2020-06-16,Hampton,Missing,5,0,0
2020-06-16,"Cumberland Plateau",80+,0,0,0
2020-06-16,Alleghany,50-59,47,4,1
2020-06-16,"Prince William",40-49,1809,134,6
2020-06-16,Fairfax,Missing,145,2,0
2020-06-16,"Virginia Beach",40-49,136,18,1
2020-06-16,Richmond,Missing,17,0,0
2020-06-16,Norfolk,40-49,106,10,0
2020-06-16,Piedmont,80+,33,12,3
2020-06-16,"Virginia Beach",60-69,121,16,1
2020-06-16,"West Piedmont",40-49,63,7,1
2020-06-16,Arlington,10-19,87,5,0
2020-06-16,Lenowisco,0-9,3,0,0
2020-06-16,Pittsylvania-Danville,50-59,27,9,0
2020-06-16,"Virginia Beach",50-59,123,13,0
2020-06-16,Chesapeake,Missing,7,1,0
2020-06-16,"Central Shenandoah",80+,89,19,11
2020-06-16,"Thomas Jefferson",40-49,112,5,0
2020-06-16,"Rappahannock Rapidan",60-69,101,16,2
2020-06-16,Norfolk,30-39,136,10,0
2020-06-16,"Rappahannock Rapidan",Missing,6,0,0
2020-06-16,"Lord Fairfax",80+,114,28,34
2020-06-16,"Three Rivers",10-19,20,0,0
2020-06-16,Piedmont,40-49,171,7,0
2020-06-16,Norfolk,80+,13,7,3
2020-06-16,Peninsula,20-29,123,1,0
2020-06-16,Norfolk,50-59,102,17,0
2020-06-16,"Thomas Jefferson",50-59,93,9,1
2020-06-16,Richmond,70-79,72,32,11
2020-06-16,Chesterfield,70-79,108,19,13
2020-06-16,Piedmont,30-39,172,2,0
2020-06-16,"Prince William",30-39,1560,88,2
2020-06-16,Alleghany,20-29,60,1,0
2020-06-16,Alleghany,0-9,4,0,0
2020-06-16,"Mount Rogers",40-49,70,0,0
2020-06-16,"Eastern Shore",40-49,238,9,2
2020-06-16,"Central Virginia",60-69,41,4,1
2020-06-16,Richmond,10-19,141,2,0
2020-06-16,Pittsylvania-Danville,60-69,18,7,1
2020-06-16,Pittsylvania-Danville,Missing,0,0,0
2020-06-16,Chesterfield,60-69,236,32,8
2020-06-16,Southside,10-19,5,0,0
2020-06-16,"New River",80+,8,3,1
2020-06-16,"Central Virginia",50-59,46,2,1
2020-06-16,Hampton,70-79,15,7,0
2020-06-16,Pittsylvania-Danville,10-19,6,0,0
2020-06-16,Richmond,60-69,175,40,6
2020-06-16,"West Piedmont",20-29,45,0,0
2020-06-16,Arlington,70-79,168,71,32
2020-06-16,Chickahominy,50-59,103,22,1
2020-06-16,Alleghany,40-49,36,0,0
2020-06-16,"Prince William",50-59,1300,172,12
2020-06-16,"Mount Rogers",0-9,27,1,0
2020-06-16,"Eastern Shore",0-9,15,1,0
2020-06-16,"Thomas Jefferson",60-69,65,17,2
2020-06-16,Pittsylvania-Danville,70-79,19,9,0
2020-06-16,Chesterfield,80+,129,25,31
2020-06-16,Richmond,0-9,71,3,0
2020-06-16,Chesapeake,80+,41,14,9
2020-06-16,Peninsula,40-49,103,7,1
2020-06-16,Henrico,0-9,94,1,0
2020-06-16,Lenowisco,80+,0,0,0
2020-06-16,Piedmont,60-69,129,17,2
2020-06-16,"West Piedmont",0-9,7,0,0
2020-06-16,"Rappahannock Rapidan",70-79,35,12,7
2020-06-16,"Central Shenandoah",70-79,113,38,12
2020-06-16,Chesapeake,30-39,127,6,0
2020-06-16,Chickahominy,0-9,10,0,0
2020-06-16,"Prince William",0-9,284,6,0
2020-06-16,"Eastern Shore",50-59,275,19,5
2020-06-16,"Mount Rogers",50-59,73,5,1
2020-06-16,Loudoun,10-19,236,0,0
2020-06-16,Southside,80+,76,11,12
2020-06-16,"Central Virginia",80+,14,2,0
2020-06-16,Rappahannock,Missing,17,0,0
2020-06-16,"Rappahannock Rapidan",30-39,281,14,1
2020-06-16,"New River",50-59,28,3,0
2020-06-16,Richmond,80+,35,16,8
2020-06-16,"Mount Rogers",20-29,82,0,0
2020-06-16,"Eastern Shore",20-29,191,5,0
2020-06-16,Hampton,10-19,13,0,0
2020-06-16,Portsmouth,0-9,4,1,0
2020-06-16,Crater,70-79,119,26,6
2020-06-16,Chesterfield,40-49,428,15,2
2020-06-16,Alexandria,Missing,11,0,0
2020-06-16,Southside,30-39,33,0,0
2020-06-16,"Prince William",Missing,125,2,0
2020-06-16,Hampton,60-69,32,11,2
2020-06-16,Fairfax,20-29,1995,63,2
2020-06-16,"Thomas Jefferson",0-9,26,1,0
2020-06-16,Lenowisco,40-49,7,2,0
2020-06-16,"Central Virginia",10-19,15,1,0
2020-06-16,Lenowisco,70-79,5,4,1
2020-06-16,Chickahominy,40-49,75,11,1
2020-06-16,"Three Rivers",80+,29,5,4
2020-06-16,Rappahannock,30-39,436,20,0
2020-06-16,"Lord Fairfax",60-69,199,41,11
2020-06-16,"Western Tidewater",0-9,5,0,0
2020-06-16,Rappahannock,70-79,88,24,11
2020-06-16,"Prince William",80+,212,72,61
2020-06-16,Hampton,80+,5,3,2
2020-06-16,Alexandria,80+,83,27,21
2020-06-16,"Mount Rogers",60-69,65,6,0
2020-06-16,"Eastern Shore",60-69,170,24,8
2020-06-16,"Lord Fairfax",70-79,110,30,13
2020-06-16,"New River",30-39,19,1,0
2020-06-16,Chesapeake,10-19,29,1,0
2020-06-16,Hampton,40-49,37,3,0
2020-06-16,Peninsula,Missing,6,0,0
2020-06-16,Henrico,70-79,199,45,34
2020-06-16,"Western Tidewater",20-29,58,2,0
2020-06-16,Peninsula,0-9,30,0,0
2020-06-16,Loudoun,40-49,719,29,0
2020-06-16,Pittsylvania-Danville,30-39,15,0,0
2020-06-16,Loudoun,20-29,558,6,0
2020-06-16,Crater,60-69,179,33,10
2020-06-16,Loudoun,80+,182,43,58
2020-06-16,Arlington,80+,197,78,64
2020-06-16,"Virginia Beach",10-19,36,0,0
2020-06-16,"Mount Rogers",80+,68,24,12
2020-06-16,"Eastern Shore",80+,49,20,17
2020-06-16,Crater,10-19,41,0,0
2020-06-16,Lenowisco,30-39,4,1,1
2020-06-16,Norfolk,Missing,7,1,0
2020-06-16,Henrico,Missing,32,1,1
2020-06-16,"New River",40-49,21,1,0
2020-06-16,"Central Virginia",0-9,5,0,0
2020-06-16,"New River",70-79,13,8,3
2020-06-16,Loudoun,0-9,130,2,0
2020-06-16,"Central Virginia",70-79,20,4,2
2020-06-16,Southside,0-9,2,0,0
2020-06-16,"Three Rivers",40-49,124,11,2
2020-06-16,Chickahominy,30-39,74,1,0
2020-06-16,"Central Shenandoah",60-69,225,39,7
2020-06-16,"Western Tidewater",60-69,113,13,6
2020-06-16,"Cumberland Plateau",30-39,5,0,0
2020-06-16,Portsmouth,10-19,13,0,0
2020-06-16,Chesterfield,Missing,60,0,0
2020-06-16,Alexandria,40-49,403,34,0
2020-06-16,"Thomas Jefferson",70-79,58,19,2
2020-06-16,"Three Rivers",30-39,128,3,0
2020-06-16,"Western Tidewater",70-79,82,20,16
2020-06-16,Arlington,60-69,273,77,19
2020-06-16,"Cumberland Plateau",10-19,13,0,0
2020-06-16,"West Piedmont",30-39,51,1,0
2020-06-16,Peninsula,10-19,32,1,0
