"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-16,Southside,"Not Reported",4,0,0
2020-06-16,Chesapeake,Female,375,50,7
2020-06-16,Richmond,Female,867,77,6
2020-06-16,Roanoke,Male,115,6,2
2020-06-16,Fairfax,"Not Reported",138,5,3
2020-06-16,"Thomas Jefferson",Female,371,43,9
2020-06-16,Chesapeake,"Not Reported",2,0,0
2020-06-16,"Cumberland Plateau",Male,17,1,0
2020-06-16,"Eastern Shore",Female,637,53,22
2020-06-16,"Lord Fairfax","Not Reported",14,0,0
2020-06-16,Rappahannock,"Not Reported",16,1,0
2020-06-16,"Central Shenandoah","Not Reported",0,0,0
2020-06-16,Peninsula,Male,360,62,12
2020-06-16,Norfolk,Male,345,42,6
2020-06-16,Alexandria,Female,1106,100,25
2020-06-16,Lenowisco,Male,24,8,3
2020-06-16,Pittsylvania-Danville,Female,75,16,2
2020-06-16,"New River","Not Reported",3,0,0
2020-06-16,Chesterfield,"Not Reported",78,0,1
2020-06-16,Loudoun,Male,1690,108,30
2020-06-16,"Rappahannock Rapidan",Female,652,39,6
2020-06-16,Piedmont,Female,251,34,3
2020-06-16,Richmond,Male,934,112,21
2020-06-16,Crater,Female,508,68,14
2020-06-16,Portsmouth,Female,183,34,6
2020-06-16,Arlington,"Not Reported",10,1,0
2020-06-16,"Mount Rogers","Not Reported",3,0,0
2020-06-16,"Thomas Jefferson","Not Reported",7,0,0
2020-06-16,"Three Rivers","Not Reported",18,0,0
2020-06-16,Hampton,Male,112,23,3
2020-06-16,Alleghany,Male,129,17,5
2020-06-16,Roanoke,Female,149,5,8
2020-06-16,Loudoun,"Not Reported",20,0,2
2020-06-16,Fairfax,Female,6655,670,221
2020-06-16,"Western Tidewater",Male,353,49,27
2020-06-16,Peninsula,"Not Reported",4,0,0
2020-06-16,"New River",Male,74,11,4
2020-06-16,"Central Shenandoah",Male,833,69,14
2020-06-16,Southside,Male,111,22,10
2020-06-16,Chesterfield,Male,1152,68,29
2020-06-16,Arlington,Female,1164,183,59
2020-06-16,Rappahannock,Male,1011,109,21
2020-06-16,"Central Virginia",Male,146,9,4
2020-06-16,Alleghany,"Not Reported",3,0,0
2020-06-16,Henrico,Male,1028,125,67
2020-06-16,"Thomas Jefferson",Male,339,38,10
2020-06-16,"Lord Fairfax",Male,834,77,31
2020-06-16,"Three Rivers",Male,399,16,3
2020-06-16,Richmond,"Not Reported",47,2,2
2020-06-16,Pittsylvania-Danville,Male,60,16,1
2020-06-16,Portsmouth,"Not Reported",3,0,0
2020-06-16,Norfolk,"Not Reported",1,0,0
2020-06-16,Chesapeake,Male,301,52,9
2020-06-16,Chickahominy,Female,316,49,16
2020-06-16,"Prince William",Male,4165,415,83
2020-06-16,"Eastern Shore","Not Reported",7,0,0
2020-06-16,"Eastern Shore",Male,627,49,19
2020-06-16,"Rappahannock Rapidan",Male,687,62,11
2020-06-16,Henrico,"Not Reported",10,0,1
2020-06-16,"Cumberland Plateau",Female,19,1,0
2020-06-16,"West Piedmont",Male,167,19,3
2020-06-16,Hampton,"Not Reported",2,0,0
2020-06-16,Alexandria,"Not Reported",9,0,0
2020-06-16,"Western Tidewater","Not Reported",2,0,0
2020-06-16,"Cumberland Plateau","Not Reported",0,0,0
2020-06-16,"Virginia Beach",Male,425,60,16
2020-06-16,Alleghany,Female,146,10,9
2020-06-16,Lenowisco,Female,22,8,1
2020-06-16,"Virginia Beach","Not Reported",7,0,0
2020-06-16,"Western Tidewater",Female,349,29,19
2020-06-16,"Mount Rogers",Male,253,43,13
2020-06-16,"Lord Fairfax",Female,901,71,31
2020-06-16,Piedmont,"Not Reported",1,0,0
2020-06-16,Alexandria,Male,1053,124,22
2020-06-16,Pittsylvania-Danville,"Not Reported",1,0,0
2020-06-16,"West Piedmont","Not Reported",5,0,0
2020-06-16,Loudoun,Female,1729,98,44
2020-06-16,Hampton,Female,132,14,2
2020-06-16,Henrico,Female,1273,115,69
2020-06-16,"Prince William","Not Reported",90,1,0
2020-06-16,Chickahominy,Male,247,52,19
2020-06-16,"Rappahannock Rapidan","Not Reported",33,2,1
2020-06-16,Peninsula,Female,421,61,21
2020-06-16,Lenowisco,"Not Reported",0,0,0
2020-06-16,Crater,"Not Reported",16,3,0
2020-06-16,Chickahominy,"Not Reported",7,1,0
2020-06-16,Portsmouth,Male,201,25,6
2020-06-16,"New River",Female,75,7,0
2020-06-16,Rappahannock,Female,1139,82,9
2020-06-16,"Central Virginia",Female,134,8,0
2020-06-16,Roanoke,"Not Reported",6,0,0
2020-06-16,"West Piedmont",Female,169,14,2
2020-06-16,"Mount Rogers",Female,317,20,9
2020-06-16,Piedmont,Male,660,39,4
2020-06-16,Chesterfield,Female,1199,60,26
2020-06-16,Fairfax,Male,6435,852,217
2020-06-16,Crater,Male,729,46,7
2020-06-16,"Central Virginia","Not Reported",0,0,0
2020-06-16,"Prince William",Female,4071,337,64
2020-06-16,"Virginia Beach",Female,477,50,11
2020-06-16,Norfolk,Female,335,42,1
2020-06-16,"Three Rivers",Female,169,30,7
2020-06-16,Arlington,Male,1189,223,66
2020-06-16,"Central Shenandoah",Female,965,77,17
2020-06-16,Southside,Female,208,23,16
