"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-31,Norfolk,0-9,9,0,0
2020-05-31,"Cumberland Plateau",40-49,6,0,0
2020-05-31,"Eastern Shore",10-19,49,0,0
2020-05-31,"Mount Rogers",10-19,27,0,0
2020-05-31,"Rappahannock Rapidan",0-9,55,1,0
2020-05-31,"Three Rivers",0-9,9,1,0
2020-05-31,Henrico,40-49,257,17,2
2020-05-31,Alexandria,50-59,257,38,9
2020-05-31,Arlington,0-9,37,2,0
2020-05-31,Chickahominy,Missing,7,0,0
2020-05-31,"New River",20-29,27,0,0
2020-05-31,"Virginia Beach",20-29,104,2,0
2020-05-31,Chesapeake,50-59,90,16,1
2020-05-31,Alleghany,80+,25,7,6
2020-05-31,Fairfax,10-19,586,14,0
2020-05-31,Chesapeake,60-69,72,19,4
2020-05-31,"West Piedmont",Missing,1,0,0
2020-05-31,Peninsula,80+,46,23,15
2020-05-31,Crater,40-49,112,11,1
2020-05-31,Chesapeake,40-49,82,12,0
2020-05-31,"Thomas Jefferson",20-29,67,0,0
2020-05-31,"Lord Fairfax",20-29,230,3,0
2020-05-31,Norfolk,20-29,108,1,0
2020-05-31,Arlington,30-39,378,40,0
2020-05-31,"West Piedmont",60-69,26,1,0
2020-05-31,Henrico,50-59,235,26,7
2020-05-31,"West Piedmont",50-59,45,5,1
2020-05-31,"Cumberland Plateau",20-29,1,0,0
2020-05-31,Alexandria,70-79,90,33,13
2020-05-31,Portsmouth,20-29,55,2,0
2020-05-31,"Western Tidewater",30-39,69,4,0
2020-05-31,"Central Shenandoah",0-9,39,0,0
2020-05-31,Henrico,80+,285,60,65
2020-05-31,Alexandria,0-9,111,1,0
2020-05-31,Pittsylvania-Danville,40-49,21,5,0
2020-05-31,Henrico,20-29,223,10,0
2020-05-31,Roanoke,60-69,10,1,0
2020-05-31,Peninsula,30-39,80,6,1
2020-05-31,Alleghany,60-69,27,6,1
2020-05-31,"Prince William",70-79,215,58,31
2020-05-31,Norfolk,60-69,46,16,1
2020-05-31,Southside,40-49,20,5,0
2020-05-31,Chesterfield,30-39,311,2,0
2020-05-31,Loudoun,70-79,102,30,10
2020-05-31,"Central Virginia",40-49,35,0,0
2020-05-31,"New River",Missing,0,0,0
2020-05-31,Chickahominy,20-29,57,0,0
2020-05-31,"New River",0-9,3,0,0
2020-05-31,"Cumberland Plateau",0-9,0,0,0
2020-05-31,"Three Rivers",70-79,24,5,4
2020-05-31,"Rappahannock Rapidan",40-49,234,14,1
2020-05-31,Hampton,0-9,8,0,0
2020-05-31,Piedmont,50-59,149,12,0
2020-05-31,Rappahannock,20-29,267,9,0
2020-05-31,"West Piedmont",20-29,26,0,0
2020-05-31,Arlington,70-79,156,64,29
2020-05-31,Chickahominy,50-59,88,16,0
2020-05-31,Alleghany,40-49,23,0,0
2020-05-31,"Prince William",50-59,1113,130,7
2020-05-31,"Mount Rogers",0-9,18,1,0
2020-05-31,"Eastern Shore",0-9,11,1,0
2020-05-31,"Thomas Jefferson",60-69,55,16,2
2020-05-31,Pittsylvania-Danville,70-79,13,8,0
2020-05-31,Chesterfield,80+,109,19,29
2020-05-31,Richmond,0-9,39,2,0
2020-05-31,Chesapeake,80+,36,12,8
2020-05-31,Peninsula,40-49,74,5,1
2020-05-31,Henrico,0-9,60,1,0
2020-05-31,Lenowisco,80+,0,0,0
2020-05-31,Piedmont,60-69,107,13,2
2020-05-31,Henrico,10-19,67,2,0
2020-05-31,"Mount Rogers",30-39,66,4,0
2020-05-31,"Eastern Shore",30-39,203,6,0
2020-05-31,Chesterfield,0-9,39,0,0
2020-05-31,"Central Shenandoah",10-19,83,1,0
2020-05-31,Crater,0-9,13,1,0
2020-05-31,Fairfax,70-79,566,196,81
2020-05-31,Rappahannock,80+,24,14,3
2020-05-31,Alexandria,10-19,133,2,0
2020-05-31,Portsmouth,40-49,47,4,0
2020-05-31,"Three Rivers",50-59,74,5,0
2020-05-31,Alleghany,Missing,0,0,0
2020-05-31,Alexandria,30-39,458,23,0
2020-05-31,Southside,Missing,0,0,0
2020-05-31,Portsmouth,60-69,33,10,4
2020-05-31,Roanoke,30-39,30,0,0
2020-05-31,"Three Rivers",60-69,67,10,0
2020-05-31,Fairfax,50-59,1795,230,24
2020-05-31,Portsmouth,50-59,53,12,1
2020-05-31,Chickahominy,80+,76,26,20
2020-05-31,"Rappahannock Rapidan",50-59,166,20,1
