DEPUTIES TESTED,71
DEPUTY NEGATIVE RESULTS,19
DEPUTY POSITIVE RESULTS,2
DEPUTY RESULTS PENDING,50
DEPUTIES CLEARED*,2
TOTAL DEPUTIES,408
