"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-31,Southside,"Not Reported",3,0,0
2020-05-31,Chesapeake,Female,298,45,7
2020-05-31,Richmond,Female,622,63,5
2020-05-31,Roanoke,Male,66,5,2
2020-05-31,Fairfax,"Not Reported",106,4,7
2020-05-31,"Thomas Jefferson",Female,285,38,9
2020-05-31,Chesapeake,"Not Reported",0,0,0
2020-05-31,"Cumberland Plateau",Male,16,1,0
2020-05-31,"Eastern Shore",Female,582,37,18
2020-05-31,"Lord Fairfax","Not Reported",12,0,0
2020-05-31,Rappahannock,"Not Reported",12,3,0
2020-05-31,"Central Shenandoah","Not Reported",5,0,0
2020-05-31,Peninsula,Male,279,62,12
2020-05-31,Norfolk,Male,254,33,5
2020-05-31,Alexandria,Female,1010,82,23
2020-05-31,Lenowisco,Male,22,8,3
2020-05-31,Pittsylvania-Danville,Female,55,16,2
2020-05-31,"New River","Not Reported",1,0,0
2020-05-31,Chesterfield,"Not Reported",48,0,1
2020-05-31,Loudoun,Male,1268,88,27
2020-05-31,"Rappahannock Rapidan",Female,553,28,5
2020-05-31,Piedmont,Female,175,18,2
2020-05-31,Richmond,Male,668,86,17
2020-05-31,Crater,Female,360,52,14
2020-05-31,Portsmouth,Female,143,24,5
2020-05-31,Arlington,"Not Reported",9,1,0
2020-05-31,"Mount Rogers","Not Reported",2,0,0
2020-05-31,"Thomas Jefferson","Not Reported",1,0,0
2020-05-31,"Three Rivers","Not Reported",4,0,0
2020-05-31,Hampton,Male,94,19,2
2020-05-31,Alleghany,Male,85,15,6
2020-05-31,Roanoke,Female,94,4,7
2020-05-31,Loudoun,"Not Reported",15,0,4
2020-05-31,Fairfax,Female,5597,573,194
2020-05-31,"Western Tidewater",Male,315,46,22
2020-05-31,Peninsula,"Not Reported",3,0,0
2020-05-31,"New River",Male,53,9,1
2020-05-31,"Central Shenandoah",Male,722,58,15
2020-05-31,Southside,Male,88,18,8
2020-05-31,Chesterfield,Male,787,45,25
2020-05-31,Arlington,Female,1049,169,56
2020-05-31,Rappahannock,Male,755,89,13
2020-05-31,"Central Virginia",Male,117,9,4
2020-05-31,Alleghany,"Not Reported",1,0,0
2020-05-31,Henrico,Male,786,105,65
2020-05-31,"Thomas Jefferson",Male,239,32,10
2020-05-31,"Lord Fairfax",Male,633,59,25
2020-05-31,"Three Rivers",Male,360,15,1
2020-05-31,Richmond,"Not Reported",26,2,2
2020-05-31,Pittsylvania-Danville,Male,43,11,1
2020-05-31,Portsmouth,"Not Reported",3,0,0
2020-05-31,Norfolk,"Not Reported",0,0,0
2020-05-31,Chesapeake,Male,223,42,8
2020-05-31,Chickahominy,Female,271,43,15
2020-05-31,"Prince William",Male,3484,305,62
2020-05-31,"Eastern Shore","Not Reported",3,0,0
2020-05-31,"Eastern Shore",Male,561,39,17
2020-05-31,"Rappahannock Rapidan",Male,581,51,9
2020-05-31,Henrico,"Not Reported",8,0,2
2020-05-31,"Cumberland Plateau",Female,19,1,0
2020-05-31,"West Piedmont",Male,96,12,3
2020-05-31,Hampton,"Not Reported",2,0,0
2020-05-31,Alexandria,"Not Reported",12,0,0
2020-05-31,"Western Tidewater","Not Reported",3,0,0
2020-05-31,"Cumberland Plateau","Not Reported",0,0,0
2020-05-31,"Virginia Beach",Male,318,51,14
2020-05-31,Alleghany,Female,114,9,10
2020-05-31,Lenowisco,Female,21,8,1
2020-05-31,"Virginia Beach","Not Reported",3,0,0
2020-05-31,"Western Tidewater",Female,314,25,17
2020-05-31,"Mount Rogers",Male,164,23,4
2020-05-31,"Lord Fairfax",Female,745,61,25
2020-05-31,Piedmont,"Not Reported",0,0,0
2020-05-31,Alexandria,Male,952,108,21
2020-05-31,Pittsylvania-Danville,"Not Reported",1,0,0
2020-05-31,"West Piedmont","Not Reported",2,0,0
2020-05-31,Loudoun,Female,1292,75,31
2020-05-31,Hampton,Female,111,11,1
2020-05-31,Henrico,Female,1026,98,66
2020-05-31,"Prince William","Not Reported",83,1,0
2020-05-31,Chickahominy,Male,210,42,17
2020-05-31,"Rappahannock Rapidan","Not Reported",28,1,0
2020-05-31,Peninsula,Female,322,53,20
2020-05-31,Lenowisco,"Not Reported",0,0,0
2020-05-31,Crater,"Not Reported",13,2,0
2020-05-31,Chickahominy,"Not Reported",7,0,0
2020-05-31,Portsmouth,Male,162,20,6
2020-05-31,"New River",Female,59,6,0
2020-05-31,Rappahannock,Female,801,62,4
2020-05-31,"Central Virginia",Female,96,7,0
2020-05-31,Roanoke,"Not Reported",0,0,0
2020-05-31,"West Piedmont",Female,101,7,2
2020-05-31,"Mount Rogers",Female,184,11,2
2020-05-31,Piedmont,Male,545,29,4
2020-05-31,Chesterfield,Female,843,43,26
2020-05-31,Fairfax,Male,5527,753,196
2020-05-31,Crater,Male,373,36,4
2020-05-31,"Central Virginia","Not Reported",0,0,0
2020-05-31,"Prince William",Female,3363,250,58
2020-05-31,"Virginia Beach",Female,387,43,9
2020-05-31,Norfolk,Female,249,36,1
2020-05-31,"Three Rivers",Female,154,23,7
2020-05-31,Arlington,Male,1058,202,59
2020-05-31,"Central Shenandoah",Female,811,62,15
2020-05-31,Southside,Female,181,20,14
