"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-08,Southside,"Not Reported",0,0,0
2020-05-08,Chesapeake,Female,182,37,4
2020-05-08,Richmond,Female,249,36,4
2020-05-08,Roanoke,Male,35,3,1
2020-05-08,Fairfax,"Not Reported",47,4,1
2020-05-08,"Thomas Jefferson",Female,195,34,5
2020-05-08,Chesapeake,"Not Reported",0,0,0
2020-05-08,"Cumberland Plateau",Male,13,1,0
2020-05-08,"Eastern Shore",Female,323,15,7
2020-05-08,"Lord Fairfax","Not Reported",5,0,0
2020-05-08,Rappahannock,"Not Reported",2,0,0
2020-05-08,"Central Shenandoah","Not Reported",8,0,0
2020-05-08,Peninsula,Male,191,57,10
2020-05-08,Norfolk,Male,143,24,4
2020-05-08,Alexandria,Female,570,58,15
2020-05-08,Lenowisco,Male,22,8,2
2020-05-08,Pittsylvania-Danville,Female,33,12,1
2020-05-08,"New River","Not Reported",1,0,0
2020-05-08,Chesterfield,"Not Reported",10,0,0
2020-05-08,Loudoun,Male,516,65,14
2020-05-08,"Rappahannock Rapidan",Female,219,15,3
2020-05-08,Piedmont,Female,93,10,1
2020-05-08,Richmond,Male,241,48,12
2020-05-08,Crater,Female,153,38,10
2020-05-08,Portsmouth,Female,89,20,4
2020-05-08,Arlington,"Not Reported",9,0,0
2020-05-08,"Mount Rogers","Not Reported",1,0,0
2020-05-08,"Thomas Jefferson","Not Reported",1,0,0
2020-05-08,"Three Rivers","Not Reported",0,0,0
2020-05-08,Hampton,Male,59,17,2
2020-05-08,Alleghany,Male,53,11,1
2020-05-08,Roanoke,Female,56,3,0
2020-05-08,Loudoun,"Not Reported",2,0,0
2020-05-08,Fairfax,Female,2642,381,115
2020-05-08,"Western Tidewater",Male,248,37,14
2020-05-08,Peninsula,"Not Reported",4,0,0
2020-05-08,"New River",Male,37,8,1
2020-05-08,"Central Shenandoah",Male,463,30,13
2020-05-08,Southside,Male,50,15,5
2020-05-08,Chesterfield,Male,369,37,17
2020-05-08,Arlington,Female,630,101,26
2020-05-08,Rappahannock,Male,347,64,9
2020-05-08,"Central Virginia",Male,85,7,2
2020-05-08,Alleghany,"Not Reported",0,0,0
2020-05-08,Henrico,Male,418,78,54
2020-05-08,"Thomas Jefferson",Male,141,27,8
2020-05-08,"Lord Fairfax",Male,284,26,6
2020-05-08,"Three Rivers",Male,223,13,1
2020-05-08,Richmond,"Not Reported",4,1,2
2020-05-08,Pittsylvania-Danville,Male,23,9,1
2020-05-08,Portsmouth,"Not Reported",1,0,0
2020-05-08,Norfolk,"Not Reported",0,0,0
2020-05-08,Chesapeake,Male,134,31,5
2020-05-08,Chickahominy,Female,180,34,11
2020-05-08,"Prince William",Male,1464,156,23
2020-05-08,"Eastern Shore","Not Reported",4,0,0
2020-05-08,"Eastern Shore",Male,285,16,5
2020-05-08,"Rappahannock Rapidan",Male,233,23,6
2020-05-08,Henrico,"Not Reported",3,0,1
2020-05-08,"Cumberland Plateau",Female,15,1,0
2020-05-08,"West Piedmont",Male,24,5,1
2020-05-08,Hampton,"Not Reported",1,0,0
2020-05-08,Alexandria,"Not Reported",4,0,0
2020-05-08,"Western Tidewater","Not Reported",1,0,0
2020-05-08,"Cumberland Plateau","Not Reported",0,0,0
2020-05-08,"Virginia Beach",Male,206,46,12
2020-05-08,Alleghany,Female,79,6,2
2020-05-08,Lenowisco,Female,19,6,1
2020-05-08,"Virginia Beach","Not Reported",2,0,0
2020-05-08,"Western Tidewater",Female,217,17,10
2020-05-08,"Mount Rogers",Male,67,10,4
2020-05-08,"Lord Fairfax",Female,375,29,11
2020-05-08,Piedmont,"Not Reported",0,0,0
2020-05-08,Alexandria,Male,536,71,14
2020-05-08,Pittsylvania-Danville,"Not Reported",0,0,0
2020-05-08,"West Piedmont","Not Reported",0,0,0
2020-05-08,Loudoun,Female,552,44,15
2020-05-08,Hampton,Female,75,11,1
2020-05-08,Henrico,Female,611,70,55
2020-05-08,"Prince William","Not Reported",37,0,0
2020-05-08,Chickahominy,Male,96,27,11
2020-05-08,"Rappahannock Rapidan","Not Reported",9,0,0
2020-05-08,Peninsula,Female,212,48,19
2020-05-08,Lenowisco,"Not Reported",0,0,0
2020-05-08,Crater,"Not Reported",2,2,0
2020-05-08,Chickahominy,"Not Reported",5,1,0
2020-05-08,Portsmouth,Male,104,17,4
2020-05-08,"New River",Female,42,4,0
2020-05-08,Rappahannock,Female,358,47,2
2020-05-08,"Central Virginia",Female,69,5,0
2020-05-08,Roanoke,"Not Reported",0,0,0
2020-05-08,"West Piedmont",Female,28,2,0
2020-05-08,"Mount Rogers",Female,65,6,0
2020-05-08,Piedmont,Male,257,18,3
2020-05-08,Chesterfield,Female,445,27,15
2020-05-08,Fairfax,Male,2725,511,118
2020-05-08,Crater,Male,113,23,4
2020-05-08,"Central Virginia","Not Reported",0,0,0
2020-05-08,"Prince William",Female,1442,151,27
2020-05-08,"Virginia Beach",Female,261,38,5
2020-05-08,Norfolk,Female,131,26,1
2020-05-08,"Three Rivers",Female,88,15,5
2020-05-08,Arlington,Male,642,126,31
2020-05-08,"Central Shenandoah",Female,536,27,10
2020-05-08,Southside,Female,98,12,5
