"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-08,Chesapeake,0-9,4,1,0
2020-05-08,Peninsula,50-59,72,15,2
2020-05-08,"Cumberland Plateau",Missing,0,0,0
2020-05-08,Peninsula,60-69,86,24,3
2020-05-08,"Lord Fairfax",30-39,92,6,0
2020-05-08,"Virginia Beach",Missing,6,0,0
2020-05-08,Arlington,40-49,194,28,2
2020-05-08,"West Piedmont",10-19,2,0,0
2020-05-08,Chickahominy,70-79,24,11,3
2020-05-08,Pittsylvania-Danville,20-29,7,0,0
2020-05-08,Loudoun,50-59,211,19,1
2020-05-08,Richmond,30-39,79,5,0
2020-05-08,"Thomas Jefferson",Missing,0,0,0
2020-05-08,"Rappahannock Rapidan",80+,12,7,4
2020-05-08,"Lord Fairfax",Missing,1,0,0
2020-05-08,"Cumberland Plateau",50-59,3,1,0
2020-05-08,Loudoun,Missing,1,0,0
2020-05-08,Southside,50-59,21,3,0
2020-05-08,Chesterfield,20-29,92,3,0
2020-05-08,Norfolk,70-79,15,11,1
2020-05-08,Alleghany,10-19,2,0,0
2020-05-08,Crater,80+,19,5,0
2020-05-08,Portsmouth,Missing,0,0,0
2020-05-08,"Western Tidewater",10-19,1,0,0
2020-05-08,Chesterfield,10-19,52,0,0
2020-05-08,Southside,60-69,22,7,1
2020-05-08,"Virginia Beach",0-9,2,0,0
2020-05-08,Lenowisco,50-59,13,5,0
2020-05-08,Chesapeake,70-79,29,15,0
2020-05-08,"Western Tidewater",80+,113,19,11
2020-05-08,"Thomas Jefferson",10-19,6,0,0
2020-05-08,Richmond,40-49,94,7,0
2020-05-08,"Lord Fairfax",50-59,131,6,1
2020-05-08,"Lord Fairfax",10-19,29,0,0
2020-05-08,"Rappahannock Rapidan",10-19,31,0,0
2020-05-08,Crater,50-59,48,13,1
2020-05-08,Arlington,Missing,1,0,0
2020-05-08,Roanoke,50-59,11,1,0
2020-05-08,Rappahannock,10-19,38,0,0
2020-05-08,Roanoke,10-19,0,0,0
2020-05-08,"Eastern Shore",Missing,0,0,0
2020-05-08,"Mount Rogers",Missing,0,0,0
2020-05-08,"Prince William",60-69,293,56,10
2020-05-08,Alleghany,70-79,13,3,1
2020-05-08,Crater,20-29,36,4,0
2020-05-08,Loudoun,60-69,98,18,1
2020-05-08,Fairfax,0-9,79,4,1
2020-05-08,Roanoke,Missing,0,0,0
2020-05-08,Alexandria,20-29,155,4,1
2020-05-08,Portsmouth,70-79,13,5,2
2020-05-08,Alleghany,30-39,11,0,0
2020-05-08,"Prince William",20-29,472,22,0
2020-05-08,Southside,70-79,22,8,4
2020-05-08,Piedmont,Missing,0,0,0
2020-05-08,Rappahannock,0-9,13,1,0
2020-05-08,Henrico,30-39,107,3,0
2020-05-08,"Prince William",10-19,134,3,0
2020-05-08,Chickahominy,10-19,5,0,0
2020-05-08,"Lord Fairfax",0-9,14,0,0
2020-05-08,"Central Virginia",Missing,0,0,0
2020-05-08,Fairfax,60-69,650,183,26
2020-05-08,Hampton,20-29,24,1,0
2020-05-08,"Central Shenandoah",40-49,177,2,0
2020-05-08,Pittsylvania-Danville,0-9,1,0,0
2020-05-08,Crater,30-39,37,1,0
2020-05-08,"Virginia Beach",70-79,48,22,4
2020-05-08,"Virginia Beach",30-39,70,6,0
2020-05-08,Piedmont,0-9,1,0,0
2020-05-08,"Central Shenandoah",30-39,154,4,0
2020-05-08,Hampton,50-59,30,8,1
2020-05-08,Peninsula,70-79,69,34,10
2020-05-08,Arlington,20-29,177,13,0
2020-05-08,"West Piedmont",70-79,7,4,1
2020-05-08,Richmond,20-29,83,5,0
2020-05-08,Roanoke,0-9,0,0,0
2020-05-08,Hampton,30-39,25,2,0
2020-05-08,"Thomas Jefferson",30-39,50,2,0
2020-05-08,"Western Tidewater",40-49,60,3,0
2020-05-08,Richmond,50-59,86,16,0
