"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-07,Southside,"Not Reported",0,0,0
2020-05-07,Chesapeake,Female,179,37,4
2020-05-07,Richmond,Female,239,33,3
2020-05-07,Roanoke,Male,35,3,1
2020-05-07,Fairfax,"Not Reported",48,5,1
2020-05-07,"Thomas Jefferson",Female,188,33,5
2020-05-07,Chesapeake,"Not Reported",0,0,0
2020-05-07,"Cumberland Plateau",Male,13,1,0
2020-05-07,"Eastern Shore",Female,323,15,6
2020-05-07,"Lord Fairfax","Not Reported",4,0,0
2020-05-07,Rappahannock,"Not Reported",3,0,0
2020-05-07,"Central Shenandoah","Not Reported",7,0,0
2020-05-07,Peninsula,Male,185,57,10
2020-05-07,Norfolk,Male,140,23,4
2020-05-07,Alexandria,Female,552,57,15
2020-05-07,Lenowisco,Male,22,8,1
2020-05-07,Pittsylvania-Danville,Female,33,11,1
2020-05-07,"New River","Not Reported",1,0,0
2020-05-07,Chesterfield,"Not Reported",9,0,0
2020-05-07,Loudoun,Male,501,64,13
2020-05-07,"Rappahannock Rapidan",Female,207,15,3
2020-05-07,Piedmont,Female,92,9,1
2020-05-07,Richmond,Male,231,47,12
2020-05-07,Crater,Female,153,38,10
2020-05-07,Portsmouth,Female,88,20,4
2020-05-07,Arlington,"Not Reported",9,0,0
2020-05-07,"Mount Rogers","Not Reported",1,0,0
2020-05-07,"Thomas Jefferson","Not Reported",1,0,0
2020-05-07,"Three Rivers","Not Reported",1,0,0
2020-05-07,Hampton,Male,57,17,2
2020-05-07,Alleghany,Male,53,10,1
2020-05-07,Roanoke,Female,53,3,0
2020-05-07,Loudoun,"Not Reported",2,0,0
2020-05-07,Fairfax,Female,2500,361,110
2020-05-07,"Western Tidewater",Male,246,36,14
2020-05-07,Peninsula,"Not Reported",1,0,0
2020-05-07,"New River",Male,36,8,1
2020-05-07,"Central Shenandoah",Male,445,30,12
2020-05-07,Southside,Male,49,15,5
2020-05-07,Chesterfield,Male,348,37,17
2020-05-07,Arlington,Female,618,98,22
2020-05-07,Rappahannock,Male,337,62,9
2020-05-07,"Central Virginia",Male,85,6,2
2020-05-07,Alleghany,"Not Reported",0,0,0
2020-05-07,Henrico,Male,414,77,54
2020-05-07,"Thomas Jefferson",Male,139,27,8
2020-05-07,"Lord Fairfax",Male,268,25,6
2020-05-07,"Three Rivers",Male,221,11,1
2020-05-07,Richmond,"Not Reported",3,1,2
2020-05-07,Pittsylvania-Danville,Male,22,9,1
2020-05-07,Portsmouth,"Not Reported",1,0,0
2020-05-07,Norfolk,"Not Reported",0,0,0
2020-05-07,Chesapeake,Male,132,31,5
2020-05-07,Chickahominy,Female,181,34,11
2020-05-07,"Prince William",Male,1416,151,20
2020-05-07,"Eastern Shore","Not Reported",4,0,0
2020-05-07,"Eastern Shore",Male,285,14,4
2020-05-07,"Rappahannock Rapidan",Male,218,21,6
2020-05-07,Henrico,"Not Reported",3,0,1
2020-05-07,"Cumberland Plateau",Female,15,1,0
2020-05-07,"West Piedmont",Male,22,5,1
2020-05-07,Hampton,"Not Reported",1,0,0
2020-05-07,Alexandria,"Not Reported",2,0,0
2020-05-07,"Western Tidewater","Not Reported",1,0,0
2020-05-07,"Cumberland Plateau","Not Reported",0,0,0
2020-05-07,"Virginia Beach",Male,202,46,12
2020-05-07,Alleghany,Female,76,6,2
2020-05-07,Lenowisco,Female,19,6,1
2020-05-07,"Virginia Beach","Not Reported",2,0,0
2020-05-07,"Western Tidewater",Female,215,17,10
2020-05-07,"Mount Rogers",Male,67,10,4
2020-05-07,"Lord Fairfax",Female,362,29,9
2020-05-07,Piedmont,"Not Reported",0,0,0
2020-05-07,Alexandria,Male,506,70,14
2020-05-07,Pittsylvania-Danville,"Not Reported",0,0,0
2020-05-07,"West Piedmont","Not Reported",0,0,0
2020-05-07,Loudoun,Female,540,41,13
2020-05-07,Hampton,Female,73,11,1
2020-05-07,Henrico,Female,608,69,54
2020-05-07,"Prince William","Not Reported",33,0,0
2020-05-07,Chickahominy,Male,92,27,11
2020-05-07,"Rappahannock Rapidan","Not Reported",9,0,0
2020-05-07,Peninsula,Female,205,48,18
2020-05-07,Lenowisco,"Not Reported",0,0,0
2020-05-07,Crater,"Not Reported",2,2,0
2020-05-07,Chickahominy,"Not Reported",5,1,0
2020-05-07,Portsmouth,Male,104,17,4
2020-05-07,"New River",Female,43,4,0
2020-05-07,Rappahannock,Female,350,45,2
2020-05-07,"Central Virginia",Female,69,5,0
2020-05-07,Roanoke,"Not Reported",0,0,0
2020-05-07,"West Piedmont",Female,28,2,0
2020-05-07,"Mount Rogers",Female,62,6,0
2020-05-07,Piedmont,Male,254,17,2
2020-05-07,Chesterfield,Female,431,24,15
2020-05-07,Fairfax,Male,2568,480,107
2020-05-07,Crater,Male,113,23,4
2020-05-07,"Central Virginia","Not Reported",0,0,0
2020-05-07,"Prince William",Female,1387,146,22
2020-05-07,"Virginia Beach",Female,250,37,5
2020-05-07,Norfolk,Female,130,25,1
2020-05-07,"Three Rivers",Female,84,14,4
2020-05-07,Arlington,Male,621,124,30
2020-05-07,"Central Shenandoah",Female,522,26,10
2020-05-07,Southside,Female,95,11,5
