"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-24,Southside,"Not Reported",3,0,0
2020-05-24,Chesapeake,Female,246,43,6
2020-05-24,Richmond,Female,487,52,4
2020-05-24,Roanoke,Male,59,4,2
2020-05-24,Fairfax,"Not Reported",68,4,1
2020-05-24,"Thomas Jefferson",Female,229,37,9
2020-05-24,Chesapeake,"Not Reported",0,0,0
2020-05-24,"Cumberland Plateau",Male,14,1,0
2020-05-24,"Eastern Shore",Female,494,27,13
2020-05-24,"Lord Fairfax","Not Reported",9,0,0
2020-05-24,Rappahannock,"Not Reported",10,1,0
2020-05-24,"Central Shenandoah","Not Reported",4,0,0
2020-05-24,Peninsula,Male,258,60,12
2020-05-24,Norfolk,Male,204,30,5
2020-05-24,Alexandria,Female,884,76,20
2020-05-24,Lenowisco,Male,22,8,3
2020-05-24,Pittsylvania-Danville,Female,47,14,2
2020-05-24,"New River","Not Reported",1,0,0
2020-05-24,Chesterfield,"Not Reported",31,0,0
2020-05-24,Loudoun,Male,908,81,24
2020-05-24,"Rappahannock Rapidan",Female,470,26,4
2020-05-24,Piedmont,Female,136,16,1
2020-05-24,Richmond,Male,510,76,13
2020-05-24,Crater,Female,240,47,10
2020-05-24,Portsmouth,Female,124,22,5
2020-05-24,Arlington,"Not Reported",9,1,0
2020-05-24,"Mount Rogers","Not Reported",1,0,0
2020-05-24,"Thomas Jefferson","Not Reported",1,0,0
2020-05-24,"Three Rivers","Not Reported",3,0,0
2020-05-24,Hampton,Male,76,19,2
2020-05-24,Alleghany,Male,72,15,5
2020-05-24,Roanoke,Female,81,3,7
2020-05-24,Loudoun,"Not Reported",4,0,0
2020-05-24,Fairfax,Female,4498,526,162
2020-05-24,"Western Tidewater",Male,299,44,21
2020-05-24,Peninsula,"Not Reported",3,0,0
2020-05-24,"New River",Male,43,8,1
2020-05-24,"Central Shenandoah",Male,643,51,15
2020-05-24,Southside,Male,83,18,8
2020-05-24,Chesterfield,Male,604,42,19
2020-05-24,Arlington,Female,911,167,51
2020-05-24,Rappahannock,Male,572,79,11
2020-05-24,"Central Virginia",Male,102,9,4
2020-05-24,Alleghany,"Not Reported",1,0,0
2020-05-24,Henrico,Male,608,91,57
2020-05-24,"Thomas Jefferson",Male,186,31,10
2020-05-24,"Lord Fairfax",Male,502,48,22
2020-05-24,"Three Rivers",Male,336,13,1
2020-05-24,Richmond,"Not Reported",15,2,2
2020-05-24,Pittsylvania-Danville,Male,31,11,1
2020-05-24,Portsmouth,"Not Reported",2,0,0
2020-05-24,Norfolk,"Not Reported",0,0,0
2020-05-24,Chesapeake,Male,187,39,7
2020-05-24,Chickahominy,Female,233,38,13
2020-05-24,"Prince William",Male,2787,273,45
2020-05-24,"Eastern Shore","Not Reported",3,0,0
2020-05-24,"Eastern Shore",Male,443,33,14
2020-05-24,"Rappahannock Rapidan",Male,506,45,7
2020-05-24,Henrico,"Not Reported",2,0,0
2020-05-24,"Cumberland Plateau",Female,18,1,0
2020-05-24,"West Piedmont",Male,64,10,2
2020-05-24,Hampton,"Not Reported",2,0,0
2020-05-24,Alexandria,"Not Reported",5,0,0
2020-05-24,"Western Tidewater","Not Reported",3,0,0
2020-05-24,"Cumberland Plateau","Not Reported",0,0,0
2020-05-24,"Virginia Beach",Male,268,51,12
2020-05-24,Alleghany,Female,101,9,9
2020-05-24,Lenowisco,Female,20,7,1
2020-05-24,"Virginia Beach","Not Reported",2,0,0
2020-05-24,"Western Tidewater",Female,298,20,14
2020-05-24,"Mount Rogers",Male,133,14,4
2020-05-24,"Lord Fairfax",Female,586,53,21
2020-05-24,Piedmont,"Not Reported",0,0,0
2020-05-24,Alexandria,Male,844,99,18
2020-05-24,Pittsylvania-Danville,"Not Reported",0,0,0
2020-05-24,"West Piedmont","Not Reported",1,0,0
2020-05-24,Loudoun,Female,909,69,28
2020-05-24,Hampton,Female,96,11,1
2020-05-24,Henrico,Female,836,85,61
2020-05-24,"Prince William","Not Reported",43,1,0
2020-05-24,Chickahominy,Male,160,39,13
2020-05-24,"Rappahannock Rapidan","Not Reported",24,1,0
2020-05-24,Peninsula,Female,290,53,20
2020-05-24,Lenowisco,"Not Reported",0,0,0
2020-05-24,Crater,"Not Reported",6,2,0
2020-05-24,Chickahominy,"Not Reported",3,0,0
2020-05-24,Portsmouth,Male,136,18,6
2020-05-24,"New River",Female,50,5,0
2020-05-24,Rappahannock,Female,619,55,4
2020-05-24,"Central Virginia",Female,80,6,0
2020-05-24,Roanoke,"Not Reported",0,0,0
2020-05-24,"West Piedmont",Female,72,5,2
2020-05-24,"Mount Rogers",Female,141,6,2
2020-05-24,Piedmont,Male,507,27,4
2020-05-24,Chesterfield,Female,670,33,18
2020-05-24,Fairfax,Male,4522,680,172
2020-05-24,Crater,Male,249,33,4
2020-05-24,"Central Virginia","Not Reported",0,0,0
2020-05-24,"Prince William",Female,2683,227,50
2020-05-24,"Virginia Beach",Female,333,39,7
2020-05-24,Norfolk,Female,195,31,1
2020-05-24,"Three Rivers",Female,133,20,5
2020-05-24,Arlington,Male,953,196,47
2020-05-24,"Central Shenandoah",Female,720,58,13
2020-05-24,Southside,Female,164,19,13
,Southside,Female,164,19,13
,,,,,
