Date,Total COVID-19 Patients,ICU Patients,Vent Patients,PPE,Capacity,Surge Capacity,Beds Occupied
6/13/2020,959,295,142,0,16476,19771.2,12545
6/8/2020,1173,308,160,0,16476,19771.2,12049
4/20/2020,1296,396,237,6,16476,19771.2,10515
5/9/2020,1593,367,198,0,16476,19771.2,11778
4/26/2020,1436,387,217,2,16476,19771.2,11156
5/22/2020,1459,366,207,0,16476,19771.2,12287
6/7/2020,1186,316,165,0,16476,19771.2,12102
4/30/2020,1550,372,208,2,16476,19771.2,11377
4/18/2020,1307,398,230,6,16476,19771.2,10379
5/10/2020,1555,351,187,0,16476,19771.2,11790
5/27/2020,1459,390,203,0,16476,19771.2,12176
4/22/2020,1374,419,244,3,16476,19771.2,10957
5/20/2020,1536,370,202,0,16476,19771.2,12212
6/12/2020,1026,297,143,0,16476,19771.2,12684
6/10/2020,1155,296,139,2,16476,19771.2,12594
5/24/2020,1351,354,192,0,16476,19771.2,11904
6/11/2020,1069,273,138,0,16476,19771.2,12642
5/28/2020,1502,416,195,0,16476,19771.2,12396
4/14/2020,1282,422,276,7,16476,19771.2,10485
5/7/2020,1613,371,203,0,16476,19771.2,11793
4/25/2020,1405,357,223,3,16476,19771.2,11123
4/17/2020,1308,400,224,6,16476,19771.2,10889
5/12/2020,1529,364,201,0,16476,19771.2,11692
5/5/2020,1496,361,189,0,16476,19771.2,11750
4/16/2020,1337,427,238,6,16476,19771.2,10933
5/8/2020,1625,378,199,0,16476,19771.2,11841
6/14/2020,958,334,155,0,16476,19771.2,12330
6/1/2020,1371,347,188,0,16476,19771.2,12056
5/11/2020,1504,362,194,0,16476,19771.2,11829
5/18/2020,1502,361,194,0,16476,19771.2,12087
5/13/2020,1526,374,202,0,16476,19771.2,11930
5/4/2020,1463,348,192,0,16476,19771.2,11459
5/19/2020,1497,377,199,0,16476,19771.2,12065
6/5/2020,1205,320,161,0,16476,19771.2,12233
5/25/2020,1376,349,182,0,16476,19771.2,11968
5/30/2020,1471,372,194,0,16476,19771.2,12146
5/26/2020,1403,366,190,0,16476,19771.2,11960
5/6/2020,1594,396,192,0,16476,19771.2,11715
5/16/2020,1505,381,189,0,16476,19771.2,11999
5/31/2020,1458,371,196,0,16476,19771.2,11684
5/2/2020,1426,375,202,1,16476,19771.2,11406
6/9/2020,1169,311,155,0,16476,19771.2,12137
6/3/2020,1311,313,185,0,16476,19771.2,12314
4/28/2020,1508,376,217,2,16476,19771.2,11299
6/15/2020,902,269,130,0,16476,19771.2,11957
6/2/2020,1362,336,186,0,16476,19771.2,11933
5/3/2020,1413,385,193,0,16476,19771.2,11289
6/4/2020,1266,321,171,0,16476,19771.2,12324
5/21/2020,1491,351,191,0,16476,19771.2,12226
4/24/2020,1399,379,220,4,16476,19771.2,10991
5/14/2020,1533,355,201,0,16476,19771.2,12116
4/19/2020,1319,388,231,6,16476,19771.2,10623
4/21/2020,1331,403,251,4,16476,19771.2,11011
4/23/2020,1379,400,249,3,16476,19771.2,11149
4/29/2020,1566,387,222,1,16476,19771.2,11324
4/15/2020,1298,394,234,6,16476,19771.2,10859
5/29/2020,1524,373,193,0,16476,19771.2,12369
5/1/2020,1431,366,193,2,16476,19771.2,11295
5/23/2020,1384,330,213,0,16476,19771.2,12191
5/17/2020,1524,379,195,0,16476,19771.2,11926
6/6/2020,1171,324,169,0,16476,19771.2,12280
5/15/2020,1511,362,195,0,16476,19771.2,12148
4/27/2020,1455,389,217,2,16476,19771.2,11043
