"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-18,Norfolk,0-9,4,0,0
2020-05-18,"Cumberland Plateau",40-49,4,0,0
2020-05-18,"Eastern Shore",10-19,37,0,0
2020-05-18,"Mount Rogers",10-19,16,0,0
2020-05-18,"Rappahannock Rapidan",0-9,25,1,0
2020-05-18,"Three Rivers",0-9,2,0,0
2020-05-18,Henrico,40-49,177,14,0
2020-05-18,Alexandria,50-59,199,32,7
2020-05-18,Arlington,0-9,26,2,0
2020-05-18,Chickahominy,Missing,5,0,0
2020-05-18,"New River",20-29,21,0,0
2020-05-18,"Virginia Beach",20-29,70,1,0
2020-05-18,Chesapeake,50-59,76,16,1
2020-05-18,Alleghany,80+,21,7,3
2020-05-18,Fairfax,10-19,320,12,0
2020-05-18,Chesapeake,60-69,51,16,3
2020-05-18,"West Piedmont",Missing,0,0,0
2020-05-18,Peninsula,80+,43,23,14
2020-05-18,Crater,40-49,69,11,1
2020-05-18,Chesapeake,40-49,61,10,0
2020-05-18,"Thomas Jefferson",20-29,50,0,0
2020-05-18,"Lord Fairfax",20-29,135,0,0
2020-05-18,Norfolk,20-29,75,1,0
2020-05-18,Arlington,30-39,302,36,0
2020-05-18,"West Piedmont",60-69,15,1,0
2020-05-18,Henrico,50-59,175,22,5
2020-05-18,"West Piedmont",50-59,22,2,0
2020-05-18,"Cumberland Plateau",20-29,1,0,0
2020-05-18,Alexandria,70-79,79,30,9
2020-05-18,Portsmouth,20-29,31,2,0
2020-05-18,"Western Tidewater",30-39,44,1,0
2020-05-18,"Central Shenandoah",0-9,26,0,0
2020-05-18,Henrico,80+,239,53,57
2020-05-18,Alexandria,0-9,70,2,0
2020-05-18,Pittsylvania-Danville,40-49,12,4,0
2020-05-18,Henrico,20-29,125,7,0
2020-05-18,Roanoke,60-69,10,1,0
2020-05-18,Peninsula,30-39,59,6,1
2020-05-18,Alleghany,60-69,25,6,0
2020-05-18,"Prince William",70-79,152,47,23
2020-05-18,Norfolk,60-69,36,13,1
2020-05-18,Southside,40-49,18,3,0
2020-05-18,Chesterfield,30-39,209,1,0
2020-05-18,Loudoun,70-79,76,27,8
2020-05-18,"Central Virginia",40-49,24,1,0
2020-05-18,"New River",Missing,0,0,0
2020-05-18,Chickahominy,20-29,42,0,0
2020-05-18,"New River",0-9,2,0,0
2020-05-18,"Cumberland Plateau",0-9,0,0,0
2020-05-18,"Three Rivers",70-79,22,4,2
2020-05-18,"Rappahannock Rapidan",40-49,149,9,1
2020-05-18,Hampton,0-9,6,0,0
2020-05-18,Piedmont,50-59,123,9,0
2020-05-18,Rappahannock,20-29,177,7,0
2020-05-18,"West Piedmont",20-29,9,0,0
2020-05-18,Arlington,70-79,131,56,19
2020-05-18,Chickahominy,50-59,69,14,0
2020-05-18,Alleghany,40-49,19,0,0
2020-05-18,"Prince William",50-59,790,103,4
2020-05-18,"Mount Rogers",0-9,16,1,0
2020-05-18,"Eastern Shore",0-9,10,0,0
2020-05-18,"Thomas Jefferson",60-69,48,13,2
2020-05-18,Pittsylvania-Danville,70-79,10,7,0
2020-05-18,Chesterfield,80+,95,13,19
2020-05-18,Richmond,0-9,22,2,0
2020-05-18,Chesapeake,80+,32,12,5
2020-05-18,Peninsula,40-49,60,4,1
2020-05-18,Henrico,0-9,36,0,0
2020-05-18,Lenowisco,80+,0,0,0
2020-05-18,Piedmont,60-69,91,10,2
2020-05-18,"West Piedmont",0-9,0,0,0
2020-05-18,"Rappahannock Rapidan",70-79,23,5,4
2020-05-18,"Central Shenandoah",70-79,72,19,9
2020-05-18,Chesapeake,30-39,69,3,0
2020-05-18,Chickahominy,0-9,5,0,0
2020-05-18,"Prince William",0-9,116,2,0
2020-05-18,"Eastern Shore",50-59,194,8,5
2020-05-18,"Mount Rogers",50-59,39,2,0
2020-05-18,Loudoun,10-19,67,0,0
2020-05-18,Southside,80+,55,6,7
2020-05-18,"Central Virginia",80+,5,2,0
2020-05-18,Rappahannock,Missing,8,0,0
2020-05-18,"Rappahannock Rapidan",30-39,160,10,1
2020-05-18,"New River",50-59,15,2,0
2020-05-18,Richmond,80+,23,10,7
2020-05-18,"Mount Rogers",20-29,37,0,0
2020-05-18,"Eastern Shore",20-29,124,2,0
2020-05-18,Hampton,10-19,7,0,0
2020-05-18,Portsmouth,0-9,1,1,0
2020-05-18,Crater,70-79,45,16,4
2020-05-18,Chesterfield,40-49,205,7,2
2020-05-18,Alexandria,Missing,4,0,0
2020-05-18,Southside,30-39,17,0,0
2020-05-18,"Prince William",Missing,53,0,0
2020-05-18,Hampton,60-69,23,9,1
2020-05-18,Fairfax,20-29,1127,51,1
2020-05-18,"Thomas Jefferson",0-9,5,1,0
2020-05-18,Lenowisco,40-49,5,2,0
2020-05-18,"Central Virginia",10-19,12,1,0
2020-05-18,Lenowisco,70-79,4,3,1
2020-05-18,"Virginia Beach",0-9,4,0,0
2020-05-18,Lenowisco,50-59,13,5,0
2020-05-18,Chesapeake,70-79,35,17,1
2020-05-18,"Western Tidewater",80+,128,21,14
2020-05-18,"Thomas Jefferson",10-19,10,0,0
2020-05-18,Richmond,40-49,157,12,0
2020-05-18,"Lord Fairfax",50-59,177,8,1
2020-05-18,"Lord Fairfax",10-19,41,0,0
2020-05-18,"Rappahannock Rapidan",10-19,48,0,0
2020-05-18,Crater,50-59,69,15,1
2020-05-18,Arlington,Missing,2,0,0
2020-05-18,Roanoke,50-59,14,1,0
2020-05-18,Rappahannock,10-19,76,1,0
2020-05-18,Roanoke,10-19,1,0,0
2020-05-18,"Eastern Shore",Missing,0,0,0
2020-05-18,"Mount Rogers",Missing,0,0,0
2020-05-18,"Prince William",60-69,429,69,13
2020-05-18,Alleghany,70-79,19,3,3
2020-05-18,Crater,20-29,52,5,0
2020-05-18,Loudoun,60-69,124,22,3
2020-05-18,Fairfax,0-9,163,7,0
2020-05-18,Roanoke,Missing,3,0,0
2020-05-18,Alexandria,20-29,220,5,1
2020-05-18,Portsmouth,70-79,16,5,3
2020-05-18,Alleghany,30-39,14,2,0
2020-05-18,"Prince William",20-29,770,29,0
2020-05-18,Southside,70-79,32,9,7
2020-05-18,Piedmont,Missing,0,0,0
2020-05-18,Rappahannock,0-9,26,1,0
2020-05-18,Henrico,30-39,154,6,0
2020-05-18,"Prince William",10-19,260,3,0
2020-05-18,Chickahominy,10-19,9,0,0
2020-05-18,"Lord Fairfax",0-9,15,0,0
2020-05-18,"Central Virginia",Missing,0,0,0
2020-05-18,Fairfax,60-69,897,214,35
2020-05-18,Henrico,10-19,31,1,0
2020-05-18,"Mount Rogers",30-39,49,3,0
2020-05-18,"Eastern Shore",30-39,153,4,0
2020-05-18,Chesterfield,0-9,12,0,0
2020-05-18,"Central Shenandoah",10-19,58,1,0
2020-05-18,Crater,0-9,5,1,0
2020-05-18,Fairfax,70-79,443,157,55
2020-05-18,Rappahannock,80+,17,10,3
2020-05-18,Alexandria,10-19,101,1,0
2020-05-18,Portsmouth,40-49,39,3,0
2020-05-18,"Three Rivers",50-59,59,3,0
2020-05-18,Alleghany,Missing,0,0,0
2020-05-18,Alexandria,30-39,351,20,0
2020-05-18,Southside,Missing,0,0,0
2020-05-18,Portsmouth,60-69,27,9,4
2020-05-18,Roanoke,30-39,22,0,0
2020-05-18,"Three Rivers",60-69,59,8,0
2020-05-18,Fairfax,50-59,1304,197,16
2020-05-18,Portsmouth,50-59,41,12,1
2020-05-18,Chickahominy,80+,63,24,17
2020-05-18,"Rappahannock Rapidan",50-59,104,13,0
2020-05-18,Fairfax,80+,568,207,177
2020-05-18,Hampton,Missing,0,0,0
2020-05-18,"Cumberland Plateau",80+,0,0,0
2020-05-18,Alleghany,50-59,35,4,0
2020-05-18,"Prince William",40-49,1006,84,2
2020-05-18,Fairfax,Missing,34,1,0
2020-05-18,"Virginia Beach",40-49,83,14,1
2020-05-18,Richmond,Missing,0,0,0
2020-05-18,Norfolk,40-49,64,9,0
2020-05-18,Piedmont,80+,13,3,1
2020-05-18,"Virginia Beach",60-69,88,13,1
2020-05-18,"West Piedmont",40-49,14,2,1
2020-05-18,Arlington,10-19,46,5,0
2020-05-18,Lenowisco,0-9,4,0,0
2020-05-18,Pittsylvania-Danville,50-59,15,6,0
2020-05-18,"Virginia Beach",50-59,92,12,0
2020-05-18,Chesapeake,Missing,2,0,0
2020-05-18,"Central Shenandoah",80+,67,12,10
2020-05-18,"Thomas Jefferson",40-49,47,5,0
2020-05-18,"Rappahannock Rapidan",60-69,56,8,1
2020-05-18,Norfolk,30-39,78,6,0
2020-05-18,"Rappahannock Rapidan",Missing,1,0,0
2020-05-18,"Lord Fairfax",80+,65,19,19
2020-05-18,"Three Rivers",10-19,13,0,0
2020-05-18,Piedmont,40-49,120,4,0
2020-05-18,Norfolk,80+,9,6,3
2020-05-18,Peninsula,20-29,54,1,0
2020-05-18,Norfolk,50-59,59,7,0
2020-05-18,"Thomas Jefferson",50-59,59,8,1
2020-05-18,Richmond,70-79,37,19,6
2020-05-18,Chesterfield,70-79,67,13,6
2020-05-18,Piedmont,30-39,106,0,0
2020-05-18,"Prince William",30-39,888,52,1
2020-05-18,Alleghany,20-29,29,1,0
2020-05-18,Alleghany,0-9,0,0,0
2020-05-18,"Mount Rogers",40-49,38,0,0
2020-05-18,"Eastern Shore",40-49,166,4,2
2020-05-18,"Central Virginia",60-69,33,3,1
2020-05-18,Richmond,10-19,36,2,0
2020-05-18,Pittsylvania-Danville,60-69,9,4,1
2020-05-18,Pittsylvania-Danville,Missing,0,0,0
2020-05-18,Chesterfield,60-69,122,18,8
2020-05-18,Southside,10-19,3,0,0
2020-05-18,"New River",80+,4,2,0
2020-05-18,"Central Virginia",50-59,31,2,1
2020-05-18,Hampton,70-79,11,6,0
2020-05-18,Pittsylvania-Danville,10-19,1,0,0
2020-05-18,Richmond,60-69,96,32,5
2020-05-18,Chickahominy,40-49,49,7,1
2020-05-18,"Three Rivers",80+,21,5,3
2020-05-18,Rappahannock,30-39,204,10,0
2020-05-18,"Lord Fairfax",60-69,127,23,7
2020-05-18,"Western Tidewater",0-9,5,0,0
2020-05-18,Rappahannock,70-79,27,14,4
2020-05-18,"Prince William",80+,121,38,35
2020-05-18,Hampton,80+,3,2,1
2020-05-18,Alexandria,80+,65,21,16
2020-05-18,"Mount Rogers",60-69,22,1,0
2020-05-18,"Eastern Shore",60-69,125,9,4
2020-05-18,"Lord Fairfax",70-79,63,17,6
2020-05-18,"New River",30-39,6,0,0
2020-05-18,Chesapeake,10-19,8,0,0
2020-05-18,Hampton,40-49,20,2,0
2020-05-18,Peninsula,Missing,4,0,0
