"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-08,Southside,"Not Reported",66,8,2
2020-05-08,Chesapeake,White,119,25,1
2020-05-08,"New River",Other,0,0,0
2020-05-08,Norfolk,"Black or African American",159,31,3
2020-05-08,"Central Shenandoah",Other,169,9,2
2020-05-08,Southside,Other,23,1,2
2020-05-08,Pittsylvania-Danville,Other,0,0,0
2020-05-08,"Cumberland Plateau",White,17,2,0
2020-05-08,"Rappahannock Rapidan","Black or African American",20,5,1
2020-05-08,Fairfax,"Not Reported",1379,87,66
2020-05-08,Chesapeake,"Not Reported",55,3,1
2020-05-08,"Thomas Jefferson",White,193,23,8
2020-05-08,Richmond,Other,76,15,1
2020-05-08,Peninsula,"Black or African American",100,30,8
2020-05-08,Henrico,Other,70,9,3
2020-05-08,"Cumberland Plateau","Black or African American",11,0,0
2020-05-08,Loudoun,Other,219,33,3
2020-05-08,Crater,Other,4,2,1
2020-05-08,Arlington,"Black or African American",88,28,11
2020-05-08,Alexandria,"Black or African American",168,37,5
2020-05-08,Richmond,"Black or African American",244,54,16
2020-05-08,"Lord Fairfax","Not Reported",96,2,2
2020-05-08,Fairfax,"Black or African American",374,101,14
2020-05-08,"Thomas Jefferson","Black or African American",99,32,4
2020-05-08,"West Piedmont",White,36,4,0
2020-05-08,Rappahannock,"Not Reported",243,19,0
2020-05-08,"Central Shenandoah","Not Reported",183,2,1
2020-05-08,Peninsula,White,215,67,20
2020-05-08,"Rappahannock Rapidan",White,168,16,6
2020-05-08,"Prince William",White,595,142,30
2020-05-08,"New River","Not Reported",28,1,0
2020-05-08,Chesterfield,"Not Reported",345,3,8
2020-05-08,Alleghany,Other,1,0,0
2020-05-08,Lenowisco,White,31,13,2
2020-05-08,"Western Tidewater",White,133,21,13
2020-05-08,Hampton,Other,5,1,0
2020-05-08,Alleghany,White,93,15,3
2020-05-08,"Prince William",Other,627,92,6
2020-05-08,Arlington,"Not Reported",646,64,8
2020-05-08,"West Piedmont","Black or African American",7,2,0
2020-05-08,Peninsula,Other,20,6,1
2020-05-08,Norfolk,Other,15,4,0
2020-05-08,"Lord Fairfax","Black or African American",26,3,1
2020-05-08,"Mount Rogers","Not Reported",10,1,0
2020-05-08,"Central Virginia","Black or African American",16,1,0
2020-05-08,"West Piedmont",Other,2,1,1
2020-05-08,Portsmouth,White,44,7,1
2020-05-08,"Thomas Jefferson","Not Reported",12,0,0
2020-05-08,"Three Rivers","Not Reported",84,6,3
2020-05-08,"Virginia Beach","Black or African American",102,17,2
2020-05-08,"Prince William","Black or African American",253,52,14
2020-05-08,Loudoun,"Not Reported",350,3,3
2020-05-08,Loudoun,White,439,65,23
2020-05-08,Peninsula,"Not Reported",72,2,0
2020-05-08,Pittsylvania-Danville,"Black or African American",23,6,0
2020-05-08,Henrico,White,380,63,57
2020-05-08,Richmond,White,95,15,1
2020-05-08,Southside,"Black or African American",22,8,1
2020-05-08,Chickahominy,White,129,33,15
2020-05-08,"Thomas Jefferson",Other,33,6,1
2020-05-08,"Virginia Beach",Other,54,18,2
2020-05-08,"Central Shenandoah","Black or African American",48,3,2
2020-05-08,Chesterfield,White,228,28,17
2020-05-08,"Central Virginia",White,48,7,2
2020-05-08,Rappahannock,White,221,44,9
2020-05-08,"New River",White,47,10,1
2020-05-08,"Mount Rogers",Other,8,1,0
2020-05-08,Crater,White,44,12,5
2020-05-08,Alleghany,"Not Reported",33,1,0
2020-05-08,Arlington,Other,237,71,14
2020-05-08,Piedmont,White,126,4,3
2020-05-08,"Cumberland Plateau",Other,0,0,0
2020-05-08,Pittsylvania-Danville,White,25,13,2
2020-05-08,Roanoke,"Black or African American",14,4,0
2020-05-08,Alleghany,"Black or African American",5,1,0
2020-05-08,Richmond,"Not Reported",79,1,0
2020-05-08,"Central Virginia",Other,2,1,0
2020-05-08,Rappahannock,Other,160,30,0
2020-05-08,Roanoke,Other,2,0,0
2020-05-08,Piedmont,"Black or African American",128,20,1
2020-05-08,Chesterfield,Other,60,1,0
2020-05-08,Portsmouth,"Black or African American",92,25,6
2020-05-08,Portsmouth,"Not Reported",43,3,1
2020-05-08,Norfolk,"Not Reported",29,0,0
2020-05-08,"Eastern Shore",White,170,7,5
2020-05-08,"Eastern Shore","Not Reported",37,0,0
2020-05-08,Roanoke,White,58,2,1
2020-05-08,"Three Rivers",Other,21,2,0
2020-05-08,Fairfax,Other,2104,419,43
2020-05-08,Henrico,"Not Reported",168,0,1
2020-05-08,"Lord Fairfax",Other,83,8,0
2020-05-08,Piedmont,Other,8,1,0
2020-05-08,Lenowisco,"Black or African American",0,0,0
2020-05-08,Arlington,White,310,64,24
2020-05-08,Hampton,"Black or African American",78,22,3
2020-05-08,Alexandria,White,384,51,19
2020-05-08,Hampton,"Not Reported",27,1,0
2020-05-08,"Mount Rogers",White,115,14,4
2020-05-08,Alexandria,"Not Reported",367,11,4
2020-05-08,Chickahominy,"Black or African American",48,22,6
2020-05-08,Chesapeake,"Black or African American",113,35,4
2020-05-08,"Western Tidewater","Not Reported",111,1,1
2020-05-08,"Cumberland Plateau","Not Reported",0,0,0
2020-05-08,"Western Tidewater",Other,25,2,1
2020-05-08,Loudoun,"Black or African American",62,8,0
2020-05-08,"Virginia Beach",White,238,47,13
2020-05-08,Chickahominy,Other,9,4,0
2020-05-08,"New River","Black or African American",5,1,0
2020-05-08,"Virginia Beach","Not Reported",75,2,0
2020-05-08,"Rappahannock Rapidan",Other,28,9,0
2020-05-08,Piedmont,"Not Reported",88,3,0
2020-05-08,Portsmouth,Other,15,2,0
2020-05-08,Pittsylvania-Danville,"Not Reported",8,2,0
2020-05-08,"West Piedmont","Not Reported",7,0,0
2020-05-08,Norfolk,White,71,15,2
2020-05-08,Hampton,White,25,4,0
2020-05-08,"Western Tidewater","Black or African American",197,30,9
2020-05-08,"Prince William","Not Reported",1468,21,0
2020-05-08,Fairfax,White,1557,289,111
2020-05-08,Lenowisco,Other,1,0,0
2020-05-08,"Rappahannock Rapidan","Not Reported",245,8,2
2020-05-08,"Three Rivers","Black or African American",96,5,0
2020-05-08,Henrico,"Black or African American",414,76,49
2020-05-08,Lenowisco,"Not Reported",9,1,1
2020-05-08,Chesapeake,Other,29,5,3
2020-05-08,Crater,"Not Reported",64,2,1
2020-05-08,Chickahominy,"Not Reported",95,3,1
2020-05-08,"Eastern Shore","Black or African American",389,23,6
2020-05-08,Alexandria,Other,191,30,1
2020-05-08,Chesterfield,"Black or African American",191,32,7
