"Report Date","ZIP Code","Number of Cases","Number of PCR Testing Encounters"
5/22/2020,20105,66,526
5/22/2020,20106,28,93
5/22/2020,20109,666,1735
5/22/2020,20110,840,2019
5/22/2020,20111,537,1410
5/22/2020,20112,124,747
5/22/2020,20115,25,125
5/22/2020,20117,7,46
5/22/2020,20118,Suppressed*,33
5/22/2020,20119,17,101
5/22/2020,20120,182,865
5/22/2020,20121,128,599
5/22/2020,20124,37,277
5/22/2020,20129,7,24
5/22/2020,20130,0,7
5/22/2020,20132,34,297
5/22/2020,20135,5,59
5/22/2020,20136,109,602
5/22/2020,20137,5,32
5/22/2020,20139,Suppressed*,6
5/22/2020,20141,10,112
5/22/2020,20143,Suppressed*,19
5/22/2020,20144,Suppressed*,14
5/22/2020,20147,237,1448
5/22/2020,20148,91,740
5/22/2020,20151,154,529
5/22/2020,20152,151,493
5/22/2020,20155,152,796
5/22/2020,20158,10,62
5/22/2020,20164,528,1420
5/22/2020,20165,152,741
5/22/2020,20166,83,372
5/22/2020,20169,66,454
5/22/2020,20170,515,1362
5/22/2020,20171,203,828
5/22/2020,20175,92,590
5/22/2020,20176,280,1103
5/22/2020,20180,9,138
5/22/2020,20181,27,229
5/22/2020,20184,Suppressed*,25
5/22/2020,20186,47,384
5/22/2020,20187,44,358
5/22/2020,20190,146,639
5/22/2020,20191,197,789
5/22/2020,20194,24,230
5/22/2020,20197,Suppressed*,49
5/22/2020,20198,Suppressed*,41
5/22/2020,22003,785,2159
5/22/2020,22015,280,1041
5/22/2020,22025,79,461
5/22/2020,22026,130,631
5/22/2020,22027,41,76
5/22/2020,22030,243,1264
5/22/2020,22031,244,999
5/22/2020,22032,94,590
5/22/2020,22033,154,817
5/22/2020,22035,0,5
5/22/2020,22039,49,352
5/22/2020,22041,516,1319
5/22/2020,22042,476,1368
5/22/2020,22043,163,591
5/22/2020,22044,183,493
5/22/2020,22046,115,473
5/22/2020,22060,12,89
5/22/2020,22066,43,369
5/22/2020,22079,209,973
5/22/2020,22101,92,761
5/22/2020,22102,80,626
5/22/2020,22124,38,330
5/22/2020,22125,Suppressed*,25
5/22/2020,22134,14,55
5/22/2020,22150,548,1458
5/22/2020,22151,195,617
5/22/2020,22152,144,640
5/22/2020,22153,115,666
5/22/2020,22172,93,353
5/22/2020,22180,125,615
5/22/2020,22181,35,280
5/22/2020,22182,82,551
5/22/2020,22191,988,3387
5/22/2020,22192,414,2031
5/22/2020,22193,930,3243
5/22/2020,22201,170,928
5/22/2020,22202,136,630
5/22/2020,22203,241,674
5/22/2020,22204,716,2060
5/22/2020,22205,104,527
5/22/2020,22206,133,609
5/22/2020,22207,211,954
5/22/2020,22209,60,348
5/22/2020,22211,Suppressed*,12
5/22/2020,22213,12,74
5/22/2020,22214,0,2
5/22/2020,22301,58,380
5/22/2020,22302,168,576
5/22/2020,22303,128,530
5/22/2020,22304,489,1730
5/22/2020,22305,463,1111
5/22/2020,22306,569,1482
5/22/2020,22307,47,298
5/22/2020,22308,53,227
5/22/2020,22309,416,1181
5/22/2020,22310,207,785
5/22/2020,22311,310,885
5/22/2020,22312,344,1083
5/22/2020,22314,153,915
5/22/2020,22315,73,552
5/22/2020,22401,102,646
5/22/2020,22405,77,682
5/22/2020,22406,59,534
5/22/2020,22407,224,1418
5/22/2020,22408,73,623
5/22/2020,22427,Suppressed*,61
5/22/2020,22432,Suppressed*,16
5/22/2020,22433,Suppressed*,6
5/22/2020,22435,Suppressed*,57
5/22/2020,22436,0,11
5/22/2020,22437,Suppressed*,16
5/22/2020,22438,Suppressed*,7
5/22/2020,22443,12,147
5/22/2020,22448,Suppressed*,16
5/22/2020,22454,Suppressed*,31
5/22/2020,22460,Suppressed*,26
5/22/2020,22469,Suppressed*,40
5/22/2020,22473,13,113
5/22/2020,22476,Suppressed*,4
5/22/2020,22480,0,23
5/22/2020,22482,Suppressed*,84
5/22/2020,22485,49,533
5/22/2020,22488,Suppressed*,22
5/22/2020,22503,5,119
5/22/2020,22504,0,6
5/22/2020,22508,32,307
5/22/2020,22511,Suppressed*,26
5/22/2020,22514,Suppressed*,29
5/22/2020,22520,27,124
5/22/2020,22529,0,7
5/22/2020,22530,0,1
5/22/2020,22534,Suppressed*,43
5/22/2020,22535,0,12
5/22/2020,22538,0,7
5/22/2020,22539,Suppressed*,54
