"Report Date","ZIP Code","Number of Cases","Number of PCR Testing Encounters"
2020-05-24,20105,70,586
2020-05-24,20106,27,101
2020-05-24,20109,692,2071
2020-05-24,20110,885,2382
2020-05-24,20111,567,1678
2020-05-24,20112,127,841
2020-05-24,20115,26,141
2020-05-24,20117,7,56
2020-05-24,20118,Suppressed*,33
2020-05-24,20119,21,112
2020-05-24,20120,193,969
2020-05-24,20121,137,673
2020-05-24,20124,37,296
2020-05-24,20129,7,29
2020-05-24,20130,0,7
2020-05-24,20132,35,339
2020-05-24,20135,5,68
2020-05-24,20136,113,699
2020-05-24,20137,5,39
2020-05-24,20139,Suppressed*,7
2020-05-24,20141,11,130
2020-05-24,20143,Suppressed*,23
2020-05-24,20144,Suppressed*,17
2020-05-24,20147,241,1616
2020-05-24,20148,93,858
2020-05-24,20151,161,575
2020-05-24,20152,119,562
2020-05-24,20155,157,920
2020-05-24,20158,10,79
2020-05-24,20164,545,1640
2020-05-24,20165,154,839
2020-05-24,20166,84,421
2020-05-24,20169,70,547
2020-05-24,20170,543,1517
2020-05-24,20171,208,882
2020-05-24,20175,94,698
2020-05-24,20176,290,1295
2020-05-24,20180,9,153
2020-05-24,20181,28,249
2020-05-24,20184,Suppressed*,29
2020-05-24,20186,51,406
2020-05-24,20187,45,386
2020-05-24,20190,147,695
2020-05-24,20191,203,851
2020-05-24,20194,25,249
2020-05-24,20197,Suppressed*,52
2020-05-24,20198,Suppressed*,41
2020-05-24,22003,804,2348
2020-05-24,22015,283,1123
2020-05-24,22025,81,506
2020-05-24,22026,133,684
2020-05-24,22027,41,82
2020-05-24,22030,255,1387
2020-05-24,22031,251,1070
2020-05-24,22032,95,655
2020-05-24,22033,159,910
2020-05-24,22035,0,6
2020-05-24,22039,47,380
2020-05-24,22041,523,1540
2020-05-24,22042,490,1477
2020-05-24,22043,166,639
2020-05-24,22044,186,532
2020-05-24,22046,124,514
2020-05-24,22060,12,98
2020-05-24,22066,49,395
2020-05-24,22079,219,1030
2020-05-24,22101,93,812
2020-05-24,22102,83,679
2020-05-24,22124,39,362
2020-05-24,22125,Suppressed*,28
2020-05-24,22134,14,57
2020-05-24,22150,563,1557
2020-05-24,22151,200,648
2020-05-24,22152,148,698
2020-05-24,22153,116,723
2020-05-24,22172,96,385
2020-05-24,22180,132,672
2020-05-24,22181,38,306
2020-05-24,22182,83,597
2020-05-24,22191,1019,3666
2020-05-24,22192,430,2228
2020-05-24,22193,964,3565
2020-05-24,22201,173,993
2020-05-24,22202,162,698
2020-05-24,22203,250,757
2020-05-24,22204,739,2191
2020-05-24,22205,107,572
2020-05-24,22206,140,645
2020-05-24,22207,212,1030
2020-05-24,22209,62,374
2020-05-24,22211,Suppressed*,14
2020-05-24,22213,14,77
2020-05-24,22214,0,2
2020-05-24,22301,59,407
2020-05-24,22302,180,612
2020-05-24,22303,132,558
2020-05-24,22304,513,1862
2020-05-24,22305,487,1162
2020-05-24,22306,597,1596
2020-05-24,22307,47,313
2020-05-24,22308,53,256
2020-05-24,22309,428,1302
2020-05-24,22310,207,838
2020-05-24,22311,320,934
2020-05-24,22312,352,1168
2020-05-24,22314,155,970
2020-05-24,22315,76,596
2020-05-24,22401,106,699
2020-05-24,22405,82,775
2020-05-24,22406,62,598
2020-05-24,22407,243,1579
2020-05-24,22408,76,684
2020-05-24,22427,Suppressed*,68
2020-05-24,22432,Suppressed*,17
2020-05-24,22433,Suppressed*,6
2020-05-24,22435,Suppressed*,59
2020-05-24,22436,0,12
2020-05-24,22437,Suppressed*,18
2020-05-24,22438,Suppressed*,7
2020-05-24,22443,13,164
2020-05-24,22448,Suppressed*,19
2020-05-24,22454,Suppressed*,35
2020-05-24,22460,Suppressed*,26
2020-05-24,22469,6,43
2020-05-24,22473,13,124
2020-05-24,22476,Suppressed*,6
2020-05-24,22480,0,25
2020-05-24,22482,Suppressed*,88
2020-05-24,22485,53,585
2020-05-24,22488,Suppressed*,25
2020-05-24,22503,5,127
2020-05-24,22504,0,6
2020-05-24,22508,34,343
2020-05-24,22509,Suppressed*,1
2020-05-24,22511,Suppressed*,27
2020-05-24,22514,Suppressed*,31
2020-05-24,22520,27,130
2020-05-24,22529,0,7
2020-05-24,22530,0,2
2020-05-24,22534,Suppressed*,47
2020-05-24,22535,0,14
2020-05-24,22538,0,7
2020-05-24,22539,Suppressed*,56
2020-05-24,22542,Suppressed*,43
2020-05-24,22546,27,297
2020-05-24,22548,0,3
2020-05-24,22551,58,483
2020-05-24,22553,22,337
2020-05-24,22554,291,1553
2020-05-24,22556,136,718
2020-05-24,22560,32,178
2020-05-24,22567,Suppressed*,94
2020-05-24,22572,262,491
2020-05-24,22576,0,32
2020-05-24,22578,Suppressed*,48
2020-05-24,22579,Suppressed*,4
2020-05-24,22580,7,106
2020-05-24,22601,146,316
2020-05-24,22602,106,224
2020-05-24,22603,44,115
2020-05-24,22610,7,15
2020-05-24,22611,12,94
2020-05-24,22620,Suppressed*,24
2020-05-24,22623,Suppressed*,0
2020-05-24,22624,Suppressed*,11
2020-05-24,22625,6,16
2020-05-24,22627,0,11
2020-05-24,22630,88,204
2020-05-24,22637,Suppressed*,6
2020-05-24,22639,0,6
2020-05-24,22640,Suppressed*,5
2020-05-24,22641,0,1
2020-05-24,22642,15,56
2020-05-24,22643,0,5
2020-05-24,22644,44,40
2020-05-24,22645,16,32
2020-05-24,22646,0,4
2020-05-24,22650,Suppressed*,12
2020-05-24,22652,Suppressed*,17
2020-05-24,22654,Suppressed*,5
2020-05-24,22655,66,142
2020-05-24,22656,11,40
2020-05-24,22657,38,99
2020-05-24,22660,7,10
2020-05-24,22663,5,9
2020-05-24,22664,124,141
2020-05-24,22701,500,1194
2020-05-24,22709,0,17
2020-05-24,22711,0,1
2020-05-24,22712,74,307
2020-05-24,22713,6,31
2020-05-24,22714,15,39
2020-05-24,22715,Suppressed*,19
2020-05-24,22716,Suppressed*,10
2020-05-24,22718,Suppressed*,12
2020-05-24,22719,0,5
2020-05-24,22720,0,15
2020-05-24,22722,0,1
2020-05-24,22723,0,3
2020-05-24,22724,10,45
2020-05-24,22726,22,45
2020-05-24,22727,18,137
2020-05-24,22728,6,64
2020-05-24,22729,Suppressed*,10
2020-05-24,22730,0,2
2020-05-24,22731,Suppressed*,6
2020-05-24,22732,Suppressed*,8
2020-05-24,22733,12,42
2020-05-24,22734,20,101
2020-05-24,22735,Suppressed*,43
2020-05-24,22736,Suppressed*,13
2020-05-24,22737,5,56
2020-05-24,22738,Suppressed*,26
2020-05-24,22740,Suppressed*,27
2020-05-24,22741,0,5
2020-05-24,22742,15,57
2020-05-24,22743,0,1
2020-05-24,22747,0,18
2020-05-24,22749,0,4
2020-05-24,22801,513,1255
2020-05-24,22802,408,1120
2020-05-24,22807,Suppressed*,3
2020-05-24,22810,Suppressed*,16
2020-05-24,22811,Suppressed*,18
2020-05-24,22812,17,198
2020-05-24,22815,58,218
2020-05-24,22820,0,2
2020-05-24,22821,16,109
2020-05-24,22824,54,77
2020-05-24,22827,42,281
2020-05-24,22830,14,40
2020-05-24,22831,Suppressed*,17
2020-05-24,22832,Suppressed*,20
2020-05-24,22834,Suppressed*,23
2020-05-24,22835,121,274
2020-05-24,22840,7,82
2020-05-24,22841,12,67
2020-05-24,22842,52,101
2020-05-24,22843,Suppressed*,35
2020-05-24,22844,31,111
2020-05-24,22845,0,3
2020-05-24,22846,6,50
2020-05-24,22847,Suppressed*,13
2020-05-24,22849,11,102
2020-05-24,22850,6,27
2020-05-24,22851,51,121
2020-05-24,22853,39,134
2020-05-24,22901,97,1130
2020-05-24,22902,32,678
2020-05-24,22903,49,835
2020-05-24,22904,0,6
2020-05-24,22911,16,485
2020-05-24,22920,Suppressed*,57
2020-05-24,22922,Suppressed*,49
2020-05-24,22923,9,118
2020-05-24,22931,0,9
2020-05-24,22932,13,215
2020-05-24,22935,Suppressed*,25
2020-05-24,22936,Suppressed*,108
2020-05-24,22937,Suppressed*,41
2020-05-24,22938,Suppressed*,26
2020-05-24,22939,5,84
2020-05-24,22940,Suppressed*,23
2020-05-24,22942,8,297
2020-05-24,22943,0,10
2020-05-24,22946,Suppressed*,5
2020-05-24,22947,Suppressed*,99
2020-05-24,22948,0,2
2020-05-24,22949,0,41
2020-05-24,22952,0,39
2020-05-24,22958,Suppressed*,36
2020-05-24,22959,Suppressed*,66
2020-05-24,22960,27,348
2020-05-24,22963,24,452
2020-05-24,22964,0,4
2020-05-24,22967,Suppressed*,30
2020-05-24,22968,10,252
2020-05-24,22969,Suppressed*,35
2020-05-24,22971,0,44
2020-05-24,22972,Suppressed*,16
2020-05-24,22973,7,177
2020-05-24,22974,5,139
2020-05-24,22976,0,9
2020-05-24,22980,43,560
2020-05-24,22989,0,4
2020-05-24,23002,19,314
2020-05-24,23004,10,49
2020-05-24,23005,37,447
2020-05-24,23009,14,147
2020-05-24,23011,Suppressed*,25
2020-05-24,23015,9,99
2020-05-24,23021,0,6
2020-05-24,23022,6,42
2020-05-24,23023,Suppressed*,5
2020-05-24,23024,25,176
2020-05-24,23025,0,9
2020-05-24,23027,Suppressed*,44
2020-05-24,23030,17,139
2020-05-24,23032,0,3
2020-05-24,23035,Suppressed*,20
2020-05-24,23038,8,50
2020-05-24,23039,Suppressed*,27
2020-05-24,23040,8,128
2020-05-24,23043,Suppressed*,17
2020-05-24,23045,0,2
2020-05-24,23047,Suppressed*,32
2020-05-24,23050,Suppressed*,9
2020-05-24,23055,38,65
2020-05-24,23056,0,0
2020-05-24,23059,45,639
2020-05-24,23060,102,837
2020-05-24,23061,17,313
2020-05-24,23062,5,57
2020-05-24,23063,54,203
2020-05-24,23064,0,2
2020-05-24,23065,Suppressed*,32
2020-05-24,23066,0,4
2020-05-24,23068,0,6
2020-05-24,23069,8,68
2020-05-24,23070,0,6
2020-05-24,23071,Suppressed*,23
2020-05-24,23072,7,199
2020-05-24,23075,112,354
2020-05-24,23076,0,13
2020-05-24,23079,0,2
2020-05-24,23083,Suppressed*,52
2020-05-24,23084,6,71
2020-05-24,23085,Suppressed*,9
2020-05-24,23086,Suppressed*,51
2020-05-24,23089,8,130
2020-05-24,23091,0,13
2020-05-24,23092,0,6
2020-05-24,23093,27,425
2020-05-24,23102,7,56
2020-05-24,23103,15,120
2020-05-24,23106,Suppressed*,26
2020-05-24,23108,0,1
2020-05-24,23109,Suppressed*,37
2020-05-24,23110,0,14
2020-05-24,23111,79,819
2020-05-24,23112,102,1100
2020-05-24,23113,71,678
2020-05-24,23114,38,436
2020-05-24,23115,Suppressed*,8
2020-05-24,23116,100,822
2020-05-24,23117,12,267
2020-05-24,23119,Suppressed*,4
2020-05-24,23120,27,255
2020-05-24,23123,16,109
2020-05-24,23124,5,88
2020-05-24,23125,0,1
2020-05-24,23126,0,6
2020-05-24,23128,Suppressed*,21
2020-05-24,23129,0,3
2020-05-24,23130,Suppressed*,6
2020-05-24,23138,0,5
2020-05-24,23139,29,470
2020-05-24,23140,16,157
2020-05-24,23141,9,161
2020-05-24,23146,6,42
2020-05-24,23148,Suppressed*,30
2020-05-24,23149,6,59
2020-05-24,23150,53,318
2020-05-24,23153,Suppressed*,24
2020-05-24,23156,Suppressed*,28
2020-05-24,23160,Suppressed*,9
2020-05-24,23161,0,1
2020-05-24,23163,0,1
2020-05-24,23168,8,209
2020-05-24,23169,0,15
2020-05-24,23173,0,1
2020-05-24,23175,Suppressed*,22
2020-05-24,23176,0,7
2020-05-24,23177,0,14
2020-05-24,23180,0,4
2020-05-24,23181,Suppressed*,135
2020-05-24,23185,139,1236
2020-05-24,23187,0,14
2020-05-24,23188,125,1206
2020-05-24,23192,11,116
2020-05-24,23219,14,110
2020-05-24,23220,64,567
2020-05-24,23221,22,264
2020-05-24,23222,89,619
2020-05-24,23223,244,1453
2020-05-24,23224,428,1478
2020-05-24,23225,223,1412
2020-05-24,23226,112,464
2020-05-24,23227,79,665
2020-05-24,23228,129,976
2020-05-24,23229,107,780
2020-05-24,23230,12,180
2020-05-24,23231,114,844
2020-05-24,23233,109,746
2020-05-24,23234,369,1501
2020-05-24,23235,107,1009
2020-05-24,23236,62,748
2020-05-24,23237,123,667
2020-05-24,23238,228,907
2020-05-24,23250,0,2
2020-05-24,23294,61,421
2020-05-24,23301,60,140
2020-05-24,23302,Suppressed*,8
2020-05-24,23303,14,55
2020-05-24,23304,Suppressed*,7
2020-05-24,23306,23,73
2020-05-24,23307,12,43
2020-05-24,23308,39,115
2020-05-24,23310,18,107
2020-05-24,23313,Suppressed*,4
2020-05-24,23314,10,184
2020-05-24,23315,Suppressed*,39
2020-05-24,23316,11,43
2020-05-24,23320,146,1706
2020-05-24,23321,46,765
2020-05-24,23322,84,1044
2020-05-24,23323,67,759
2020-05-24,23324,49,504
2020-05-24,23325,40,462
2020-05-24,23336,9,68
2020-05-24,23337,0,11
2020-05-24,23347,15,39
2020-05-24,23350,60,182
2020-05-24,23354,9,20
2020-05-24,23356,Suppressed*,34
2020-05-24,23357,32,64
2020-05-24,23358,0,2
2020-05-24,23359,12,26
2020-05-24,23389,Suppressed*,4
2020-05-24,23395,15,41
2020-05-24,23398,Suppressed*,9
2020-05-24,23401,Suppressed*,17
2020-05-24,23405,10,36
2020-05-24,23407,45,87
2020-05-24,23408,Suppressed*,5
2020-05-24,23409,Suppressed*,6
2020-05-24,23410,50,141
2020-05-24,23413,74,223
2020-05-24,23414,23,53
2020-05-24,23415,35,121
2020-05-24,23416,11,47
2020-05-24,23417,51,167
2020-05-24,23418,43,105
2020-05-24,23420,64,162
2020-05-24,23421,122,566
2020-05-24,23422,Suppressed*,16
2020-05-24,23423,Suppressed*,10
2020-05-24,23426,5,6
2020-05-24,23427,5,10
2020-05-24,23430,32,356
2020-05-24,23432,7,30
2020-05-24,23433,0,28
2020-05-24,23434,169,1467
2020-05-24,23435,109,760
2020-05-24,23436,0,18
2020-05-24,23437,6,120
2020-05-24,23438,Suppressed*,58
2020-05-24,23440,0,4
2020-05-24,23441,18,53
2020-05-24,23442,20,76
2020-05-24,23451,48,1066
2020-05-24,23452,91,1627
2020-05-24,23453,52,837
2020-05-24,23454,90,1472
2020-05-24,23455,41,1161
2020-05-24,23456,65,1287
2020-05-24,23457,5,90
2020-05-24,23459,Suppressed*,63
2020-05-24,23460,0,16
2020-05-24,23461,0,10
2020-05-24,23462,125,1787
2020-05-24,23464,83,1582
2020-05-24,23480,Suppressed*,15
2020-05-24,23486,0,5
2020-05-24,23487,61,170
2020-05-24,23488,8,23
2020-05-24,23502,43,601
2020-05-24,23503,43,652
2020-05-24,23504,51,953
2020-05-24,23505,37,577
2020-05-24,23507,8,171
2020-05-24,23508,24,308
2020-05-24,23509,32,329
2020-05-24,23510,48,456
2020-05-24,23511,0,54
2020-05-24,23513,46,738
2020-05-24,23517,6,111
2020-05-24,23518,44,787
2020-05-24,23523,12,184
2020-05-24,23551,0,1
2020-05-24,23601,25,588
2020-05-24,23602,50,747
2020-05-24,23603,Suppressed*,57
2020-05-24,23604,Suppressed*,27
2020-05-24,23605,17,272
2020-05-24,23606,37,537
2020-05-24,23607,25,373
2020-05-24,23608,74,775
2020-05-24,23651,Suppressed*,10
2020-05-24,23661,16,249
2020-05-24,23662,7,200
