"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-28,Southside,"Not Reported",4,0,0
2020-06-28,Chesapeake,Female,499,68,9
2020-06-28,Richmond,Female,1043,96,8
2020-06-28,Roanoke,Male,155,7,2
2020-06-28,Fairfax,"Not Reported",121,3,3
2020-06-28,"Thomas Jefferson",Female,484,46,9
2020-06-28,Chesapeake,"Not Reported",1,0,0
2020-06-28,"Cumberland Plateau",Male,24,1,0
2020-06-28,"Eastern Shore",Female,656,58,23
2020-06-28,"Lord Fairfax","Not Reported",8,0,0
2020-06-28,Rappahannock,"Not Reported",11,1,0
2020-06-28,"Central Shenandoah","Not Reported",1,0,0
2020-06-28,Peninsula,Male,441,64,13
2020-06-28,Norfolk,Male,427,52,7
2020-06-28,Alexandria,Female,1182,107,30
2020-06-28,Lenowisco,Male,25,8,3
2020-06-28,Pittsylvania-Danville,Female,101,20,2
2020-06-28,"New River","Not Reported",3,0,0
2020-06-28,Chesterfield,"Not Reported",77,0,2
2020-06-28,Loudoun,Male,1940,145,32
2020-06-28,"Rappahannock Rapidan",Female,706,43,7
2020-06-28,Piedmont,Female,291,39,3
2020-06-28,Richmond,Male,1102,116,20
2020-06-28,Crater,Female,597,78,18
2020-06-28,Portsmouth,Female,219,40,10
2020-06-28,Arlington,"Not Reported",1,0,0
2020-06-28,"Mount Rogers","Not Reported",2,0,0
2020-06-28,"Thomas Jefferson","Not Reported",2,0,0
2020-06-28,"Three Rivers","Not Reported",18,0,0
2020-06-28,Hampton,Male,144,26,3
2020-06-28,Alleghany,Male,172,21,5
2020-06-28,Roanoke,Female,207,7,8
2020-06-28,Loudoun,"Not Reported",18,0,1
2020-06-28,Fairfax,Female,7017,705,241
2020-06-28,"Western Tidewater",Male,383,51,27
2020-06-28,Peninsula,"Not Reported",3,0,0
2020-06-28,"New River",Male,110,14,4
2020-06-28,"Central Shenandoah",Male,931,79,17
2020-06-28,Southside,Male,158,24,11
2020-06-28,Chesterfield,Male,1506,70,33
2020-06-28,Arlington,Female,1223,190,64
2020-06-28,Rappahannock,Male,1144,121,26
2020-06-28,"Central Virginia",Male,187,9,4
2020-06-28,Alleghany,"Not Reported",3,0,0
2020-06-28,Henrico,Male,1155,131,69
2020-06-28,"Thomas Jefferson",Male,426,42,10
2020-06-28,"Lord Fairfax",Male,938,89,33
2020-06-28,"Three Rivers",Male,424,18,2
2020-06-28,Richmond,"Not Reported",39,2,2
2020-06-28,Pittsylvania-Danville,Male,85,19,1
2020-06-28,Portsmouth,"Not Reported",3,0,0
2020-06-28,Norfolk,"Not Reported",0,0,0
2020-06-28,Chesapeake,Male,379,60,11
2020-06-28,Chickahominy,Female,350,53,17
2020-06-28,"Prince William",Male,4481,435,91
2020-06-28,"Eastern Shore","Not Reported",9,0,0
2020-06-28,"Eastern Shore",Male,643,52,19
2020-06-28,"Rappahannock Rapidan",Male,725,63,12
2020-06-28,Henrico,"Not Reported",8,0,1
2020-06-28,"Cumberland Plateau",Female,34,1,0
2020-06-28,"West Piedmont",Male,201,20,4
2020-06-28,Hampton,"Not Reported",2,0,0
2020-06-28,Alexandria,"Not Reported",6,0,0
2020-06-28,"Western Tidewater","Not Reported",2,0,0
2020-06-28,"Cumberland Plateau","Not Reported",0,0,0
2020-06-28,"Virginia Beach",Male,516,63,15
2020-06-28,Alleghany,Female,195,10,9
2020-06-28,Lenowisco,Female,25,8,1
2020-06-28,"Virginia Beach","Not Reported",7,0,0
2020-06-28,"Western Tidewater",Female,392,32,19
2020-06-28,"Mount Rogers",Male,309,48,16
2020-06-28,"Lord Fairfax",Female,1012,82,33
2020-06-28,Piedmont,"Not Reported",1,0,0
2020-06-28,Alexandria,Male,1124,131,27
2020-06-28,Pittsylvania-Danville,"Not Reported",2,0,0
2020-06-28,"West Piedmont","Not Reported",5,0,0
2020-06-28,Loudoun,Female,1974,120,54
2020-06-28,Hampton,Female,164,15,2
2020-06-28,Henrico,Female,1416,119,71
2020-06-28,"Prince William","Not Reported",72,1,0
2020-06-28,Chickahominy,Male,280,54,19
2020-06-28,"Rappahannock Rapidan","Not Reported",2,1,1
2020-06-28,Peninsula,Female,498,62,21
2020-06-28,Lenowisco,"Not Reported",0,0,0
2020-06-28,Crater,"Not Reported",13,1,0
2020-06-28,Chickahominy,"Not Reported",5,0,0
2020-06-28,Portsmouth,Male,237,28,6
2020-06-28,"New River",Female,102,8,1
2020-06-28,Rappahannock,Female,1280,97,16
2020-06-28,"Central Virginia",Female,173,7,1
2020-06-28,Roanoke,"Not Reported",6,0,0
2020-06-28,"West Piedmont",Female,223,18,3
2020-06-28,"Mount Rogers",Female,384,24,13
2020-06-28,Piedmont,Male,707,43,7
2020-06-28,Chesterfield,Female,1493,64,33
2020-06-28,Fairfax,Male,6766,917,243
2020-06-28,Crater,Male,847,63,8
2020-06-28,"Central Virginia","Not Reported",0,0,0
2020-06-28,"Prince William",Female,4466,354,69
2020-06-28,"Virginia Beach",Female,600,55,14
2020-06-28,Norfolk,Female,428,49,2
2020-06-28,"Three Rivers",Female,193,31,7
2020-06-28,Arlington,Male,1240,227,68
2020-06-28,"Central Shenandoah",Female,1093,86,19
2020-06-28,Southside,Female,229,24,17
