"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-27,Southside,"Not Reported",4,0,0
2020-06-27,Chesapeake,Female,489,66,9
2020-06-27,Richmond,Female,1033,96,8
2020-06-27,Roanoke,Male,151,7,2
2020-06-27,Fairfax,"Not Reported",120,3,3
2020-06-27,"Thomas Jefferson",Female,470,46,9
2020-06-27,Chesapeake,"Not Reported",1,0,0
2020-06-27,"Cumberland Plateau",Male,24,1,0
2020-06-27,"Eastern Shore",Female,656,58,23
2020-06-27,"Lord Fairfax","Not Reported",8,0,0
2020-06-27,Rappahannock,"Not Reported",11,1,0
2020-06-27,"Central Shenandoah","Not Reported",1,0,0
2020-06-27,Peninsula,Male,430,64,13
2020-06-27,Norfolk,Male,419,52,7
2020-06-27,Alexandria,Female,1177,107,30
2020-06-27,Lenowisco,Male,25,8,3
2020-06-27,Pittsylvania-Danville,Female,100,20,2
2020-06-27,"New River","Not Reported",3,0,0
2020-06-27,Chesterfield,"Not Reported",77,0,2
2020-06-27,Loudoun,Male,1916,143,31
2020-06-27,"Rappahannock Rapidan",Female,706,43,7
2020-06-27,Piedmont,Female,291,39,3
2020-06-27,Richmond,Male,1087,116,20
2020-06-27,Crater,Female,597,78,18
2020-06-27,Portsmouth,Female,217,40,10
2020-06-27,Arlington,"Not Reported",1,0,0
2020-06-27,"Mount Rogers","Not Reported",2,0,0
2020-06-27,"Thomas Jefferson","Not Reported",2,0,0
2020-06-27,"Three Rivers","Not Reported",18,0,0
2020-06-27,Hampton,Male,141,26,3
2020-06-27,Alleghany,Male,167,21,5
2020-06-27,Roanoke,Female,206,7,8
2020-06-27,Loudoun,"Not Reported",18,0,1
2020-06-27,Fairfax,Female,6991,704,240
2020-06-27,"Western Tidewater",Male,382,51,27
2020-06-27,Peninsula,"Not Reported",3,0,0
2020-06-27,"New River",Male,100,14,4
2020-06-27,"Central Shenandoah",Male,927,78,16
2020-06-27,Southside,Male,156,22,11
2020-06-27,Chesterfield,Male,1501,70,33
2020-06-27,Arlington,Female,1216,190,64
2020-06-27,Rappahannock,Male,1131,121,26
2020-06-27,"Central Virginia",Male,184,9,4
2020-06-27,Alleghany,"Not Reported",3,0,0
2020-06-27,Henrico,Male,1149,130,69
2020-06-27,"Thomas Jefferson",Male,414,42,10
2020-06-27,"Lord Fairfax",Male,928,89,33
2020-06-27,"Three Rivers",Male,420,17,2
2020-06-27,Richmond,"Not Reported",39,2,2
2020-06-27,Pittsylvania-Danville,Male,84,18,1
2020-06-27,Portsmouth,"Not Reported",3,0,0
2020-06-27,Norfolk,"Not Reported",0,0,0
2020-06-27,Chesapeake,Male,364,59,11
2020-06-27,Chickahominy,Female,346,53,17
2020-06-27,"Prince William",Male,4453,434,91
2020-06-27,"Eastern Shore","Not Reported",9,0,0
2020-06-27,"Eastern Shore",Male,643,52,19
2020-06-27,"Rappahannock Rapidan",Male,724,63,12
2020-06-27,Henrico,"Not Reported",8,0,1
2020-06-27,"Cumberland Plateau",Female,34,1,0
2020-06-27,"West Piedmont",Male,193,20,4
2020-06-27,Hampton,"Not Reported",2,0,0
2020-06-27,Alexandria,"Not Reported",6,0,0
2020-06-27,"Western Tidewater","Not Reported",2,0,0
2020-06-27,"Cumberland Plateau","Not Reported",0,0,0
2020-06-27,"Virginia Beach",Male,501,63,15
2020-06-27,Alleghany,Female,190,10,9
2020-06-27,Lenowisco,Female,24,8,1
2020-06-27,"Virginia Beach","Not Reported",7,0,0
2020-06-27,"Western Tidewater",Female,392,32,19
2020-06-27,"Mount Rogers",Male,302,48,16
2020-06-27,"Lord Fairfax",Female,1005,82,33
2020-06-27,Piedmont,"Not Reported",1,0,0
2020-06-27,Alexandria,Male,1120,131,27
2020-06-27,Pittsylvania-Danville,"Not Reported",2,0,0
2020-06-27,"West Piedmont","Not Reported",5,0,0
2020-06-27,Loudoun,Female,1956,119,54
2020-06-27,Hampton,Female,162,15,2
2020-06-27,Henrico,Female,1403,119,71
2020-06-27,"Prince William","Not Reported",73,1,0
2020-06-27,Chickahominy,Male,279,54,19
2020-06-27,"Rappahannock Rapidan","Not Reported",2,1,1
2020-06-27,Peninsula,Female,493,62,21
2020-06-27,Lenowisco,"Not Reported",0,0,0
2020-06-27,Crater,"Not Reported",13,1,0
2020-06-27,Chickahominy,"Not Reported",5,0,0
2020-06-27,Portsmouth,Male,235,28,6
2020-06-27,"New River",Female,96,8,1
2020-06-27,Rappahannock,Female,1271,97,16
2020-06-27,"Central Virginia",Female,169,7,1
2020-06-27,Roanoke,"Not Reported",6,0,0
2020-06-27,"West Piedmont",Female,216,18,3
2020-06-27,"Mount Rogers",Female,376,24,13
2020-06-27,Piedmont,Male,707,43,7
2020-06-27,Chesterfield,Female,1484,64,33
2020-06-27,Fairfax,Male,6743,916,239
2020-06-27,Crater,Male,846,63,8
2020-06-27,"Central Virginia","Not Reported",0,0,0
2020-06-27,"Prince William",Female,4444,354,69
2020-06-27,"Virginia Beach",Female,584,55,14
2020-06-27,Norfolk,Female,423,49,2
2020-06-27,"Three Rivers",Female,189,31,7
2020-06-27,Arlington,Male,1237,227,68
2020-06-27,"Central Shenandoah",Female,1075,85,18
2020-06-27,Southside,Female,228,24,17
