"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-26,Norfolk,0-9,7,0,0
2020-05-26,"Cumberland Plateau",40-49,5,0,0
2020-05-26,"Eastern Shore",10-19,41,0,0
2020-05-26,"Mount Rogers",10-19,24,0,0
2020-05-26,"Rappahannock Rapidan",0-9,49,1,0
2020-05-26,"Three Rivers",0-9,4,0,0
2020-05-26,Henrico,40-49,220,14,0
2020-05-26,Alexandria,50-59,230,35,7
2020-05-26,Arlington,0-9,31,2,0
2020-05-26,Chickahominy,Missing,7,0,0
2020-05-26,"New River",20-29,27,0,0
2020-05-26,"Virginia Beach",20-29,87,2,0
2020-05-26,Chesapeake,50-59,85,16,1
2020-05-26,Alleghany,80+,25,7,6
2020-05-26,Fairfax,10-19,479,14,0
2020-05-26,Chesapeake,60-69,65,17,4
2020-05-26,"West Piedmont",Missing,1,0,0
2020-05-26,Peninsula,80+,45,23,15
2020-05-26,Crater,40-49,82,11,1
2020-05-26,Chesapeake,40-49,71,12,0
2020-05-26,"Thomas Jefferson",20-29,55,0,0
2020-05-26,"Lord Fairfax",20-29,179,3,0
2020-05-26,Norfolk,20-29,95,1,0
2020-05-26,Arlington,30-39,348,41,0
2020-05-26,"West Piedmont",60-69,23,1,0
2020-05-26,Henrico,50-59,208,22,6
2020-05-26,"West Piedmont",50-59,35,3,1
2020-05-26,"Cumberland Plateau",20-29,1,0,0
2020-05-26,Alexandria,70-79,87,32,14
2020-05-26,Portsmouth,20-29,46,2,0
2020-05-26,"Western Tidewater",30-39,60,3,0
2020-05-26,"Central Shenandoah",0-9,37,0,0
2020-05-26,Henrico,80+,264,54,58
2020-05-26,Alexandria,0-9,93,1,0
2020-05-26,Pittsylvania-Danville,40-49,19,5,0
2020-05-26,Henrico,20-29,173,8,0
2020-05-26,Roanoke,60-69,10,1,0
2020-05-26,Peninsula,30-39,69,6,1
2020-05-26,Alleghany,60-69,26,6,1
2020-05-26,"Prince William",70-79,189,52,29
2020-05-26,Norfolk,60-69,45,14,1
2020-05-26,Southside,40-49,20,5,0
2020-05-26,Chesterfield,30-39,255,1,0
2020-05-26,Loudoun,70-79,89,29,10
2020-05-26,"Central Virginia",40-49,30,0,0
2020-05-26,"New River",Missing,0,0,0
2020-05-26,Chickahominy,20-29,54,0,0
2020-05-26,"New River",0-9,2,0,0
2020-05-26,"Cumberland Plateau",0-9,0,0,0
2020-05-26,"Three Rivers",70-79,22,4,2
2020-05-26,"Rappahannock Rapidan",40-49,216,13,1
2020-05-26,Hampton,0-9,6,0,0
2020-05-26,Piedmont,50-59,140,11,0
2020-05-26,Rappahannock,20-29,241,8,0
2020-05-26,"West Piedmont",20-29,18,0,0
2020-05-26,Arlington,70-79,149,63,29
2020-05-26,Chickahominy,50-59,85,15,0
2020-05-26,Alleghany,40-49,21,0,0
2020-05-26,"Prince William",50-59,1014,122,7
2020-05-26,"Mount Rogers",0-9,18,1,0
2020-05-26,"Eastern Shore",0-9,11,1,0
2020-05-26,"Thomas Jefferson",60-69,53,14,2
2020-05-26,Pittsylvania-Danville,70-79,10,7,0
2020-05-26,Chesterfield,80+,101,13,24
2020-05-26,Richmond,0-9,29,2,0
2020-05-26,Chesapeake,80+,36,12,7
2020-05-26,Peninsula,40-49,67,5,1
2020-05-26,Henrico,0-9,44,0,0
2020-05-26,Lenowisco,80+,0,0,0
2020-05-26,Piedmont,60-69,100,12,2
2020-05-26,"West Piedmont",0-9,1,0,0
2020-05-26,"Rappahannock Rapidan",70-79,28,7,5
2020-05-26,"Central Shenandoah",70-79,87,27,11
2020-05-26,Chesapeake,30-39,83,4,0
2020-05-26,Chickahominy,0-9,6,0,0
2020-05-26,"Prince William",0-9,200,3,0
2020-05-26,"Eastern Shore",50-59,220,9,5
2020-05-26,"Mount Rogers",50-59,45,3,0
2020-05-26,Loudoun,10-19,127,0,0
2020-05-26,Southside,80+,69,6,8
2020-05-26,"Central Virginia",80+,5,2,0
2020-05-26,Rappahannock,Missing,14,0,0
