"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-06-16,20105,102,1302
2020-06-16,20106,35,210
2020-06-16,20109,1077,3921
2020-06-16,20110,1404,5684
2020-06-16,20111,863,3115
2020-06-16,20112,196,1517
2020-06-16,20115,36,266
2020-06-16,20117,8,107
2020-06-16,20118,Suppressed*,80
2020-06-16,20119,27,204
2020-06-16,20120,309,1852
2020-06-16,20121,214,1268
2020-06-16,20124,63,625
2020-06-16,20129,7,54
2020-06-16,20130,0,13
2020-06-16,20132,60,803
2020-06-16,20135,10,139
2020-06-16,20136,181,1351
2020-06-16,20137,14,91
2020-06-16,20139,Suppressed*,10
2020-06-16,20141,18,294
2020-06-16,20143,Suppressed*,56
2020-06-16,20144,Suppressed*,33
2020-06-16,20147,357,3467
2020-06-16,20148,173,1944
2020-06-16,20151,258,1249
2020-06-16,20152,158,1559
2020-06-16,20155,241,1893
2020-06-16,20158,16,187
2020-06-16,20164,1102,3977
2020-06-16,20165,277,2672
2020-06-16,20166,182,947
2020-06-16,20169,92,1079
2020-06-16,20170,971,3165
2020-06-16,20171,285,1748
2020-06-16,20175,214,2088
2020-06-16,20176,650,3468
2020-06-16,20180,23,333
2020-06-16,20181,35,454
2020-06-16,20184,Suppressed*,46
2020-06-16,20186,69,971
2020-06-16,20187,71,773
2020-06-16,20190,210,1564
2020-06-16,20191,292,1515
2020-06-16,20194,35,486
2020-06-16,20197,7,122
2020-06-16,20198,6,84
2020-06-16,22003,1202,4614
2020-06-16,22015,366,2087
2020-06-16,22025,113,947
2020-06-16,22026,226,1336
2020-06-16,22027,44,150
2020-06-16,22030,381,3000
2020-06-16,22031,394,2356
2020-06-16,22032,127,1207
2020-06-16,22033,246,1847
2020-06-16,22035,Suppressed*,38
2020-06-16,22039,58,723
2020-06-16,22041,707,2931
2020-06-16,22042,762,2854
2020-06-16,22043,232,1158
2020-06-16,22044,263,1041
2020-06-16,22046,194,1114
2020-06-16,22060,14,170
2020-06-16,22066,71,697
2020-06-16,22079,295,1759
2020-06-16,22101,122,1770
2020-06-16,22102,122,1218
2020-06-16,22124,60,707
2020-06-16,22125,Suppressed*,43
2020-06-16,22134,18,109
2020-06-16,22150,735,3173
2020-06-16,22151,269,1144
2020-06-16,22152,194,1287
2020-06-16,22153,163,1338
2020-06-16,22172,143,718
2020-06-16,22180,214,1285
2020-06-16,22181,59,563
2020-06-16,22182,117,1130
2020-06-16,22191,1482,6644
2020-06-16,22192,642,4549
2020-06-16,22193,1416,6569
2020-06-16,22201,211,1732
2020-06-16,22202,200,1282
2020-06-16,22203,308,1612
2020-06-16,22204,952,4194
2020-06-16,22205,136,1250
2020-06-16,22206,169,1163
2020-06-16,22207,268,1888
2020-06-16,22209,85,646
2020-06-16,22211,Suppressed*,16
2020-06-16,22213,18,147
2020-06-16,22214,0,2
2020-06-16,22301,77,800
2020-06-16,22302,229,2144
2020-06-16,22303,205,971
2020-06-16,22304,638,3760
2020-06-16,22305,580,2045
2020-06-16,22306,811,2868
2020-06-16,22307,71,566
2020-06-16,22308,67,480
2020-06-16,22309,606,2217
2020-06-16,22310,282,1481
2020-06-16,22311,422,2068
2020-06-16,22312,539,2268
2020-06-16,22314,192,1871
2020-06-16,22315,100,1128
2020-06-16,22401,196,1753
2020-06-16,22405,132,1584
2020-06-16,22406,109,1244
2020-06-16,22407,530,3624
2020-06-16,22408,176,1515
2020-06-16,22427,12,170
2020-06-16,22432,Suppressed*,27
2020-06-16,22433,Suppressed*,8
2020-06-16,22435,Suppressed*,90
2020-06-16,22436,0,32
2020-06-16,22437,Suppressed*,36
2020-06-16,22438,Suppressed*,25
2020-06-16,22443,33,340
2020-06-16,22448,Suppressed*,29
2020-06-16,22454,Suppressed*,65
2020-06-16,22460,5,66
2020-06-16,22469,13,94
2020-06-16,22473,19,210
2020-06-16,22476,Suppressed*,17
2020-06-16,22480,0,39
2020-06-16,22482,Suppressed*,124
2020-06-16,22485,90,1166
2020-06-16,22488,Suppressed*,56
2020-06-16,22503,6,212
2020-06-16,22504,0,9
2020-06-16,22508,54,697
2020-06-16,22509,Suppressed*,5
2020-06-16,22511,5,44
2020-06-16,22514,13,120
2020-06-16,22520,35,257
2020-06-16,22529,Suppressed*,12
2020-06-16,22530,0,3
2020-06-16,22534,Suppressed*,111
2020-06-16,22535,Suppressed*,30
2020-06-16,22538,0,13
2020-06-16,22539,Suppressed*,97
2020-06-16,22542,7,101
2020-06-16,22546,55,718
2020-06-16,22548,0,3
2020-06-16,22551,81,925
2020-06-16,22553,45,717
2020-06-16,22554,427,2947
2020-06-16,22556,214,1415
2020-06-16,22560,38,713
2020-06-16,22567,6,151
2020-06-16,22572,281,661
2020-06-16,22576,0,58
2020-06-16,22578,Suppressed*,83
2020-06-16,22579,Suppressed*,9
2020-06-16,22580,19,232
2020-06-16,22601,278,9603
2020-06-16,22602,158,492
2020-06-16,22603,98,297
2020-06-16,22610,8,25
2020-06-16,22611,19,187
2020-06-16,22620,8,67
2020-06-16,22623,Suppressed*,7
2020-06-16,22624,7,34
2020-06-16,22625,6,40
2020-06-16,22627,0,21
2020-06-16,22630,204,1031
2020-06-16,22637,Suppressed*,21
2020-06-16,22639,0,12
2020-06-16,22640,Suppressed*,12
2020-06-16,22641,0,2
2020-06-16,22642,20,102
2020-06-16,22643,0,13
2020-06-16,22644,48,72
2020-06-16,22645,24,73
2020-06-16,22646,0,9
2020-06-16,22650,Suppressed*,18
2020-06-16,22652,6,28
2020-06-16,22654,Suppressed*,11
2020-06-16,22655,106,305
2020-06-16,22656,20,74
2020-06-16,22657,53,227
2020-06-16,22660,11,24
2020-06-16,22663,13,22
2020-06-16,22664,182,746
2020-06-16,22701,685,2496
2020-06-16,22709,Suppressed*,37
2020-06-16,22711,0,3
2020-06-16,22712,98,570
2020-06-16,22713,7,50
2020-06-16,22714,14,60
2020-06-16,22715,Suppressed*,54
2020-06-16,22716,Suppressed*,26
2020-06-16,22718,Suppressed*,24
2020-06-16,22719,0,9
2020-06-16,22720,Suppressed*,37
2020-06-16,22722,0,6
2020-06-16,22723,0,7
2020-06-16,22724,12,96
2020-06-16,22726,22,87
2020-06-16,22727,19,243
2020-06-16,22728,12,138
2020-06-16,22729,Suppressed*,13
2020-06-16,22730,Suppressed*,5
2020-06-16,22731,Suppressed*,15
2020-06-16,22732,Suppressed*,13
2020-06-16,22733,17,71
2020-06-16,22734,24,173
2020-06-16,22735,Suppressed*,75
2020-06-16,22736,Suppressed*,24
