"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-26,Southside,"Not Reported",4,0,0
2020-06-26,Chesapeake,Female,483,65,8
2020-06-26,Richmond,Female,1018,94,8
2020-06-26,Roanoke,Male,151,7,2
2020-06-26,Fairfax,"Not Reported",121,3,3
2020-06-26,"Thomas Jefferson",Female,455,46,9
2020-06-26,Chesapeake,"Not Reported",1,0,0
2020-06-26,"Cumberland Plateau",Male,20,1,0
2020-06-26,"Eastern Shore",Female,655,58,23
2020-06-26,"Lord Fairfax","Not Reported",7,0,0
2020-06-26,Rappahannock,"Not Reported",11,1,0
2020-06-26,"Central Shenandoah","Not Reported",1,0,0
2020-06-26,Peninsula,Male,421,64,13
2020-06-26,Norfolk,Male,411,50,6
2020-06-26,Alexandria,Female,1169,107,29
2020-06-26,Lenowisco,Male,25,8,3
2020-06-26,Pittsylvania-Danville,Female,94,19,2
2020-06-26,"New River","Not Reported",3,0,0
2020-06-26,Chesterfield,"Not Reported",70,1,2
2020-06-26,Loudoun,Male,1883,142,31
2020-06-26,"Rappahannock Rapidan",Female,702,43,6
2020-06-26,Piedmont,Female,289,39,3
2020-06-26,Richmond,Male,1076,116,20
2020-06-26,Crater,Female,583,76,14
2020-06-26,Portsmouth,Female,212,40,10
2020-06-26,Arlington,"Not Reported",1,0,0
2020-06-26,"Mount Rogers","Not Reported",2,0,0
2020-06-26,"Thomas Jefferson","Not Reported",2,0,0
2020-06-26,"Three Rivers","Not Reported",18,0,0
2020-06-26,Hampton,Male,136,24,3
2020-06-26,Alleghany,Male,165,21,5
2020-06-26,Roanoke,Female,203,7,8
2020-06-26,Loudoun,"Not Reported",18,0,1
2020-06-26,Fairfax,Female,6946,702,237
2020-06-26,"Western Tidewater",Male,376,50,27
2020-06-26,Peninsula,"Not Reported",3,0,0
2020-06-26,"New River",Male,98,14,4
2020-06-26,"Central Shenandoah",Male,917,76,16
2020-06-26,Southside,Male,152,22,11
2020-06-26,Chesterfield,Male,1473,69,33
2020-06-26,Arlington,Female,1215,190,64
2020-06-26,Rappahannock,Male,1109,119,26
2020-06-26,"Central Virginia",Male,184,9,4
2020-06-26,Alleghany,"Not Reported",3,0,0
2020-06-26,Henrico,Male,1141,126,69
2020-06-26,"Thomas Jefferson",Male,411,41,10
2020-06-26,"Lord Fairfax",Male,910,86,32
2020-06-26,"Three Rivers",Male,418,17,2
2020-06-26,Richmond,"Not Reported",39,2,2
2020-06-26,Pittsylvania-Danville,Male,83,18,1
2020-06-26,Portsmouth,"Not Reported",3,0,0
2020-06-26,Norfolk,"Not Reported",0,0,0
2020-06-26,Chesapeake,Male,362,59,10
2020-06-26,Chickahominy,Female,345,52,16
2020-06-26,"Prince William",Male,4423,433,91
2020-06-26,"Eastern Shore","Not Reported",9,0,0
2020-06-26,"Eastern Shore",Male,642,52,19
2020-06-26,"Rappahannock Rapidan",Male,724,63,11
2020-06-26,Henrico,"Not Reported",8,0,1
2020-06-26,"Cumberland Plateau",Female,21,1,0
2020-06-26,"West Piedmont",Male,188,20,4
2020-06-26,Hampton,"Not Reported",2,0,0
2020-06-26,Alexandria,"Not Reported",8,0,0
2020-06-26,"Western Tidewater","Not Reported",2,0,0
2020-06-26,"Cumberland Plateau","Not Reported",0,0,0
2020-06-26,"Virginia Beach",Male,490,63,15
2020-06-26,Alleghany,Female,190,10,9
2020-06-26,Lenowisco,Female,24,8,1
2020-06-26,"Virginia Beach","Not Reported",12,0,0
2020-06-26,"Western Tidewater",Female,385,32,19
2020-06-26,"Mount Rogers",Male,300,47,14
2020-06-26,"Lord Fairfax",Female,985,78,32
2020-06-26,Piedmont,"Not Reported",1,0,0
2020-06-26,Alexandria,Male,1110,130,27
2020-06-26,Pittsylvania-Danville,"Not Reported",2,0,0
2020-06-26,"West Piedmont","Not Reported",5,0,0
2020-06-26,Loudoun,Female,1905,119,54
2020-06-26,Hampton,Female,158,15,2
2020-06-26,Henrico,Female,1394,118,71
2020-06-26,"Prince William","Not Reported",80,1,0
2020-06-26,Chickahominy,Male,277,54,19
2020-06-26,"Rappahannock Rapidan","Not Reported",2,1,1
2020-06-26,Peninsula,Female,481,62,21
2020-06-26,Lenowisco,"Not Reported",0,0,0
2020-06-26,Crater,"Not Reported",13,1,0
2020-06-26,Chickahominy,"Not Reported",5,0,0
2020-06-26,Portsmouth,Male,234,27,6
2020-06-26,"New River",Female,94,8,1
2020-06-26,Rappahannock,Female,1254,97,15
2020-06-26,"Central Virginia",Female,169,7,1
2020-06-26,Roanoke,"Not Reported",6,0,0
2020-06-26,"West Piedmont",Female,208,18,3
2020-06-26,"Mount Rogers",Female,371,23,13
2020-06-26,Piedmont,Male,702,43,7
2020-06-26,Chesterfield,Female,1458,64,33
2020-06-26,Fairfax,Male,6711,911,237
2020-06-26,Crater,Male,831,63,7
2020-06-26,"Central Virginia","Not Reported",0,0,0
2020-06-26,"Prince William",Female,4402,351,68
2020-06-26,"Virginia Beach",Female,580,54,13
2020-06-26,Norfolk,Female,411,47,2
2020-06-26,"Three Rivers",Female,187,31,7
2020-06-26,Arlington,Male,1233,227,68
2020-06-26,"Central Shenandoah",Female,1055,84,18
2020-06-26,Southside,Female,220,24,17
