"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-15,Norfolk,0-9,18,0,0
2020-06-15,"Cumberland Plateau",40-49,6,0,0
2020-06-15,"Eastern Shore",10-19,56,1,0
2020-06-15,"Mount Rogers",10-19,43,0,0
2020-06-15,"Rappahannock Rapidan",0-9,71,1,0
2020-06-15,"Three Rivers",0-9,9,1,0
2020-06-15,Henrico,40-49,327,23,1
2020-06-15,Alexandria,50-59,284,44,9
2020-06-15,Arlington,0-9,41,2,0
2020-06-15,Chickahominy,Missing,10,0,0
2020-06-15,"New River",20-29,33,0,0
2020-06-15,"Virginia Beach",20-29,172,3,0
2020-06-15,Chesapeake,50-59,110,19,1
2020-06-15,Alleghany,80+,24,8,5
2020-06-15,Fairfax,10-19,719,21,0
2020-06-15,Chesapeake,60-69,84,20,4
2020-06-15,"West Piedmont",Missing,0,0,0
2020-06-15,Peninsula,80+,50,23,15
2020-06-15,Crater,40-49,180,12,1
2020-06-15,Chesapeake,40-49,109,16,0
2020-06-15,"Thomas Jefferson",20-29,111,1,0
2020-06-15,"Lord Fairfax",20-29,302,4,0
2020-06-15,Norfolk,20-29,159,1,0
2020-06-15,Arlington,30-39,421,41,0
2020-06-15,"West Piedmont",60-69,38,3,0
2020-06-15,Henrico,50-59,285,30,7
2020-06-15,"West Piedmont",50-59,73,9,1
2020-06-15,"Cumberland Plateau",20-29,1,0,0
2020-06-15,Alexandria,70-79,100,37,15
2020-06-15,Portsmouth,20-29,65,3,0
2020-06-15,"Western Tidewater",30-39,83,4,0
2020-06-15,"Central Shenandoah",0-9,46,0,0
2020-06-15,Henrico,80+,304,65,68
2020-06-15,Alexandria,0-9,117,2,0
2020-06-15,Pittsylvania-Danville,40-49,33,5,0
2020-06-15,Henrico,20-29,304,15,0
2020-06-15,Roanoke,60-69,19,2,0
2020-06-15,Peninsula,30-39,124,7,1
2020-06-15,Alleghany,60-69,34,7,1
2020-06-15,"Prince William",70-79,263,73,36
2020-06-15,Norfolk,60-69,62,21,1
2020-06-15,Southside,40-49,27,5,0
2020-06-15,Chesterfield,30-39,462,4,0
2020-06-15,Loudoun,70-79,130,36,12
2020-06-15,"Central Virginia",40-49,40,0,0
2020-06-15,"New River",Missing,0,0,0
2020-06-15,Chickahominy,20-29,70,0,0
2020-06-15,"New River",0-9,3,0,0
2020-06-15,"Cumberland Plateau",0-9,0,0,0
2020-06-15,"Three Rivers",70-79,27,6,4
2020-06-15,"Rappahannock Rapidan",40-49,275,18,2
2020-06-15,Hampton,0-9,8,0,0
2020-06-15,Piedmont,50-59,169,17,0
2020-06-15,Rappahannock,20-29,363,10,0
2020-06-15,"West Piedmont",20-29,43,0,0
2020-06-15,Arlington,70-79,166,71,32
2020-06-15,Chesapeake,0-9,18,1,0
2020-06-15,Peninsula,50-59,121,18,2
2020-06-15,"Cumberland Plateau",Missing,0,0,0
2020-06-15,Peninsula,60-69,109,27,3
2020-06-15,"Lord Fairfax",30-39,295,11,1
2020-06-15,"Virginia Beach",Missing,25,0,0
2020-06-15,Arlington,40-49,402,45,4
2020-06-15,"West Piedmont",10-19,31,1,0
2020-06-15,Chickahominy,70-79,51,20,6
2020-06-15,Pittsylvania-Danville,20-29,14,0,0
2020-06-15,Loudoun,50-59,556,34,1
2020-06-15,Richmond,30-39,389,22,1
2020-06-15,"Thomas Jefferson",Missing,1,0,0
2020-06-15,"Rappahannock Rapidan",80+,20,12,4
2020-06-15,"Lord Fairfax",Missing,2,0,0
2020-06-15,"Cumberland Plateau",50-59,4,1,0
2020-06-15,Loudoun,Missing,57,0,1
2020-06-15,Southside,50-59,46,6,0
2020-06-15,Chesterfield,20-29,346,5,0
2020-06-15,Norfolk,70-79,25,15,3
2020-06-15,Alleghany,10-19,12,0,0
2020-06-15,Crater,80+,76,12,2
2020-06-15,Portsmouth,Missing,7,0,0
2020-06-15,"Western Tidewater",10-19,12,0,0
2020-06-15,Chesterfield,10-19,206,0,0
2020-06-15,Southside,60-69,47,12,3
2020-06-15,Chickahominy,50-59,102,21,1
2020-06-15,Alleghany,40-49,30,0,0
2020-06-15,"Prince William",50-59,1292,171,12
2020-06-15,"Mount Rogers",0-9,27,1,0
2020-06-15,"Eastern Shore",0-9,13,1,0
2020-06-15,"Thomas Jefferson",60-69,63,17,2
2020-06-15,Pittsylvania-Danville,70-79,19,9,0
2020-06-15,Chesterfield,80+,127,25,31
2020-06-15,Richmond,0-9,71,3,0
2020-06-15,Chesapeake,80+,41,14,9
2020-06-15,Peninsula,40-49,101,6,1
2020-06-15,Henrico,0-9,92,1,0
2020-06-15,Lenowisco,80+,0,0,0
2020-06-15,Piedmont,60-69,125,17,2
2020-06-15,"West Piedmont",0-9,7,0,0
2020-06-15,"Rappahannock Rapidan",70-79,34,12,7
2020-06-15,"Central Shenandoah",70-79,112,37,12
2020-06-15,Chesapeake,30-39,125,6,0
2020-06-15,Chickahominy,0-9,10,0,0
2020-06-15,"Prince William",0-9,281,6,0
2020-06-15,"Eastern Shore",50-59,273,17,5
2020-06-15,"Mount Rogers",50-59,72,5,1
2020-06-15,Loudoun,10-19,234,0,0
2020-06-15,Southside,80+,76,11,12
2020-06-15,"Central Virginia",80+,14,2,0
2020-06-15,Rappahannock,Missing,17,0,0
2020-06-15,"Rappahannock Rapidan",30-39,277,14,1
2020-06-15,"New River",50-59,27,3,0
2020-06-15,Richmond,80+,36,16,8
2020-06-15,"Mount Rogers",20-29,80,0,0
2020-06-15,"Eastern Shore",20-29,190,4,0
2020-06-15,Hampton,10-19,13,0,0
2020-06-15,Portsmouth,0-9,4,1,0
2020-06-15,Crater,70-79,119,25,6
2020-06-15,Chesterfield,40-49,416,14,2
2020-06-15,Alexandria,Missing,11,0,0
2020-06-15,Southside,30-39,28,0,0
2020-06-15,"Prince William",Missing,125,2,0
2020-06-15,Hampton,60-69,32,11,2
2020-06-15,Fairfax,20-29,1998,63,2
2020-06-15,"Thomas Jefferson",0-9,25,1,0
2020-06-15,Lenowisco,40-49,7,2,0
2020-06-15,"Central Virginia",10-19,15,1,0
2020-06-15,Lenowisco,70-79,5,4,1
2020-06-15,Arlington,50-59,362,65,5
2020-06-15,Piedmont,70-79,58,17,2
2020-06-15,Alexandria,60-69,185,43,2
2020-06-15,Portsmouth,30-39,86,4,0
2020-06-15,Lenowisco,20-29,6,0,0
2020-06-15,"Central Virginia",30-39,44,2,0
2020-06-15,Norfolk,10-19,42,1,0
2020-06-15,"New River",10-19,7,0,0
2020-06-15,"Central Virginia",20-29,46,2,0
2020-06-15,Rappahannock,50-59,326,40,3
2020-06-15,Rappahannock,60-69,188,41,5
2020-06-15,Piedmont,20-29,141,1,0
2020-06-15,"New River",60-69,19,2,0
2020-06-15,Roanoke,40-49,33,1,0
2020-06-15,"Three Rivers",20-29,100,4,0
2020-06-15,Rappahannock,40-49,397,33,2
2020-06-15,Portsmouth,80+,20,6,3
2020-06-15,"Central Shenandoah",Missing,0,0,0
2020-06-15,"Eastern Shore",70-79,46,14,9
2020-06-15,"Mount Rogers",70-79,55,24,9
2020-06-15,"Cumberland Plateau",70-79,2,0,0
2020-06-15,Piedmont,10-19,22,0,0
2020-06-15,Southside,20-29,31,2,0
2020-06-15,Chesterfield,50-59,339,28,2
2020-06-15,"Rappahannock Rapidan",20-29,260,4,0
2020-06-15,"Cumberland Plateau",60-69,4,1,0
2020-06-15,Roanoke,70-79,10,3,0
2020-06-15,"Central Shenandoah",20-29,323,5,0
2020-06-15,Pittsylvania-Danville,80+,3,2,2
2020-06-15,"Virginia Beach",80+,81,24,17
2020-06-15,"Central Shenandoah",50-59,323,27,1
2020-06-15,Lenowisco,Missing,0,0,0
2020-06-15,Fairfax,30-39,2573,157,4
2020-06-15,Lenowisco,60-69,5,4,2
2020-06-15,Loudoun,30-39,629,18,0
2020-06-15,"West Piedmont",80+,12,6,0
2020-06-15,Roanoke,80+,38,3,10
2020-06-15,Fairfax,40-49,2496,221,8
2020-06-15,"Thomas Jefferson",80+,71,23,14
2020-06-15,Roanoke,20-29,46,1,0
2020-06-15,Henrico,60-69,267,43,26
2020-06-15,"Lord Fairfax",40-49,278,12,1
2020-06-15,"Western Tidewater",Missing,5,0,0
2020-06-15,Chickahominy,60-69,68,16,6
2020-06-15,Chesapeake,20-29,98,3,0
2020-06-15,"Three Rivers",Missing,1,0,0
2020-06-15,Henrico,10-19,112,2,0
2020-06-15,"Mount Rogers",30-39,89,3,0
2020-06-15,"Eastern Shore",30-39,226,8,0
2020-06-15,"Lord Fairfax",60-69,197,41,10
2020-06-15,"Western Tidewater",0-9,5,0,0
2020-06-15,Rappahannock,70-79,87,24,11
2020-06-15,"Prince William",80+,212,69,57
2020-06-15,Hampton,80+,5,3,2
2020-06-15,Alexandria,80+,83,27,21
2020-06-15,"Mount Rogers",60-69,64,6,0
2020-06-15,"Eastern Shore",60-69,169,22,8
2020-06-15,"Lord Fairfax",70-79,108,30,13
2020-06-15,"New River",30-39,19,1,0
2020-06-15,Chesapeake,10-19,27,1,0
2020-06-15,Hampton,40-49,36,3,0
2020-06-15,Peninsula,Missing,6,0,0
2020-06-15,Henrico,70-79,197,45,33
2020-06-15,"Western Tidewater",20-29,58,2,0
2020-06-15,Peninsula,0-9,27,0,0
2020-06-15,Loudoun,40-49,717,29,0
2020-06-15,Pittsylvania-Danville,30-39,15,0,0
2020-06-15,Loudoun,20-29,552,6,0
2020-06-15,Crater,60-69,179,32,10
2020-06-15,Loudoun,80+,178,43,54
2020-06-15,Arlington,80+,197,79,65
2020-06-15,"Virginia Beach",10-19,36,0,0
2020-06-15,"Mount Rogers",80+,68,24,12
2020-06-15,"Eastern Shore",80+,48,18,17
2020-06-15,Crater,10-19,40,0,0
2020-06-15,Lenowisco,30-39,4,1,1
2020-06-15,Norfolk,Missing,6,1,0
2020-06-15,Henrico,Missing,33,1,1
2020-06-15,"New River",40-49,21,1,0
2020-06-15,"Central Virginia",0-9,5,0,0
2020-06-15,"New River",70-79,12,8,3
2020-06-15,Loudoun,0-9,128,2,0
2020-06-15,"Central Virginia",70-79,20,4,2
2020-06-15,Southside,0-9,1,0,0
2020-06-15,"Three Rivers",40-49,124,11,2
2020-06-15,Chickahominy,30-39,74,1,0
2020-06-15,"Central Shenandoah",60-69,225,39,8
2020-06-15,"Western Tidewater",60-69,113,13,6
2020-06-15,"Cumberland Plateau",30-39,5,0,0
2020-06-15,Portsmouth,10-19,13,0,0
2020-06-15,Chesterfield,Missing,57,0,0
2020-06-15,Alexandria,40-49,399,34,0
2020-06-15,"Thomas Jefferson",70-79,58,19,2
2020-06-15,"Three Rivers",30-39,128,3,0
2020-06-15,"Western Tidewater",70-79,82,20,16
2020-06-15,Arlington,60-69,271,76,19
2020-06-15,"Cumberland Plateau",10-19,13,0,0
2020-06-15,"West Piedmont",30-39,49,1,0
2020-06-15,Peninsula,10-19,30,1,0
2020-06-15,Lenowisco,10-19,3,0,0
2020-06-15,"Virginia Beach",0-9,13,0,0
2020-06-15,Lenowisco,50-59,13,5,0
2020-06-15,Chesapeake,70-79,52,21,2
2020-06-15,"Western Tidewater",80+,128,22,21
2020-06-15,"Thomas Jefferson",10-19,40,1,0
2020-06-15,Richmond,40-49,323,25,1
2020-06-15,"Lord Fairfax",50-59,286,21,2
2020-06-15,"Lord Fairfax",10-19,101,0,0
2020-06-15,"Rappahannock Rapidan",10-19,121,3,0
2020-06-15,Crater,50-59,219,22,2
2020-06-15,Arlington,Missing,10,1,0
2020-06-15,Roanoke,50-59,30,1,0
2020-06-15,Rappahannock,10-19,171,1,0
2020-06-15,Roanoke,10-19,14,0,0
2020-06-15,"Eastern Shore",Missing,0,0,0
2020-06-15,"Mount Rogers",Missing,1,0,0
2020-06-15,"Prince William",60-69,694,148,28
2020-06-15,Alleghany,70-79,28,5,7
2020-06-15,Crater,20-29,188,6,0
2020-06-15,Loudoun,60-69,223,36,3
2020-06-15,Fairfax,0-9,413,14,0
2020-06-15,Roanoke,Missing,3,0,0
2020-06-15,Alexandria,20-29,328,7,1
2020-06-15,Portsmouth,70-79,24,8,3
2020-06-15,Alleghany,30-39,29,2,0
2020-06-15,"Prince William",20-29,1476,46,0
2020-06-15,Southside,70-79,51,9,11
2020-06-15,Piedmont,Missing,2,0,0
2020-06-15,Rappahannock,0-9,94,1,0
2020-06-15,Henrico,30-39,368,13,0
2020-06-15,"Prince William",10-19,593,8,0
2020-06-15,Chickahominy,10-19,28,0,0
2020-06-15,"Lord Fairfax",0-9,49,0,0
2020-06-15,"Central Virginia",Missing,1,0,0
2020-06-15,Fairfax,60-69,1360,277,46
2020-06-15,Hampton,20-29,44,2,0
2020-06-15,"Central Shenandoah",40-49,298,10,0
2020-06-15,Pittsylvania-Danville,0-9,1,0,0
2020-06-15,Crater,30-39,220,3,0
2020-06-15,"Virginia Beach",70-79,65,25,7
2020-06-15,"Virginia Beach",30-39,130,9,1
2020-06-15,Piedmont,0-9,13,0,0
2020-06-15,"Central Shenandoah",30-39,277,6,0
2020-06-15,Hampton,50-59,42,8,1
2020-06-15,Peninsula,70-79,81,38,11
2020-06-15,Arlington,20-29,389,20,0
2020-06-15,"West Piedmont",70-79,20,6,3
2020-06-15,Richmond,20-29,367,10,0
2020-06-15,Roanoke,0-9,7,0,0
2020-06-15,Hampton,30-39,43,3,0
2020-06-15,"Thomas Jefferson",30-39,135,5,0
2020-06-15,"Western Tidewater",40-49,87,5,1
2020-06-15,Richmond,50-59,245,38,2
2020-06-15,"Western Tidewater",50-59,127,12,2
2020-06-15,Crater,Missing,8,0,0
2020-06-15,Chesterfield,0-9,70,0,0
2020-06-15,"Central Shenandoah",10-19,97,1,0
2020-06-15,Crater,0-9,18,1,0
2020-06-15,Fairfax,70-79,650,221,89
2020-06-15,Rappahannock,80+,63,21,8
2020-06-15,Alexandria,10-19,150,3,0
2020-06-15,Portsmouth,40-49,58,6,0
2020-06-15,"Three Rivers",50-59,80,6,0
2020-06-15,Alleghany,Missing,1,0,0
2020-06-15,Alexandria,30-39,503,28,0
2020-06-15,Southside,Missing,0,0,0
2020-06-15,Portsmouth,60-69,45,13,4
2020-06-15,Roanoke,30-39,50,0,0
2020-06-15,"Three Rivers",60-69,67,10,0
2020-06-15,Fairfax,50-59,2082,262,25
2020-06-15,Portsmouth,50-59,64,17,2
2020-06-15,Chickahominy,80+,80,32,21
2020-06-15,"Rappahannock Rapidan",50-59,194,22,2
2020-06-15,Fairfax,80+,786,280,262
2020-06-15,Hampton,Missing,5,0,0
2020-06-15,"Cumberland Plateau",80+,0,0,0
2020-06-15,Alleghany,50-59,45,4,1
2020-06-15,"Prince William",40-49,1812,134,6
2020-06-15,Fairfax,Missing,138,2,0
2020-06-15,"Virginia Beach",40-49,135,18,1
2020-06-15,Richmond,Missing,17,0,0
2020-06-15,Norfolk,40-49,106,10,0
2020-06-15,Piedmont,80+,33,12,3
2020-06-15,"Virginia Beach",60-69,120,16,1
2020-06-15,"West Piedmont",40-49,58,7,1
2020-06-15,Arlington,10-19,87,5,0
2020-06-15,Lenowisco,0-9,3,0,0
2020-06-15,Pittsylvania-Danville,50-59,27,9,0
2020-06-15,"Virginia Beach",50-59,122,13,0
2020-06-15,Chesapeake,Missing,8,1,0
2020-06-15,"Central Shenandoah",80+,86,19,11
2020-06-15,"Thomas Jefferson",40-49,112,5,0
2020-06-15,"Rappahannock Rapidan",60-69,101,16,2
2020-06-15,Norfolk,30-39,135,9,0
2020-06-15,"Rappahannock Rapidan",Missing,6,0,0
2020-06-15,"Lord Fairfax",80+,114,28,34
2020-06-15,"Three Rivers",10-19,20,0,0
2020-06-15,Piedmont,40-49,166,6,0
2020-06-15,Norfolk,80+,13,7,3
2020-06-15,Peninsula,20-29,120,1,0
2020-06-15,Norfolk,50-59,102,17,0
2020-06-15,"Thomas Jefferson",50-59,92,9,1
2020-06-15,Richmond,70-79,72,32,11
2020-06-15,Chesterfield,70-79,108,19,13
2020-06-15,Piedmont,30-39,168,1,0
2020-06-15,"Prince William",30-39,1558,87,2
2020-06-15,Alleghany,20-29,56,1,0
2020-06-15,Alleghany,0-9,4,0,0
2020-06-15,"Mount Rogers",40-49,69,0,0
2020-06-15,"Eastern Shore",40-49,237,8,2
2020-06-15,"Central Virginia",60-69,39,4,1
2020-06-15,Richmond,10-19,137,2,0
2020-06-15,Pittsylvania-Danville,60-69,18,7,1
2020-06-15,Pittsylvania-Danville,Missing,0,0,0
2020-06-15,Chesterfield,60-69,229,32,8
2020-06-15,Southside,10-19,5,0,0
2020-06-15,"New River",80+,8,3,1
2020-06-15,"Central Virginia",50-59,45,2,1
2020-06-15,Hampton,70-79,13,7,0
2020-06-15,Pittsylvania-Danville,10-19,6,0,0
2020-06-15,Richmond,60-69,175,40,6
2020-06-15,Chickahominy,40-49,75,11,1
2020-06-15,"Three Rivers",80+,28,5,3
2020-06-15,Rappahannock,30-39,434,20,0
