"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-17,Southside,"Not Reported",3,0,0
2020-05-17,Chesapeake,Female,221,41,4
2020-05-17,Richmond,Female,358,45,4
2020-05-17,Roanoke,Male,49,4,2
2020-05-17,Fairfax,"Not Reported",52,4,1
2020-05-17,"Thomas Jefferson",Female,210,36,5
2020-05-17,Chesapeake,"Not Reported",0,0,0
2020-05-17,"Cumberland Plateau",Male,14,1,0
2020-05-17,"Eastern Shore",Female,460,18,9
2020-05-17,"Lord Fairfax","Not Reported",9,0,0
2020-05-17,Rappahannock,"Not Reported",4,0,0
2020-05-17,"Central Shenandoah","Not Reported",10,0,0
2020-05-17,Peninsula,Male,230,60,12
2020-05-17,Norfolk,Male,179,28,4
2020-05-17,Alexandria,Female,756,71,18
2020-05-17,Lenowisco,Male,22,8,3
2020-05-17,Pittsylvania-Danville,Female,41,14,1
2020-05-17,"New River","Not Reported",1,0,0
2020-05-17,Chesterfield,"Not Reported",16,0,0
2020-05-17,Loudoun,Male,713,77,21
2020-05-17,"Rappahannock Rapidan",Female,307,21,4
2020-05-17,Piedmont,Female,104,12,1
2020-05-17,Richmond,Male,390,64,12
2020-05-17,Crater,Female,196,45,10
2020-05-17,Portsmouth,Female,103,21,4
2020-05-17,Arlington,"Not Reported",8,0,0
2020-05-17,"Mount Rogers","Not Reported",1,0,0
2020-05-17,"Thomas Jefferson","Not Reported",1,0,0
2020-05-17,"Three Rivers","Not Reported",1,0,0
2020-05-17,Hampton,Male,69,19,2
2020-05-17,Alleghany,Male,66,15,3
2020-05-17,Roanoke,Female,71,3,6
2020-05-17,Loudoun,"Not Reported",3,0,0
2020-05-17,Fairfax,Female,3824,476,139
2020-05-17,"Western Tidewater",Male,275,40,18
2020-05-17,Peninsula,"Not Reported",3,0,0
2020-05-17,"New River",Male,40,8,1
2020-05-17,"Central Shenandoah",Male,544,41,14
2020-05-17,Southside,Male,72,17,8
2020-05-17,Chesterfield,Male,503,40,19
2020-05-17,Arlington,Female,770,145,35
2020-05-17,Rappahannock,Male,466,73,10
2020-05-17,"Central Virginia",Male,99,10,3
2020-05-17,Alleghany,"Not Reported",1,0,0
2020-05-17,Henrico,Male,521,88,55
2020-05-17,"Thomas Jefferson",Male,169,29,8
2020-05-17,"Lord Fairfax",Male,392,35,15
2020-05-17,"Three Rivers",Male,309,13,1
2020-05-17,Richmond,"Not Reported",10,1,2
2020-05-17,Pittsylvania-Danville,Male,27,9,1
2020-05-17,Portsmouth,"Not Reported",2,0,0
2020-05-17,Norfolk,"Not Reported",0,0,0
2020-05-17,Chesapeake,Male,163,36,6
2020-05-17,Chickahominy,Female,215,38,13
2020-05-17,"Prince William",Male,2262,218,35
2020-05-17,"Eastern Shore","Not Reported",5,0,0
2020-05-17,"Eastern Shore",Male,421,26,9
2020-05-17,"Rappahannock Rapidan",Male,362,35,7
2020-05-17,Henrico,"Not Reported",1,0,0
2020-05-17,"Cumberland Plateau",Female,16,1,0
2020-05-17,"West Piedmont",Male,34,8,2
2020-05-17,Hampton,"Not Reported",2,0,0
2020-05-17,Alexandria,"Not Reported",4,0,0
2020-05-17,"Western Tidewater","Not Reported",3,0,0
2020-05-17,"Cumberland Plateau","Not Reported",0,0,0
2020-05-17,"Virginia Beach",Male,241,48,12
2020-05-17,Alleghany,Female,94,8,3
2020-05-17,Lenowisco,Female,20,7,1
2020-05-17,"Virginia Beach","Not Reported",2,0,0
2020-05-17,"Western Tidewater",Female,265,17,10
2020-05-17,"Mount Rogers",Male,113,11,4
2020-05-17,"Lord Fairfax",Female,472,40,18
2020-05-17,Piedmont,"Not Reported",0,0,0
2020-05-17,Alexandria,Male,716,88,16
2020-05-17,Pittsylvania-Danville,"Not Reported",0,0,0
2020-05-17,"West Piedmont","Not Reported",1,0,0
2020-05-17,Loudoun,Female,730,62,27
2020-05-17,Hampton,Female,90,11,1
2020-05-17,Henrico,Female,730,83,58
2020-05-17,"Prince William","Not Reported",30,1,0
2020-05-17,Chickahominy,Male,137,36,13
2020-05-17,"Rappahannock Rapidan","Not Reported",10,0,0
2020-05-17,Peninsula,Female,258,52,19
2020-05-17,Lenowisco,"Not Reported",0,0,0
2020-05-17,Crater,"Not Reported",3,2,0
2020-05-17,Chickahominy,"Not Reported",3,0,0
2020-05-17,Portsmouth,Male,120,18,6
2020-05-17,"New River",Female,47,4,0
2020-05-17,Rappahannock,Female,492,51,4
2020-05-17,"Central Virginia",Female,75,6,0
2020-05-17,Roanoke,"Not Reported",0,0,0
2020-05-17,"West Piedmont",Female,42,5,1
2020-05-17,"Mount Rogers",Female,118,6,0
2020-05-17,Piedmont,Male,455,26,4
2020-05-17,Chesterfield,Female,569,32,17
2020-05-17,Fairfax,Male,3858,619,149
2020-05-17,Crater,Male,183,30,4
2020-05-17,"Central Virginia","Not Reported",0,0,0
2020-05-17,"Prince William",Female,2155,198,43
2020-05-17,"Virginia Beach",Female,305,38,7
2020-05-17,Norfolk,Female,171,28,1
2020-05-17,"Three Rivers",Female,115,17,5
2020-05-17,Arlington,Male,812,173,40
2020-05-17,"Central Shenandoah",Female,634,47,10
2020-05-17,Southside,Female,139,17,9
