"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-02,Southside,"Not Reported",126,13,8
2020-06-02,Chesapeake,White,249,36,8
2020-06-02,"New River",Other,5,1,0
2020-06-02,Norfolk,"Black or African American",244,43,4
2020-06-02,"Central Shenandoah",Other,238,15,1
2020-06-02,Southside,Other,36,2,6
2020-06-02,Pittsylvania-Danville,Other,1,0,0
2020-06-02,"Cumberland Plateau",White,22,2,0
2020-06-02,"Rappahannock Rapidan","Black or African American",65,12,3
2020-06-02,Fairfax,"Not Reported",2889,112,109
2020-06-02,Chesapeake,"Not Reported",61,3,0
2020-06-02,"Thomas Jefferson",White,281,29,13
2020-06-02,Richmond,Other,372,51,2
2020-06-02,Peninsula,"Black or African American",156,32,9
2020-06-02,Henrico,Other,256,23,7
2020-06-02,"Cumberland Plateau","Black or African American",12,0,0
2020-06-02,Loudoun,Other,531,58,10
2020-06-02,Crater,Other,26,2,1
2020-06-02,Arlington,"Black or African American",157,52,27
2020-06-02,Alexandria,"Black or African American",281,53,11
2020-06-02,Richmond,"Black or African American",399,84,17
2020-06-02,"Lord Fairfax","Not Reported",211,4,7
2020-06-02,Fairfax,"Black or African American",681,140,26
2020-06-02,"Thomas Jefferson","Black or African American",118,36,4
2020-06-02,"West Piedmont",White,86,6,3
2020-06-02,Rappahannock,"Not Reported",598,29,0
2020-06-02,"Central Shenandoah","Not Reported",259,8,0
2020-06-02,Peninsula,White,296,75,22
2020-06-02,"Rappahannock Rapidan",White,475,36,9
2020-06-02,"Prince William",White,1416,264,82
2020-06-02,"New River","Not Reported",31,0,0
2020-06-02,Chesterfield,"Not Reported",843,3,9
2020-06-02,Alleghany,Other,4,0,0
2020-06-02,Lenowisco,White,34,15,3
2020-06-02,"Western Tidewater",White,169,29,20
2020-06-02,Hampton,Other,12,2,0
2020-06-02,Alleghany,White,138,20,15
2020-06-02,"Prince William",Other,1467,185,11
2020-06-02,Arlington,"Not Reported",689,56,13
2020-06-02,"West Piedmont","Black or African American",46,10,1
2020-06-02,Peninsula,Other,41,8,1
2020-06-02,Norfolk,Other,48,4,0
2020-06-02,"Lord Fairfax","Black or African American",47,4,1
2020-06-02,"Mount Rogers","Not Reported",25,1,0
2020-06-02,"Central Virginia","Black or African American",21,2,1
2020-06-02,"West Piedmont",Other,41,2,1
2020-06-02,Portsmouth,White,65,9,2
2020-06-02,"Thomas Jefferson","Not Reported",66,0,0
2020-06-02,"Three Rivers","Not Reported",138,4,3
2020-06-02,"Virginia Beach","Black or African American",168,18,4
2020-06-02,"Prince William","Black or African American",506,88,25
2020-06-02,Loudoun,"Not Reported",1324,4,7
2020-06-02,Loudoun,White,682,92,48
2020-06-02,Peninsula,"Not Reported",137,2,0
2020-06-02,Pittsylvania-Danville,"Black or African American",36,9,0
2020-06-02,Henrico,White,584,75,69
2020-06-02,Richmond,White,210,20,5
2020-06-02,Southside,"Black or African American",48,12,3
2020-06-02,Chickahominy,White,217,49,21
2020-06-02,"Thomas Jefferson",Other,87,5,2
2020-06-02,"Virginia Beach",Other,82,20,2
2020-06-02,"Central Shenandoah","Black or African American",77,4,2
2020-06-02,Chesterfield,White,410,43,35
2020-06-02,"Central Virginia",White,77,10,3
2020-06-02,Rappahannock,White,456,56,13
2020-06-02,"New River",White,77,13,1
2020-06-02,"Mount Rogers",Other,31,3,0
2020-06-02,Crater,White,163,19,7
2020-06-02,Alleghany,"Not Reported",64,3,0
2020-06-02,Arlington,Other,501,130,25
2020-06-02,Piedmont,White,185,12,3
2020-06-02,"Cumberland Plateau",Other,0,0,0
2020-06-02,Loudoun,"Black or African American",99,11,2
2020-06-02,"Virginia Beach",White,359,54,17
2020-06-02,Chickahominy,Other,23,6,0
2020-06-02,"New River","Black or African American",5,1,0
2020-06-02,"Virginia Beach","Not Reported",143,3,0
2020-06-02,"Rappahannock Rapidan",Other,81,12,0
2020-06-02,Piedmont,"Not Reported",311,7,2
2020-06-02,Portsmouth,Other,22,3,0
2020-06-02,Pittsylvania-Danville,"Not Reported",14,4,0
2020-06-02,"West Piedmont","Not Reported",55,3,0
2020-06-02,Norfolk,White,133,23,2
2020-06-02,Hampton,White,41,4,0
2020-06-02,"Western Tidewater","Black or African American",250,41,17
2020-06-02,"Prince William","Not Reported",3797,41,3
2020-06-02,Fairfax,White,3053,418,185
2020-06-02,Lenowisco,Other,1,0,0
2020-06-02,"Rappahannock Rapidan","Not Reported",590,23,4
2020-06-02,"Three Rivers","Black or African American",163,12,1
2020-06-02,Henrico,"Black or African American",609,107,57
2020-06-02,Lenowisco,"Not Reported",8,1,1
2020-06-02,Chesapeake,Other,47,5,2
2020-06-02,Crater,"Not Reported",242,3,3
2020-06-02,Chickahominy,"Not Reported",183,3,2
2020-06-02,"Eastern Shore","Black or African American",725,60,20
2020-06-02,Alexandria,Other,437,50,1
2020-06-02,Chesterfield,"Black or African American",262,38,10
2020-06-02,Roanoke,"Not Reported",68,0,0
