"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-02,Pittsylvania-Danville,White,51,15,3
2020-06-02,Roanoke,"Black or African American",22,6,2
2020-06-02,Alleghany,"Black or African American",5,1,1
2020-06-02,Richmond,"Not Reported",453,3,0
2020-06-02,"Central Virginia",Other,2,1,0
2020-06-02,Rappahannock,Other,421,50,2
2020-06-02,Roanoke,Other,2,0,0
2020-06-02,Piedmont,"Black or African American",227,30,1
2020-06-02,Chesterfield,Other,244,4,0
2020-06-02,Portsmouth,"Black or African American",148,33,7
2020-06-02,Portsmouth,"Not Reported",90,2,2
2020-06-02,Norfolk,"Not Reported",105,0,0
2020-06-02,"Eastern Shore",White,298,14,14
2020-06-02,"Eastern Shore","Not Reported",120,1,0
2020-06-02,Roanoke,White,79,3,7
2020-06-02,"Three Rivers",Other,50,4,0
2020-06-02,Fairfax,Other,4925,707,85
2020-06-02,Henrico,"Not Reported",470,3,2
2020-06-02,"Lord Fairfax",Other,246,19,6
2020-06-02,Piedmont,Other,28,2,0
2020-06-02,Lenowisco,"Black or African American",0,0,0
2020-06-02,Arlington,White,786,139,52
2020-06-02,Hampton,"Black or African American",104,24,3
2020-06-02,Alexandria,White,735,74,27
2020-06-02,Hampton,"Not Reported",55,0,0
2020-06-02,"Mount Rogers",White,300,29,6
2020-06-02,Alexandria,"Not Reported",547,16,5
2020-06-02,Chickahominy,"Black or African American",78,27,9
2020-06-02,Chesapeake,"Black or African American",184,45,5
2020-06-02,"Western Tidewater","Not Reported",191,2,1
2020-06-02,"Cumberland Plateau","Not Reported",1,0,0
2020-06-02,"Western Tidewater",Other,30,1,2
2020-06-02,Rappahannock,"Black or African American",162,24,3
2020-06-02,"Lord Fairfax",White,952,96,40
2020-06-02,"Three Rivers",White,184,18,4
2020-06-02,"Central Virginia","Not Reported",118,3,0
2020-06-02,"Eastern Shore",Other,39,2,1
2020-06-02,Crater,"Black or African American",378,68,9
2020-06-02,"Mount Rogers","Black or African American",5,1,0
2020-06-02,"Central Shenandoah",White,1023,96,28
2020-06-02,Southside,White,66,12,6
