"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-16,Southside,"Not Reported",3,0,0
2020-05-16,Chesapeake,Female,219,40,4
2020-05-16,Richmond,Female,350,45,4
2020-05-16,Roanoke,Male,49,4,2
2020-05-16,Fairfax,"Not Reported",52,4,1
2020-05-16,"Thomas Jefferson",Female,209,36,5
2020-05-16,Chesapeake,"Not Reported",0,0,0
2020-05-16,"Cumberland Plateau",Male,14,1,0
2020-05-16,"Eastern Shore",Female,452,18,9
2020-05-16,"Lord Fairfax","Not Reported",8,0,0
2020-05-16,Rappahannock,"Not Reported",3,0,0
2020-05-16,"Central Shenandoah","Not Reported",10,0,0
2020-05-16,Peninsula,Male,228,60,12
2020-05-16,Norfolk,Male,180,28,4
2020-05-16,Alexandria,Female,748,71,18
2020-05-16,Lenowisco,Male,22,8,3
2020-05-16,Pittsylvania-Danville,Female,40,14,1
2020-05-16,"New River","Not Reported",1,0,0
2020-05-16,Chesterfield,"Not Reported",16,0,0
2020-05-16,Loudoun,Male,706,77,21
2020-05-16,"Rappahannock Rapidan",Female,297,19,4
2020-05-16,Piedmont,Female,104,12,1
2020-05-16,Richmond,Male,381,63,12
2020-05-16,Crater,Female,194,45,10
2020-05-16,Portsmouth,Female,102,21,4
2020-05-16,Arlington,"Not Reported",8,0,0
2020-05-16,"Mount Rogers","Not Reported",1,0,0
2020-05-16,"Thomas Jefferson","Not Reported",1,0,0
2020-05-16,"Three Rivers","Not Reported",1,0,0
2020-05-16,Hampton,Male,67,19,2
2020-05-16,Alleghany,Male,65,15,3
2020-05-16,Roanoke,Female,71,3,6
2020-05-16,Loudoun,"Not Reported",3,0,0
2020-05-16,Fairfax,Female,3678,461,138
2020-05-16,"Western Tidewater",Male,271,40,18
2020-05-16,Peninsula,"Not Reported",3,0,0
2020-05-16,"New River",Male,40,8,1
2020-05-16,"Central Shenandoah",Male,540,41,14
2020-05-16,Southside,Male,72,17,8
2020-05-16,Chesterfield,Male,495,40,19
2020-05-16,Arlington,Female,758,144,34
2020-05-16,Rappahannock,Male,453,73,10
2020-05-16,"Central Virginia",Male,99,10,3
2020-05-16,Alleghany,"Not Reported",1,0,0
2020-05-16,Henrico,Male,509,88,55
2020-05-16,"Thomas Jefferson",Male,168,29,8
2020-05-16,"Lord Fairfax",Male,387,35,15
2020-05-16,"Three Rivers",Male,252,13,1
2020-05-16,Richmond,"Not Reported",10,1,2
2020-05-16,Pittsylvania-Danville,Male,27,9,1
2020-05-16,Portsmouth,"Not Reported",1,0,0
2020-05-16,Norfolk,"Not Reported",1,0,0
2020-05-16,Chesapeake,Male,161,36,6
2020-05-16,Chickahominy,Female,214,38,13
2020-05-16,"Prince William",Male,2188,211,35
2020-05-16,"Eastern Shore","Not Reported",4,0,0
2020-05-16,"Eastern Shore",Male,408,25,8
2020-05-16,"Rappahannock Rapidan",Male,358,34,7
2020-05-16,Henrico,"Not Reported",1,0,0
2020-05-16,"Cumberland Plateau",Female,16,1,0
2020-05-16,"West Piedmont",Male,32,7,2
2020-05-16,Hampton,"Not Reported",2,0,0
2020-05-16,Alexandria,"Not Reported",4,0,0
2020-05-16,"Western Tidewater","Not Reported",3,0,0
2020-05-16,"Cumberland Plateau","Not Reported",0,0,0
2020-05-16,"Virginia Beach",Male,238,48,12
2020-05-16,Alleghany,Female,92,8,3
2020-05-16,Lenowisco,Female,20,7,1
2020-05-16,"Virginia Beach","Not Reported",2,0,0
2020-05-16,"Western Tidewater",Female,263,17,10
2020-05-16,"Mount Rogers",Male,109,11,4
2020-05-16,"Lord Fairfax",Female,464,40,18
2020-05-16,Piedmont,"Not Reported",0,0,0
2020-05-16,Alexandria,Male,708,87,16
2020-05-16,Pittsylvania-Danville,"Not Reported",0,0,0
2020-05-16,"West Piedmont","Not Reported",1,0,0
2020-05-16,Loudoun,Female,721,60,27
2020-05-16,Hampton,Female,89,11,1
2020-05-16,Henrico,Female,716,82,58
2020-05-16,"Prince William","Not Reported",35,0,0
2020-05-16,Chickahominy,Male,133,35,13
2020-05-16,"Rappahannock Rapidan","Not Reported",10,0,0
2020-05-16,Peninsula,Female,247,52,19
2020-05-16,Lenowisco,"Not Reported",0,0,0
2020-05-16,Crater,"Not Reported",3,2,0
2020-05-16,Chickahominy,"Not Reported",3,0,0
2020-05-16,Portsmouth,Male,119,18,6
2020-05-16,"New River",Female,47,4,0
2020-05-16,Rappahannock,Female,484,50,4
2020-05-16,"Central Virginia",Female,74,6,0
2020-05-16,Roanoke,"Not Reported",0,0,0
2020-05-16,"West Piedmont",Female,41,5,1
2020-05-16,"Mount Rogers",Female,115,6,0
2020-05-16,Piedmont,Male,455,26,4
2020-05-16,Chesterfield,Female,567,32,17
2020-05-16,Fairfax,Male,3745,611,146
2020-05-16,Crater,Male,181,30,4
2020-05-16,"Central Virginia","Not Reported",0,0,0
2020-05-16,"Prince William",Female,2097,194,42
2020-05-16,"Virginia Beach",Female,299,38,7
2020-05-16,Norfolk,Female,169,28,1
2020-05-16,"Three Rivers",Female,114,17,5
2020-05-16,Arlington,Male,794,173,40
2020-05-16,"Central Shenandoah",Female,631,45,10
2020-05-16,Southside,Female,136,17,9
