"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-15,Crater,Missing,0,0,0
2020-05-15,Arlington,50-59,250,48,3
2020-05-15,Piedmont,70-79,29,12,2
2020-05-15,Alexandria,60-69,122,25,1
2020-05-15,Portsmouth,30-39,58,3,0
2020-05-15,Lenowisco,20-29,6,0,0
2020-05-15,"Central Virginia",30-39,30,1,0
2020-05-15,Norfolk,10-19,14,1,0
2020-05-15,"New River",10-19,3,0,0
2020-05-15,"Central Virginia",20-29,24,2,0
2020-05-15,Rappahannock,50-59,153,24,1
2020-05-15,Rappahannock,60-69,89,32,4
2020-05-15,Piedmont,20-29,75,0,0
2020-05-15,"New River",60-69,15,2,0
2020-05-15,Roanoke,40-49,16,0,0
2020-05-15,"Three Rivers",20-29,51,1,0
2020-05-15,Rappahannock,40-49,178,25,2
2020-05-15,Portsmouth,80+,13,4,2
2020-05-15,"Central Shenandoah",Missing,1,0,0
2020-05-15,"Eastern Shore",70-79,39,5,1
2020-05-15,"Mount Rogers",70-79,13,6,1
2020-05-15,"Cumberland Plateau",70-79,2,0,0
2020-05-15,Piedmont,10-19,3,0,0
2020-05-15,Southside,20-29,21,2,0
2020-05-15,Chesterfield,50-59,163,17,1
2020-05-15,"Rappahannock Rapidan",20-29,114,1,0
2020-05-15,"Cumberland Plateau",60-69,2,1,0
2020-05-15,Roanoke,70-79,8,2,0
2020-05-15,"Central Shenandoah",20-29,196,4,0
2020-05-15,Pittsylvania-Danville,80+,3,2,1
2020-05-15,"Virginia Beach",80+,64,18,12
2020-05-15,"Central Shenandoah",50-59,217,20,1
2020-05-15,Lenowisco,Missing,0,0,0
2020-05-15,Fairfax,30-39,1385,103,3
2020-05-15,Lenowisco,60-69,5,4,2
2020-05-15,Loudoun,30-39,212,11,0
2020-05-15,"West Piedmont",80+,4,1,0
2020-05-15,Roanoke,80+,35,3,1
2020-05-15,Fairfax,40-49,1436,149,4
2020-05-15,"Thomas Jefferson",80+,59,20,9
2020-05-15,Roanoke,20-29,12,0,0
2020-05-15,Henrico,60-69,159,28,19
2020-05-15,"Lord Fairfax",40-49,123,4,1
2020-05-15,"Western Tidewater",Missing,2,0,0
2020-05-15,Chickahominy,60-69,40,14,4
2020-05-15,Chesapeake,20-29,43,3,0
2020-05-15,"Three Rivers",Missing,1,0,0
2020-05-15,"Virginia Beach",0-9,3,0,0
2020-05-15,Lenowisco,50-59,13,5,0
2020-05-15,Chesapeake,70-79,35,17,1
2020-05-15,"Western Tidewater",80+,128,21,14
2020-05-15,"Thomas Jefferson",10-19,9,0,0
2020-05-15,Richmond,40-49,132,12,0
2020-05-15,"Lord Fairfax",50-59,160,8,1
2020-05-15,"Lord Fairfax",10-19,39,0,0
2020-05-15,"Rappahannock Rapidan",10-19,44,0,0
2020-05-15,Crater,50-59,62,15,1
2020-05-15,Arlington,Missing,1,0,0
2020-05-15,Roanoke,50-59,13,1,0
2020-05-15,Rappahannock,10-19,59,1,0
2020-05-15,Roanoke,10-19,0,0,0
2020-05-15,"Eastern Shore",Missing,0,0,0
2020-05-15,"Mount Rogers",Missing,0,0,0
2020-05-15,"Prince William",60-69,391,65,13
2020-05-15,Alleghany,70-79,18,3,2
2020-05-15,Crater,20-29,45,5,0
2020-05-15,Loudoun,60-69,119,21,3
2020-05-15,Fairfax,0-9,136,6,0
2020-05-15,Roanoke,Missing,4,0,0
2020-05-15,Alexandria,20-29,204,5,1
2020-05-15,Portsmouth,70-79,16,5,3
2020-05-15,Alleghany,30-39,13,2,0
2020-05-15,"Prince William",20-29,695,27,0
2020-05-15,Southside,70-79,30,8,6
2020-05-15,Piedmont,Missing,0,0,0
2020-05-15,Rappahannock,0-9,20,1,0
2020-05-15,Henrico,30-39,142,6,0
2020-05-15,"Prince William",10-19,219,3,0
2020-05-15,Chickahominy,10-19,8,0,0
2020-05-15,"Lord Fairfax",0-9,14,0,0
2020-05-15,"Central Virginia",Missing,0,0,0
2020-05-15,Fairfax,60-69,821,202,34
2020-05-15,Hampton,20-29,29,1,0
2020-05-15,"Central Shenandoah",40-49,208,3,0
2020-05-15,Pittsylvania-Danville,0-9,1,0,0
2020-05-15,Crater,30-39,48,1,0
2020-05-15,"Virginia Beach",70-79,48,22,5
2020-05-15,"Virginia Beach",30-39,79,6,0
2020-05-15,Piedmont,0-9,1,0,0
2020-05-15,"Central Shenandoah",30-39,178,4,0
2020-05-15,Hampton,50-59,33,8,1
2020-05-15,Peninsula,70-79,72,36,10
2020-05-15,Arlington,20-29,223,20,0
2020-05-15,"West Piedmont",70-79,10,6,2
2020-05-15,Richmond,20-29,114,5,0
2020-05-15,Roanoke,0-9,3,0,0
2020-05-15,Hampton,30-39,28,2,0
2020-05-15,"Thomas Jefferson",30-39,56,3,0
2020-05-15,"Western Tidewater",40-49,67,3,0
2020-05-15,Richmond,50-59,109,21,0
2020-05-15,"Western Tidewater",50-59,87,5,0
2020-05-15,Lenowisco,10-19,2,0,0
2020-05-15,Chesapeake,0-9,8,1,0
2020-05-15,Peninsula,50-59,86,15,2
2020-05-15,"Cumberland Plateau",Missing,0,0,0
2020-05-15,Peninsula,60-69,95,26,3
2020-05-15,"Lord Fairfax",30-39,120,8,0
2020-05-15,"Virginia Beach",Missing,8,0,0
2020-05-15,Arlington,40-49,253,39,2
2020-05-15,"West Piedmont",10-19,3,0,0
2020-05-15,Chickahominy,70-79,33,14,4
2020-05-15,Pittsylvania-Danville,20-29,6,0,0
2020-05-15,Loudoun,50-59,257,22,1
2020-05-15,Richmond,30-39,127,7,0
2020-05-15,"Thomas Jefferson",Missing,0,0,0
2020-05-15,"Rappahannock Rapidan",80+,13,8,4
2020-05-15,"Lord Fairfax",Missing,1,0,0
2020-05-15,"Cumberland Plateau",50-59,3,1,0
2020-05-15,Loudoun,Missing,2,0,0
2020-05-15,Southside,50-59,32,5,0
2020-05-15,Chesterfield,20-29,121,3,0
2020-05-15,Norfolk,70-79,16,13,1
2020-05-15,Alleghany,10-19,2,0,0
2020-05-15,Crater,80+,23,6,0
2020-05-15,Portsmouth,Missing,0,0,0
2020-05-15,"Western Tidewater",10-19,5,0,0
2020-05-15,Chesterfield,10-19,66,0,0
2020-05-15,Southside,60-69,30,9,3
2020-05-15,"West Piedmont",20-29,7,0,0
2020-05-15,Arlington,70-79,130,53,18
2020-05-15,Chickahominy,50-59,67,14,0
2020-05-15,Alleghany,40-49,17,0,0
2020-05-15,"Prince William",50-59,728,96,4
2020-05-15,"Mount Rogers",0-9,15,1,0
2020-05-15,"Eastern Shore",0-9,10,0,0
2020-05-15,"Thomas Jefferson",60-69,46,13,2
2020-05-15,Pittsylvania-Danville,70-79,10,7,0
2020-05-15,Chesterfield,80+,94,13,19
2020-05-15,Richmond,0-9,16,2,0
2020-05-15,Chesapeake,80+,31,11,5
2020-05-15,Peninsula,40-49,58,4,1
2020-05-15,Henrico,0-9,30,0,0
2020-05-15,Lenowisco,80+,0,0,0
2020-05-15,Piedmont,60-69,77,9,2
2020-05-15,"West Piedmont",0-9,0,0,0
2020-05-15,"Rappahannock Rapidan",70-79,20,5,4
2020-05-15,"Central Shenandoah",70-79,70,16,9
2020-05-15,Chesapeake,30-39,67,3,0
2020-05-15,Chickahominy,0-9,4,0,0
2020-05-15,"Prince William",0-9,106,2,0
2020-05-15,"Eastern Shore",50-59,183,8,5
2020-05-15,"Mount Rogers",50-59,35,2,0
2020-05-15,Loudoun,10-19,58,0,0
2020-05-15,Southside,80+,48,6,7
2020-05-15,"Central Virginia",80+,5,2,0
2020-05-15,Rappahannock,Missing,6,0,0
2020-05-15,"Rappahannock Rapidan",30-39,139,9,1
2020-05-15,"New River",50-59,15,2,0
2020-05-15,Richmond,80+,22,10,7
2020-05-15,"Mount Rogers",20-29,36,0,0
2020-05-15,"Eastern Shore",20-29,115,1,0
2020-05-15,Hampton,10-19,7,0,0
2020-05-15,Portsmouth,0-9,1,1,0
2020-05-15,Crater,70-79,40,16,4
2020-05-15,Chesterfield,40-49,198,7,2
2020-05-15,Alexandria,Missing,3,0,0
2020-05-15,Southside,30-39,16,0,0
2020-05-15,"Prince William",Missing,39,0,0
2020-05-15,Hampton,60-69,22,8,1
2020-05-15,Fairfax,20-29,1010,48,1
2020-05-15,"Thomas Jefferson",0-9,5,1,0
2020-05-15,Lenowisco,40-49,5,2,0
2020-05-15,"Central Virginia",10-19,12,1,0
2020-05-15,Lenowisco,70-79,4,3,1
2020-05-15,Chickahominy,40-49,47,7,1
2020-05-15,"Three Rivers",80+,21,5,3
2020-05-15,Rappahannock,30-39,194,10,0
2020-05-15,"Lord Fairfax",60-69,117,23,7
2020-05-15,"Western Tidewater",0-9,3,0,0
2020-05-15,Rappahannock,70-79,24,14,4
2020-05-15,"Prince William",80+,109,35,33
