"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-15,Hampton,80+,3,2,1
2020-05-15,Alexandria,80+,64,20,14
2020-05-15,"Mount Rogers",60-69,20,1,0
2020-05-15,"Eastern Shore",60-69,118,9,4
2020-05-15,"Lord Fairfax",70-79,61,15,6
2020-05-15,"New River",30-39,6,0,0
2020-05-15,Chesapeake,10-19,8,0,0
2020-05-15,Hampton,40-49,19,2,0
2020-05-15,Peninsula,Missing,4,0,0
2020-05-15,Henrico,70-79,152,38,31
2020-05-15,"Western Tidewater",20-29,33,0,0
2020-05-15,Peninsula,0-9,11,0,0
2020-05-15,Loudoun,40-49,303,16,0
2020-05-15,Pittsylvania-Danville,30-39,9,0,0
2020-05-15,Loudoun,20-29,197,2,0
2020-05-15,Crater,60-69,63,22,8
2020-05-15,Loudoun,80+,114,34,36
2020-05-15,Arlington,80+,138,56,37
2020-05-15,"Virginia Beach",10-19,16,0,0
2020-05-15,"Mount Rogers",80+,4,4,3
2020-05-15,"Eastern Shore",80+,37,11,4
2020-05-15,Crater,10-19,14,0,0
2020-05-15,Lenowisco,30-39,3,1,1
2020-05-15,Norfolk,Missing,5,0,0
2020-05-15,Henrico,Missing,11,1,1
2020-05-15,"New River",40-49,13,1,0
2020-05-15,"Central Virginia",0-9,3,0,0
2020-05-15,"New River",70-79,9,5,1
2020-05-15,Loudoun,0-9,38,1,0
2020-05-15,"Central Virginia",70-79,13,4,1
2020-05-15,Southside,0-9,1,0,0
2020-05-15,"Three Rivers",40-49,78,7,1
2020-05-15,Chickahominy,30-39,43,0,0
2020-05-15,"Central Shenandoah",60-69,152,23,4
2020-05-15,"Western Tidewater",60-69,94,10,4
2020-05-15,"Cumberland Plateau",30-39,5,0,0
2020-05-15,Portsmouth,10-19,1,0,0
2020-05-15,Chesterfield,Missing,8,0,0
2020-05-15,Alexandria,40-49,269,24,0
2020-05-15,"Thomas Jefferson",70-79,44,15,1
2020-05-15,"Three Rivers",30-39,71,2,0
2020-05-15,"Western Tidewater",70-79,71,17,10
2020-05-15,Arlington,60-69,197,50,11
2020-05-15,"Cumberland Plateau",10-19,11,0,0
2020-05-15,"West Piedmont",30-39,3,0,0
2020-05-15,Peninsula,10-19,8,1,0
2020-05-15,Norfolk,0-9,4,0,0
2020-05-15,"Cumberland Plateau",40-49,4,0,0
2020-05-15,"Eastern Shore",10-19,34,0,0
2020-05-15,"Mount Rogers",10-19,12,0,0
2020-05-15,"Rappahannock Rapidan",0-9,22,1,0
2020-05-15,"Three Rivers",0-9,2,0,0
2020-05-15,Henrico,40-49,164,13,0
2020-05-15,Alexandria,50-59,185,32,7
2020-05-15,Arlington,0-9,23,2,0
2020-05-15,Chickahominy,Missing,2,0,0
2020-05-15,"New River",20-29,21,0,0
2020-05-15,"Virginia Beach",20-29,63,1,0
2020-05-15,Chesapeake,50-59,75,15,1
2020-05-15,Alleghany,80+,21,7,2
2020-05-15,Fairfax,10-19,278,10,0
2020-05-15,Chesapeake,60-69,51,16,3
2020-05-15,"West Piedmont",Missing,0,0,0
2020-05-15,Peninsula,80+,36,22,14
2020-05-15,Crater,40-49,65,10,1
2020-05-15,Chesapeake,40-49,59,10,0
2020-05-15,"Thomas Jefferson",20-29,49,0,0
2020-05-15,"Lord Fairfax",20-29,122,0,0
2020-05-15,Norfolk,20-29,72,1,0
2020-05-15,Arlington,30-39,280,33,0
2020-05-15,"West Piedmont",60-69,14,1,0
2020-05-15,Henrico,50-59,165,23,5
2020-05-15,"West Piedmont",50-59,17,1,0
2020-05-15,"Cumberland Plateau",20-29,1,0,0
2020-05-15,Alexandria,70-79,77,30,9
2020-05-15,Portsmouth,20-29,29,2,0
2020-05-15,"Western Tidewater",30-39,42,1,0
2020-05-15,"Central Shenandoah",0-9,23,0,0
2020-05-15,Henrico,80+,234,52,57
2020-05-15,Alexandria,0-9,60,2,0
2020-05-15,Pittsylvania-Danville,40-49,11,4,0
2020-05-15,Henrico,20-29,114,7,0
2020-05-15,Roanoke,60-69,9,1,0
2020-05-15,Peninsula,30-39,55,6,1
2020-05-15,Alleghany,60-69,24,6,0
2020-05-15,"Prince William",70-79,149,45,22
2020-05-15,Norfolk,60-69,35,13,1
2020-05-15,Southside,40-49,18,3,0
2020-05-15,Chesterfield,30-39,198,1,0
2020-05-15,Loudoun,70-79,74,27,8
2020-05-15,"Central Virginia",40-49,23,1,0
2020-05-15,"New River",Missing,0,0,0
2020-05-15,Chickahominy,20-29,40,0,0
2020-05-15,"New River",0-9,2,0,0
2020-05-15,"Cumberland Plateau",0-9,0,0,0
2020-05-15,"Three Rivers",70-79,21,4,2
2020-05-15,"Rappahannock Rapidan",40-49,141,9,1
2020-05-15,Hampton,0-9,6,0,0
2020-05-15,Piedmont,50-59,108,9,0
2020-05-15,Rappahannock,20-29,163,7,0
2020-05-15,Henrico,10-19,27,1,0
2020-05-15,"Mount Rogers",30-39,42,3,0
2020-05-15,"Eastern Shore",30-39,145,3,0
2020-05-15,Chesterfield,0-9,12,0,0
2020-05-15,"Central Shenandoah",10-19,51,1,0
2020-05-15,Crater,0-9,5,1,0
2020-05-15,Fairfax,70-79,410,145,50
2020-05-15,Rappahannock,80+,16,9,3
2020-05-15,Alexandria,10-19,84,1,0
2020-05-15,Portsmouth,40-49,35,3,0
2020-05-15,"Three Rivers",50-59,48,3,0
2020-05-15,Alleghany,Missing,0,0,0
2020-05-15,Alexandria,30-39,328,20,0
2020-05-15,Southside,Missing,0,0,0
2020-05-15,Portsmouth,60-69,27,9,4
2020-05-15,Roanoke,30-39,20,0,0
2020-05-15,"Three Rivers",60-69,54,8,0
2020-05-15,Fairfax,50-59,1205,187,16
2020-05-15,Portsmouth,50-59,39,12,1
2020-05-15,Chickahominy,80+,58,22,17
2020-05-15,"Rappahannock Rapidan",50-59,87,12,0
2020-05-15,Fairfax,80+,539,199,172
2020-05-15,Hampton,Missing,0,0,0
2020-05-15,"Cumberland Plateau",80+,0,0,0
2020-05-15,Alleghany,50-59,35,4,0
2020-05-15,"Prince William",40-49,904,78,2
2020-05-15,Fairfax,Missing,25,1,0
2020-05-15,"Virginia Beach",40-49,82,14,1
2020-05-15,Richmond,Missing,0,0,0
2020-05-15,Norfolk,40-49,60,9,0
2020-05-15,Piedmont,80+,13,3,1
2020-05-15,"Virginia Beach",60-69,86,13,1
2020-05-15,"West Piedmont",40-49,11,1,0
2020-05-15,Arlington,10-19,39,5,0
2020-05-15,Lenowisco,0-9,4,0,0
2020-05-15,Pittsylvania-Danville,50-59,12,5,0
2020-05-15,"Virginia Beach",50-59,86,12,0
2020-05-15,Chesapeake,Missing,2,0,0
2020-05-15,"Central Shenandoah",80+,67,11,10
2020-05-15,"Thomas Jefferson",40-49,44,5,0
2020-05-15,"Rappahannock Rapidan",60-69,52,8,1
2020-05-15,Norfolk,30-39,76,6,0
2020-05-15,"Rappahannock Rapidan",Missing,1,0,0
2020-05-15,"Lord Fairfax",80+,58,17,17
2020-05-15,"Three Rivers",10-19,12,0,0
2020-05-15,Piedmont,40-49,104,4,0
2020-05-15,Norfolk,80+,9,6,3
2020-05-15,Peninsula,20-29,49,1,0
2020-05-15,Norfolk,50-59,58,7,0
2020-05-15,"Thomas Jefferson",50-59,58,8,1
2020-05-15,Richmond,70-79,32,17,6
2020-05-15,Chesterfield,70-79,66,13,6
2020-05-15,Piedmont,30-39,97,0,0
2020-05-15,"Prince William",30-39,790,47,1
2020-05-15,Alleghany,20-29,27,1,0
2020-05-15,Alleghany,0-9,0,0,0
2020-05-15,"Mount Rogers",40-49,32,0,0
2020-05-15,"Eastern Shore",40-49,160,4,2
2020-05-15,"Central Virginia",60-69,32,3,1
2020-05-15,Richmond,10-19,27,2,0
2020-05-15,Pittsylvania-Danville,60-69,8,4,1
2020-05-15,Pittsylvania-Danville,Missing,0,0,0
2020-05-15,Chesterfield,60-69,117,18,8
2020-05-15,Southside,10-19,3,0,0
2020-05-15,"New River",80+,4,2,0
2020-05-15,"Central Virginia",50-59,29,2,1
2020-05-15,Hampton,70-79,11,6,0
2020-05-15,Pittsylvania-Danville,10-19,1,0,0
2020-05-15,Richmond,60-69,86,29,5
