"Report Date","ZIP Code","Number of Cases","Number of PCR Testing Encounters"
5/21/2020,20105,66,507
5/21/2020,20106,28,92
5/21/2020,20109,656,1681
5/21/2020,20110,817,1931
5/21/2020,20111,522,1354
5/21/2020,20112,122,711
5/21/2020,20115,24,121
5/21/2020,20117,7,46
5/21/2020,20118,Suppressed*,31
5/21/2020,20119,17,93
5/21/2020,20120,180,834
5/21/2020,20121,123,574
5/21/2020,20124,37,267
5/21/2020,20129,7,24
5/21/2020,20130,0,7
5/21/2020,20132,31,273
5/21/2020,20135,5,57
5/21/2020,20136,106,580
5/21/2020,20137,5,30
5/21/2020,20139,Suppressed*,6
5/21/2020,20141,9,108
5/21/2020,20143,Suppressed*,19
5/21/2020,20144,Suppressed*,12
5/21/2020,20147,234,1422
5/21/2020,20148,90,717
5/21/2020,20151,152,509
5/21/2020,20152,100,477
5/21/2020,20155,150,772
5/21/2020,20158,9,58
5/21/2020,20164,511,1355
5/21/2020,20165,150,722
5/21/2020,20166,81,362
5/21/2020,20169,65,431
5/21/2020,20170,502,1303
5/21/2020,20171,201,802
5/21/2020,20175,89,573
5/21/2020,20176,267,1064
5/21/2020,20180,9,133
5/21/2020,20181,27,218
5/21/2020,20184,Suppressed*,23
5/21/2020,20186,46,374
5/21/2020,20187,43,338
5/21/2020,20190,142,618
5/21/2020,20191,187,766
5/21/2020,20194,24,222
5/21/2020,20197,Suppressed*,47
5/21/2020,20198,Suppressed*,40
5/21/2020,22003,771,2081
5/21/2020,22015,281,1021
5/21/2020,22025,75,445
5/21/2020,22026,121,608
5/21/2020,22027,41,74
5/21/2020,22030,237,1219
5/21/2020,22031,239,965
5/21/2020,22032,93,572
5/21/2020,22033,151,797
5/21/2020,22035,0,5
5/21/2020,22039,49,339
5/21/2020,22041,511,1286
5/21/2020,22042,471,1309
5/21/2020,22043,161,573
5/21/2020,22044,182,482
5/21/2020,22046,114,457
5/21/2020,22060,12,87
5/21/2020,22066,42,360
5/21/2020,22079,208,945
5/21/2020,22101,92,742
5/21/2020,22102,80,609
5/21/2020,22124,37,317
5/21/2020,22125,Suppressed*,24
5/21/2020,22134,13,54
5/21/2020,22150,540,1408
5/21/2020,22151,191,589
5/21/2020,22152,141,622
5/21/2020,22153,113,644
5/21/2020,22172,90,338
5/21/2020,22180,125,591
5/21/2020,22181,35,272
5/21/2020,22182,77,541
5/21/2020,22191,972,3264
5/21/2020,22192,389,1947
5/21/2020,22193,894,3103
5/21/2020,22201,167,905
5/21/2020,22202,135,614
