DEPUTIES TESTED,72
DEPUTY NEGATIVE RESULTS,67
DEPUTY POSITIVE RESULTS,2
DEPUTY RESULTS PENDING,3
DEPUTIES CLEARED*,2
TOTAL DEPUTIES,408
