"﻿Report Date",HealthDistrict,HPRName,Cases,Death
2020-05-29,Alexandria,"Northern Region",0,0
2020-05-29,Alleghany,"Southwest Region",0,0
2020-05-29,Arlington,"Northern Region",0,0
2020-05-29,"Central Shenandoah","Northwest Region",0,0
2020-05-29,"Central Virginia","Southwest Region",0,0
2020-05-29,Chesapeake,"Eastern Region",0,0
2020-05-29,Chesterfield,"Central Region",0,0
2020-05-29,Chickahominy,"Central Region",0,0
2020-05-29,Crater,"Central Region",0,0
2020-05-29,"Cumberland Plateau","Southwest Region",0,0
2020-05-29,"Eastern Shore","Eastern Region",0,0
2020-05-29,Fairfax,"Northern Region",2,0
2020-05-29,Hampton,"Eastern Region",0,0
2020-05-29,Henrico,"Central Region",0,0
2020-05-29,Lenowisco,"Southwest Region",0,0
2020-05-29,"Lord Fairfax","Northwest Region",0,0
2020-05-29,Loudoun,"Northern Region",0,0
2020-05-29,"Mount Rogers","Southwest Region",0,0
2020-05-29,"New River","Southwest Region",0,0
2020-05-29,Norfolk,"Eastern Region",0,0
2020-05-29,Peninsula,"Eastern Region",0,0
2020-05-29,Piedmont,"Central Region",0,0
2020-05-29,Pittsylvania-Danville,"Southwest Region",0,0
2020-05-29,Portsmouth,"Eastern Region",0,0
2020-05-29,"Prince William","Northern Region",0,0
2020-05-29,Rappahannock,"Northwest Region",0,0
2020-05-29,"Rappahannock Rapidan","Northwest Region",0,0
2020-05-29,Richmond,"Central Region",0,0
2020-05-29,Roanoke,"Southwest Region",0,0
2020-05-29,Southside,"Central Region",0,0
2020-05-29,"Thomas Jefferson","Northwest Region",0,0
2020-05-29,"Three Rivers","Eastern Region",0,0
2020-05-29,"Virginia Beach","Eastern Region",0,0
2020-05-29,"West Piedmont","Southwest Region",0,0
2020-05-29,"Western Tidewater","Eastern Region",0,0
