"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-28,Crater,Missing,5,0,0
2020-05-28,Arlington,50-59,321,56,4
2020-05-28,Piedmont,70-79,39,12,2
2020-05-28,Alexandria,60-69,160,30,2
2020-05-28,Portsmouth,30-39,65,3,0
2020-05-28,Lenowisco,20-29,6,0,0
2020-05-28,"Central Virginia",30-39,37,2,0
2020-05-28,Norfolk,10-19,22,1,0
2020-05-28,"New River",10-19,5,0,0
2020-05-28,"Central Virginia",20-29,28,2,0
2020-05-28,Rappahannock,50-59,229,29,1
2020-05-28,Rappahannock,60-69,136,34,4
2020-05-28,Piedmont,20-29,109,0,0
2020-05-28,"New River",60-69,17,2,0
2020-05-28,Roanoke,40-49,20,1,0
2020-05-28,"Three Rivers",20-29,79,2,0
2020-05-28,Rappahannock,40-49,274,28,2
2020-05-28,Portsmouth,80+,16,6,3
2020-05-28,"Central Shenandoah",Missing,1,0,0
2020-05-28,"Eastern Shore",70-79,41,10,6
2020-05-28,"Mount Rogers",70-79,19,6,1
2020-05-28,"Cumberland Plateau",70-79,2,0,0
2020-05-28,Piedmont,10-19,11,0,0
2020-05-28,Southside,20-29,28,2,0
2020-05-28,Chesterfield,50-59,220,18,1
2020-05-28,"Rappahannock Rapidan",20-29,212,2,0
2020-05-28,"Cumberland Plateau",60-69,4,1,0
2020-05-28,Roanoke,70-79,9,3,0
2020-05-28,"Central Shenandoah",20-29,272,5,0
2020-05-28,Pittsylvania-Danville,80+,3,2,2
2020-05-28,"Virginia Beach",80+,70,19,14
2020-05-28,"Central Shenandoah",50-59,258,22,1
2020-05-28,Lenowisco,Missing,0,0,0
2020-05-28,Fairfax,30-39,2084,132,3
2020-05-28,Lenowisco,60-69,5,4,2
2020-05-28,Loudoun,30-39,411,14,0
2020-05-28,"West Piedmont",80+,7,3,0
2020-05-28,Roanoke,80+,36,3,9
2020-05-28,Fairfax,40-49,2020,191,6
2020-05-28,"Thomas Jefferson",80+,63,21,14
2020-05-28,Roanoke,20-29,19,0,0
2020-05-28,Henrico,60-69,203,33,23
2020-05-28,"Lord Fairfax",40-49,200,8,1
2020-05-28,"Western Tidewater",Missing,2,0,0
2020-05-28,Chickahominy,60-69,56,14,6
2020-05-28,Chesapeake,20-29,57,3,0
2020-05-28,"Three Rivers",Missing,1,0,0
2020-05-28,Chickahominy,40-49,65,8,1
2020-05-28,"Three Rivers",80+,25,5,3
2020-05-28,Rappahannock,30-39,296,13,0
2020-05-28,"Lord Fairfax",60-69,165,30,8
2020-05-28,"Western Tidewater",0-9,5,0,0
2020-05-28,Rappahannock,70-79,41,16,6
2020-05-28,"Prince William",80+,149,49,50
2020-05-28,Hampton,80+,3,2,1
2020-05-28,Alexandria,80+,74,24,19
2020-05-28,"Mount Rogers",60-69,35,3,0
