"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-02,Southside,"Not Reported",3,0,0
2020-06-02,Chesapeake,Female,310,47,7
2020-06-02,Richmond,Female,671,65,5
2020-06-02,Roanoke,Male,72,5,2
2020-06-02,Fairfax,"Not Reported",118,4,7
2020-06-02,"Thomas Jefferson",Female,298,38,9
2020-06-02,Chesapeake,"Not Reported",0,0,0
2020-06-02,"Cumberland Plateau",Male,16,1,0
2020-06-02,"Eastern Shore",Female,599,37,18
2020-06-02,"Lord Fairfax","Not Reported",13,0,0
2020-06-02,Rappahannock,"Not Reported",12,3,0
2020-06-02,"Central Shenandoah","Not Reported",8,0,0
2020-06-02,Peninsula,Male,295,62,12
2020-06-02,Norfolk,Male,267,34,5
2020-06-02,Alexandria,Female,1027,83,24
2020-06-02,Lenowisco,Male,22,8,3
2020-06-02,Pittsylvania-Danville,Female,57,16,2
2020-06-02,"New River","Not Reported",1,0,0
2020-06-02,Chesterfield,"Not Reported",59,0,1
2020-06-02,Loudoun,Male,1291,88,28
2020-06-02,"Rappahannock Rapidan",Female,580,30,6
2020-06-02,Piedmont,Female,190,20,2
2020-06-02,Richmond,Male,718,91,17
2020-06-02,Crater,Female,383,53,14
2020-06-02,Portsmouth,Female,152,26,5
2020-06-02,Arlington,"Not Reported",10,1,0
2020-06-02,"Mount Rogers","Not Reported",2,0,0
2020-06-02,"Thomas Jefferson","Not Reported",1,0,0
2020-06-02,"Three Rivers","Not Reported",4,0,0
2020-06-02,Hampton,Male,97,19,2
2020-06-02,Alleghany,Male,92,15,6
2020-06-02,Roanoke,Female,99,4,7
2020-06-02,Loudoun,"Not Reported",15,0,4
2020-06-02,Fairfax,Female,5756,593,196
2020-06-02,"Western Tidewater",Male,319,48,23
2020-06-02,Peninsula,"Not Reported",3,0,0
2020-06-02,"New River",Male,57,9,1
2020-06-02,"Central Shenandoah",Male,749,58,15
2020-06-02,Southside,Male,89,18,8
2020-06-02,Chesterfield,Male,820,45,27
2020-06-02,Arlington,Female,1054,170,57
2020-06-02,Rappahannock,Male,791,91,14
2020-06-02,"Central Virginia",Male,119,9,4
2020-06-02,Alleghany,"Not Reported",1,0,0
2020-06-02,Henrico,Male,834,108,67
2020-06-02,"Thomas Jefferson",Male,253,32,10
2020-06-02,"Lord Fairfax",Male,660,61,28
2020-06-02,"Three Rivers",Male,374,15,1
2020-06-02,Richmond,"Not Reported",45,2,2
2020-06-02,Pittsylvania-Danville,Male,44,12,1
2020-06-02,Portsmouth,"Not Reported",3,0,0
2020-06-02,Norfolk,"Not Reported",2,0,0
2020-06-02,Chesapeake,Male,231,42,8
2020-06-02,Chickahominy,Female,278,43,15
2020-06-02,"Prince William",Male,3609,317,62
2020-06-02,"Eastern Shore","Not Reported",3,0,0
2020-06-02,"Eastern Shore",Male,580,40,17
2020-06-02,"Rappahannock Rapidan",Male,602,52,10
2020-06-02,Henrico,"Not Reported",8,0,2
2020-06-02,"Cumberland Plateau",Female,19,1,0
2020-06-02,"West Piedmont",Male,108,14,3
2020-06-02,Hampton,"Not Reported",2,0,0
2020-06-02,Alexandria,"Not Reported",12,0,0
2020-06-02,"Western Tidewater","Not Reported",3,0,0
2020-06-02,"Cumberland Plateau","Not Reported",0,0,0
2020-06-02,"Virginia Beach",Male,351,52,14
2020-06-02,Alleghany,Female,118,9,10
2020-06-02,Lenowisco,Female,21,8,1
2020-06-02,"Virginia Beach","Not Reported",3,0,0
2020-06-02,"Western Tidewater",Female,318,25,17
2020-06-02,"Mount Rogers",Male,167,23,4
2020-06-02,"Lord Fairfax",Female,783,62,26
2020-06-02,Piedmont,"Not Reported",0,0,0
2020-06-02,Alexandria,Male,961,110,20
2020-06-02,Pittsylvania-Danville,"Not Reported",1,0,0
2020-06-02,"West Piedmont","Not Reported",2,0,0
2020-06-02,Loudoun,Female,1330,77,35
2020-06-02,Hampton,Female,113,11,1
2020-06-02,Henrico,Female,1077,100,66
2020-06-02,"Prince William","Not Reported",84,1,0
2020-06-02,Chickahominy,Male,215,42,17
2020-06-02,"Rappahannock Rapidan","Not Reported",29,1,0
2020-06-02,Peninsula,Female,332,55,20
2020-06-02,Lenowisco,"Not Reported",0,0,0
2020-06-02,Crater,"Not Reported",13,2,0
2020-06-02,Chickahominy,"Not Reported",8,0,0
2020-06-02,Portsmouth,Male,170,21,6
2020-06-02,"New River",Female,60,6,0
2020-06-02,Rappahannock,Female,834,65,4
2020-06-02,"Central Virginia",Female,99,7,0
2020-06-02,Roanoke,"Not Reported",0,0,0
2020-06-02,"West Piedmont",Female,118,7,2
2020-06-02,"Mount Rogers",Female,192,11,2
2020-06-02,Piedmont,Male,561,31,4
2020-06-02,Chesterfield,Female,880,43,26
2020-06-02,Fairfax,Male,5674,780,202
2020-06-02,Crater,Male,413,37,6
2020-06-02,"Central Virginia","Not Reported",0,0,0
2020-06-02,"Prince William",Female,3493,260,59
2020-06-02,"Virginia Beach",Female,398,43,9
2020-06-02,Norfolk,Female,261,36,1
2020-06-02,"Three Rivers",Female,157,23,7
2020-06-02,Arlington,Male,1069,206,60
2020-06-02,"Central Shenandoah",Female,840,65,16
2020-06-02,Southside,Female,184,21,15
