"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-25,Rappahannock,50-59,201,28,1
2020-05-25,Rappahannock,60-69,120,34,4
2020-05-25,Piedmont,20-29,101,0,0
2020-05-25,"New River",60-69,16,2,0
2020-05-25,Roanoke,40-49,16,0,0
2020-05-25,"Three Rivers",20-29,78,1,0
2020-05-25,Rappahannock,40-49,239,26,2
2020-05-25,Portsmouth,80+,15,5,3
2020-05-25,"Central Shenandoah",Missing,1,0,0
2020-05-25,"Eastern Shore",70-79,41,9,5
2020-05-25,"Mount Rogers",70-79,18,6,1
2020-05-25,"Cumberland Plateau",70-79,2,0,0
2020-05-25,Piedmont,10-19,8,0,0
2020-05-25,Southside,20-29,24,2,0
2020-05-25,Chesterfield,50-59,200,17,1
2020-05-25,"Rappahannock Rapidan",20-29,198,2,0
2020-05-25,"Cumberland Plateau",60-69,4,1,0
2020-05-25,Roanoke,70-79,8,2,0
2020-05-25,"Central Shenandoah",20-29,260,5,0
2020-05-25,Pittsylvania-Danville,80+,3,2,2
2020-05-25,"Virginia Beach",80+,67,19,12
2020-05-25,"Central Shenandoah",50-59,244,20,1
2020-05-25,Lenowisco,Missing,0,0,0
2020-05-25,Fairfax,30-39,1868,123,3
2020-05-25,Lenowisco,60-69,5,4,2
2020-05-25,Loudoun,30-39,369,13,0
2020-05-25,"West Piedmont",80+,6,2,0
2020-05-25,Roanoke,80+,36,3,9
2020-05-25,Fairfax,40-49,1822,182,5
2020-05-25,"Thomas Jefferson",80+,61,21,14
2020-05-25,Roanoke,20-29,17,0,0
2020-05-25,Henrico,60-69,186,32,21
2020-05-25,"Lord Fairfax",40-49,172,8,1
2020-05-25,"Western Tidewater",Missing,2,0,0
2020-05-25,Chickahominy,60-69,51,14,5
2020-05-25,Chesapeake,20-29,51,3,0
2020-05-25,"Three Rivers",Missing,1,0,0
2020-05-25,"Virginia Beach",0-9,4,0,0
2020-05-25,Lenowisco,50-59,13,5,0
2020-05-25,Chesapeake,70-79,38,18,2
2020-05-25,"Western Tidewater",80+,127,21,19
2020-05-25,"Thomas Jefferson",10-19,12,0,0
2020-05-25,Richmond,40-49,200,12,0
2020-05-25,"Lord Fairfax",50-59,205,14,2
2020-05-25,"Lord Fairfax",10-19,51,0,0
2020-05-25,"Rappahannock Rapidan",10-19,90,1,0
2020-05-25,Crater,50-59,86,17,1
2020-05-25,Arlington,Missing,4,0,0
2020-05-25,Roanoke,50-59,15,1,0
2020-05-25,Rappahannock,10-19,86,1,0
2020-05-25,Roanoke,10-19,4,0,0
2020-05-25,"Eastern Shore",Missing,0,0,0
2020-05-25,"Mount Rogers",Missing,0,0,0
2020-05-25,"Prince William",60-69,522,93,21
2020-05-25,Alleghany,70-79,23,4,8
2020-05-25,Crater,20-29,69,6,0
2020-05-25,Loudoun,60-69,164,25,3
2020-05-25,Fairfax,0-9,222,8,0
2020-05-25,Roanoke,Missing,3,0,0
2020-05-25,Alexandria,20-29,258,5,1
2020-05-25,Portsmouth,70-79,17,5,3
2020-05-25,Alleghany,30-39,15,2,0
2020-05-25,"Prince William",20-29,1008,32,0
2020-05-25,Southside,70-79,45,9,10
2020-05-25,Piedmont,Missing,1,0,0
2020-05-25,Rappahannock,0-9,39,1,0
2020-05-25,Henrico,30-39,195,6,0
2020-05-25,"Prince William",10-19,363,3,0
2020-05-25,Chickahominy,10-19,13,0,0
2020-05-25,"Lord Fairfax",0-9,18,0,0
2020-05-25,"Central Virginia",Missing,0,0,0
2020-05-25,Fairfax,60-69,1048,226,38
2020-05-25,Hampton,20-29,30,1,0
2020-05-25,"Central Shenandoah",40-49,234,7,0
2020-05-25,Pittsylvania-Danville,0-9,1,0,0
2020-05-25,Crater,30-39,68,1,0
2020-05-25,"Virginia Beach",70-79,54,22,6
2020-05-25,"Virginia Beach",30-39,90,7,0
2020-05-25,Piedmont,0-9,3,0,0
2020-05-25,"Central Shenandoah",30-39,223,5,0
2020-05-25,Hampton,50-59,37,8,1
2020-05-25,Peninsula,70-79,76,36,10
2020-05-25,Arlington,20-29,294,21,0
2020-05-25,"West Piedmont",70-79,15,6,3
2020-05-25,Richmond,20-29,198,7,0
2020-05-25,Roanoke,0-9,5,0,0
2020-05-25,Hampton,30-39,31,2,0
2020-05-25,"Thomas Jefferson",30-39,70,4,0
2020-05-25,"Western Tidewater",40-49,80,4,1
2020-05-25,Richmond,50-59,148,30,1
2020-05-25,"Western Tidewater",50-59,109,7,1
2020-05-25,Henrico,10-19,44,1,0
2020-05-25,"Mount Rogers",30-39,57,4,0
2020-05-25,"Eastern Shore",30-39,168,6,0
2020-05-25,Chesterfield,0-9,22,0,0
2020-05-25,"Central Shenandoah",10-19,69,1,0
2020-05-25,Crater,0-9,8,1,0
2020-05-25,Fairfax,70-79,507,180,67
2020-05-25,Rappahannock,80+,21,12,3
2020-05-25,Alexandria,10-19,115,1,0
2020-05-25,Portsmouth,40-49,44,3,0
2020-05-25,"Three Rivers",50-59,66,3,0
2020-05-25,Alleghany,Missing,0,0,0
2020-05-25,Alexandria,30-39,410,22,0
2020-05-25,Southside,Missing,0,0,0
2020-05-25,Portsmouth,60-69,32,9,4
2020-05-25,Roanoke,30-39,26,0,0
2020-05-25,"Three Rivers",60-69,65,10,0
2020-05-25,Fairfax,50-59,1553,213,18
2020-05-25,Portsmouth,50-59,50,12,1
2020-05-25,Chickahominy,80+,69,24,17
2020-05-25,"Rappahannock Rapidan",50-59,144,18,0
2020-05-25,Fairfax,80+,640,234,207
2020-05-25,Hampton,Missing,3,0,0
2020-05-25,"Cumberland Plateau",80+,0,0,0
2020-05-25,Alleghany,50-59,39,4,1
2020-05-25,"Prince William",40-49,1265,97,3
2020-05-25,Fairfax,Missing,55,1,0
2020-05-25,"Virginia Beach",40-49,93,14,1
2020-05-25,Richmond,Missing,10,0,0
2020-05-25,Norfolk,40-49,78,10,0
2020-05-25,Piedmont,80+,14,3,2
2020-05-25,"Virginia Beach",60-69,92,14,1
2020-05-25,"West Piedmont",40-49,23,2,1
2020-05-25,Arlington,10-19,53,6,0
2020-05-25,Lenowisco,0-9,3,0,0
2020-05-25,Pittsylvania-Danville,50-59,21,6,0
2020-05-25,"Virginia Beach",50-59,103,12,0
2020-05-25,Chesapeake,Missing,4,0,0
2020-05-25,"Central Shenandoah",80+,69,16,10
2020-05-25,"Thomas Jefferson",40-49,51,5,0
2020-05-25,"Rappahannock Rapidan",60-69,74,9,1
2020-05-25,Norfolk,30-39,92,7,0
2020-05-25,"Rappahannock Rapidan",Missing,3,0,0
2020-05-25,"Lord Fairfax",80+,87,23,25
2020-05-25,"Three Rivers",10-19,14,0,0
2020-05-25,Piedmont,40-49,129,4,0
2020-05-25,Norfolk,80+,9,6,3
2020-05-25,Peninsula,20-29,66,1,0
2020-05-25,Norfolk,50-59,66,9,0
2020-05-25,"Thomas Jefferson",50-59,66,8,1
2020-05-25,Richmond,70-79,45,21,7
2020-05-25,Chesterfield,70-79,72,13,7
2020-05-25,Piedmont,30-39,123,2,0
2020-05-25,"Prince William",30-39,1110,65,2
2020-05-25,Alleghany,20-29,31,1,0
2020-05-25,Alleghany,0-9,0,0,0
2020-05-25,"Mount Rogers",40-49,41,0,0
2020-05-25,"Eastern Shore",40-49,169,6,2
2020-05-25,"Central Virginia",60-69,33,3,1
2020-05-25,Richmond,10-19,57,2,0
2020-05-25,Pittsylvania-Danville,60-69,10,5,1
2020-05-25,Pittsylvania-Danville,Missing,0,0,0
2020-05-25,Chesterfield,60-69,135,18,8
2020-05-25,Southside,10-19,3,0,0
2020-05-25,"New River",80+,4,2,0
2020-05-25,"Central Virginia",50-59,31,2,1
2020-05-25,Hampton,70-79,13,6,0
2020-05-25,Pittsylvania-Danville,10-19,1,0,0
2020-05-25,Richmond,60-69,114,35,5
2020-05-25,Lenowisco,10-19,2,0,0
2020-05-25,Chesapeake,0-9,10,1,0
2020-05-25,Peninsula,50-59,99,15,2
2020-05-25,"Cumberland Plateau",Missing,0,0,0
2020-05-25,Peninsula,60-69,100,26,3
2020-05-25,"Lord Fairfax",30-39,181,9,0
2020-05-25,"Virginia Beach",Missing,14,0,0
2020-05-25,Arlington,40-49,315,43,3
2020-05-25,"West Piedmont",10-19,14,0,0
2020-05-25,Chickahominy,70-79,42,17,4
2020-05-25,Pittsylvania-Danville,20-29,8,0,0
2020-05-25,Loudoun,50-59,339,23,1
2020-05-25,Richmond,30-39,214,13,0
2020-05-25,"Thomas Jefferson",Missing,1,0,0
2020-05-25,"Rappahannock Rapidan",80+,19,11,4
2020-05-25,"Lord Fairfax",Missing,1,0,0
2020-05-25,"Cumberland Plateau",50-59,3,1,0
2020-05-25,Loudoun,Missing,14,0,0
2020-05-25,Southside,50-59,38,5,0
2020-05-25,Chesterfield,20-29,173,4,0
2020-05-25,Norfolk,70-79,19,13,2
2020-05-25,Alleghany,10-19,2,0,0
2020-05-25,Crater,80+,40,7,0
2020-05-25,Portsmouth,Missing,1,0,0
2020-05-25,"Western Tidewater",10-19,8,0,0
2020-05-25,Chesterfield,10-19,97,0,0
2020-05-25,Southside,60-69,38,10,3
2020-05-25,Norfolk,0-9,7,0,0
2020-05-25,"Cumberland Plateau",40-49,5,0,0
2020-05-25,"Eastern Shore",10-19,41,0,0
2020-05-25,"Mount Rogers",10-19,21,0,0
2020-05-25,"Rappahannock Rapidan",0-9,45,1,0
2020-05-25,"Three Rivers",0-9,3,0,0
2020-05-25,Henrico,40-49,211,14,0
2020-05-25,Alexandria,50-59,231,35,7
2020-05-25,Arlington,0-9,30,2,0
2020-05-25,Chickahominy,Missing,6,0,0
2020-05-25,"New River",20-29,26,0,0
2020-05-25,"Virginia Beach",20-29,82,2,0
2020-05-25,Chesapeake,50-59,85,16,1
2020-05-25,Alleghany,80+,23,7,6
2020-05-25,Fairfax,10-19,452,12,0
2020-05-25,Chesapeake,60-69,63,17,4
2020-05-25,"West Piedmont",Missing,1,0,0
2020-05-25,Peninsula,80+,45,23,15
2020-05-25,Crater,40-49,75,11,1
2020-05-25,Chesapeake,40-49,70,12,0
2020-05-25,"Thomas Jefferson",20-29,52,0,0
2020-05-25,"Lord Fairfax",20-29,177,3,0
2020-05-25,Norfolk,20-29,94,1,0
2020-05-25,Arlington,30-39,342,41,0
2020-05-25,"West Piedmont",60-69,22,1,0
2020-05-25,Henrico,50-59,204,22,6
2020-05-25,"West Piedmont",50-59,32,3,1
2020-05-25,"Cumberland Plateau",20-29,1,0,0
2020-05-25,Alexandria,70-79,85,32,12
2020-05-25,Portsmouth,20-29,44,2,0
2020-05-25,"Western Tidewater",30-39,57,3,0
2020-05-25,"Central Shenandoah",0-9,35,0,0
2020-05-25,Henrico,80+,263,54,58
2020-05-25,Alexandria,0-9,91,1,0
2020-05-25,Pittsylvania-Danville,40-49,19,5,0
2020-05-25,Henrico,20-29,161,8,0
2020-05-25,Roanoke,60-69,10,1,0
2020-05-25,Peninsula,30-39,69,6,1
2020-05-25,Alleghany,60-69,26,6,1
2020-05-25,"Prince William",70-79,180,51,29
2020-05-25,Norfolk,60-69,42,14,1
2020-05-25,Southside,40-49,19,5,0
2020-05-25,Chesterfield,30-39,252,1,0
2020-05-25,Loudoun,70-79,85,29,10
2020-05-25,"Central Virginia",40-49,27,0,0
2020-05-25,"New River",Missing,0,0,0
2020-05-25,Chickahominy,20-29,50,0,0
2020-05-25,"New River",0-9,2,0,0
2020-05-25,"Cumberland Plateau",0-9,0,0,0
2020-05-25,"Three Rivers",70-79,21,4,2
2020-05-25,"Rappahannock Rapidan",40-49,206,13,1
2020-05-25,Hampton,0-9,6,0,0
2020-05-25,Piedmont,50-59,132,11,0
2020-05-25,Rappahannock,20-29,228,8,0
2020-05-25,Chickahominy,40-49,54,7,1
2020-05-25,"Three Rivers",80+,22,5,3
2020-05-25,Rappahannock,30-39,262,11,0
2020-05-25,"Lord Fairfax",60-69,153,27,8
2020-05-25,"Western Tidewater",0-9,5,0,0
2020-05-25,Rappahannock,70-79,39,16,6
2020-05-25,"Prince William",80+,138,48,47
2020-05-25,Hampton,80+,3,2,1
2020-05-25,Alexandria,80+,73,23,17
2020-05-25,"Mount Rogers",60-69,30,2,0
2020-05-25,"Eastern Shore",60-69,135,14,5
2020-05-25,"Lord Fairfax",70-79,83,19,9
2020-05-25,"New River",30-39,8,1,0
2020-05-25,Chesapeake,10-19,11,0,0
2020-05-25,Hampton,40-49,27,2,0
2020-05-25,Peninsula,Missing,11,0,0
2020-05-25,Henrico,70-79,163,39,32
2020-05-25,"Western Tidewater",20-29,43,1,0
2020-05-25,Peninsula,0-9,16,0,0
2020-05-25,Loudoun,40-49,441,19,0
2020-05-25,Pittsylvania-Danville,30-39,10,0,0
2020-05-25,Loudoun,20-29,320,3,0
2020-05-25,Crater,60-69,82,23,10
2020-05-25,Loudoun,80+,139,37,38
2020-05-25,Arlington,80+,175,67,50
2020-05-25,"Virginia Beach",10-19,19,0,0
2020-05-25,"Mount Rogers",80+,17,4,5
2020-05-25,"Eastern Shore",80+,44,15,11
2020-05-25,Crater,10-19,16,0,0
2020-05-25,Lenowisco,30-39,3,1,1
2020-05-25,Norfolk,Missing,5,0,0
2020-05-25,Henrico,Missing,24,1,1
2020-05-25,"New River",40-49,13,1,0
2020-05-25,"Central Virginia",0-9,3,0,0
2020-05-25,"New River",70-79,9,5,1
2020-05-25,Loudoun,0-9,64,1,0
2020-05-25,"Central Virginia",70-79,14,4,2
2020-05-25,Southside,0-9,1,0,0
2020-05-25,"Three Rivers",40-49,104,8,1
2020-05-25,Chickahominy,30-39,54,0,0
2020-05-25,"Central Shenandoah",60-69,180,31,6
2020-05-25,"Western Tidewater",60-69,100,11,4
2020-05-25,"Cumberland Plateau",30-39,5,0,0
2020-05-25,Portsmouth,10-19,3,0,0
2020-05-25,Chesterfield,Missing,22,0,0
2020-05-25,Alexandria,40-49,334,27,0
2020-05-25,"Thomas Jefferson",70-79,51,15,2
2020-05-25,"Three Rivers",30-39,106,2,0
2020-05-25,"Western Tidewater",70-79,76,17,12
2020-05-25,Arlington,60-69,238,69,16
2020-05-25,"Cumberland Plateau",10-19,12,0,0
2020-05-25,"West Piedmont",30-39,19,1,0
2020-05-25,Peninsula,10-19,14,1,0
