"Report Date","ZIP Code","Number of Cases","Number of PCR Testing Encounters"
2020-05-23,22539,Suppressed*,54
2020-05-23,22542,Suppressed*,42
2020-05-23,22546,27,289
2020-05-23,22548,0,3
2020-05-23,22551,57,462
2020-05-23,22553,21,314
2020-05-23,22554,285,1469
2020-05-23,22556,133,681
2020-05-23,22560,30,166
2020-05-23,22567,Suppressed*,89
2020-05-23,22572,262,486
2020-05-23,22576,0,32
2020-05-23,22578,Suppressed*,48
2020-05-23,22579,Suppressed*,4
2020-05-23,22580,7,97
2020-05-23,22601,132,295
2020-05-23,22602,104,207
2020-05-23,22603,41,105
2020-05-23,22610,7,14
2020-05-23,22611,12,91
2020-05-23,22620,Suppressed*,20
2020-05-23,22623,Suppressed*,0
2020-05-23,22624,Suppressed*,11
2020-05-23,22625,6,14
2020-05-23,22627,0,11
2020-05-23,22630,87,195
2020-05-23,22637,Suppressed*,5
2020-05-23,22639,0,6
2020-05-23,22640,Suppressed*,5
2020-05-23,22641,0,1
2020-05-23,22642,15,56
2020-05-23,22643,0,5
2020-05-23,22644,44,40
2020-05-23,22645,16,31
2020-05-23,22646,0,4
2020-05-23,22650,Suppressed*,12
2020-05-23,22652,Suppressed*,16
2020-05-23,22654,Suppressed*,5
2020-05-23,22655,63,134
2020-05-23,22656,11,38
2020-05-23,22657,37,89
2020-05-23,22660,7,10
2020-05-23,22663,5,9
2020-05-23,22664,119,131
2020-05-23,22701,481,1108
2020-05-23,22709,0,17
2020-05-23,22711,0,1
2020-05-23,22712,73,291
2020-05-23,22713,6,27
2020-05-23,22714,12,33
2020-05-23,22715,Suppressed*,18
2020-05-23,22716,Suppressed*,9
2020-05-23,22718,Suppressed*,12
2020-05-23,22719,0,5
2020-05-23,22720,0,12
2020-05-23,22722,0,1
2020-05-23,22723,0,3
2020-05-23,22724,9,42
2020-05-23,22726,22,35
2020-05-23,22727,17,128
2020-05-23,22728,5,56
2020-05-23,22729,Suppressed*,10
2020-05-23,22730,0,1
2020-05-23,22731,Suppressed*,6
2020-05-23,22732,Suppressed*,7
2020-05-23,22733,12,38
2020-05-23,22734,19,96
2020-05-23,22735,Suppressed*,39
2020-05-23,22736,Suppressed*,13
2020-05-23,22737,5,51
2020-05-23,22738,Suppressed*,26
2020-05-23,22740,Suppressed*,24
2020-05-23,22741,0,5
2020-05-23,22742,15,50
2020-05-23,22743,0,1
2020-05-23,22747,0,17
2020-05-23,22749,0,4
2020-05-23,22801,508,1237
2020-05-23,22802,405,1096
2020-05-23,22807,Suppressed*,3
2020-05-23,22810,Suppressed*,16
2020-05-23,22811,Suppressed*,16
2020-05-23,22812,16,191
2020-05-23,22815,58,214
2020-05-23,22820,0,2
2020-05-23,22821,16,104
2020-05-23,22824,53,74
2020-05-23,22827,43,271
2020-05-23,22830,14,40
2020-05-23,22831,Suppressed*,16
2020-05-23,22832,Suppressed*,19
2020-05-23,22834,Suppressed*,23
2020-05-23,22835,119,265
2020-05-23,22840,7,81
2020-05-23,22841,11,66
2020-05-23,22842,52,98
2020-05-23,22843,Suppressed*,33
2020-05-23,22844,31,106
2020-05-23,22845,0,3
2020-05-23,22846,6,50
2020-05-23,22847,Suppressed*,13
2020-05-23,22849,11,96
2020-05-23,22850,6,26
2020-05-23,22851,51,116
2020-05-23,22853,39,131
2020-05-23,22901,94,1104
2020-05-23,22902,29,657
2020-05-23,22903,44,811
2020-05-23,22904,0,6
2020-05-23,22911,16,477
2020-05-23,22920,Suppressed*,54
2020-05-23,22922,Suppressed*,49
2020-05-23,22923,8,109
2020-05-23,22931,0,9
2020-05-23,22932,13,208
2020-05-23,22935,Suppressed*,24
2020-05-23,22936,Suppressed*,102
2020-05-23,22937,Suppressed*,39
2020-05-23,22938,Suppressed*,25
2020-05-23,22939,5,83
2020-05-23,22940,Suppressed*,23
2020-05-23,22942,7,293
2020-05-23,22943,0,10
2020-05-23,22946,Suppressed*,5
2020-05-23,22947,Suppressed*,94
2020-05-23,22948,0,2
2020-05-23,22949,0,41
2020-05-23,22952,0,39
2020-05-23,22958,Suppressed*,33
2020-05-23,22959,Suppressed*,64
2020-05-23,22960,26,339
2020-05-23,22963,24,435
2020-05-23,22964,0,4
2020-05-23,22967,Suppressed*,30
2020-05-23,22968,9,236
2020-05-23,22969,Suppressed*,34
2020-05-23,22971,0,44
2020-05-23,22972,Suppressed*,16
2020-05-23,22973,7,171
2020-05-23,22974,5,138
2020-05-23,22976,0,8
2020-05-23,22980,43,541
2020-05-23,22989,0,4
2020-05-23,23002,20,297
2020-05-23,23004,10,44
2020-05-23,23005,37,317
2020-05-23,23009,14,139
2020-05-23,23011,Suppressed*,25
2020-05-23,23015,9,94
2020-05-23,23021,0,5
2020-05-23,23022,6,41
2020-05-23,23023,Suppressed*,5
2020-05-23,23024,25,168
2020-05-23,23025,0,9
2020-05-23,23027,Suppressed*,40
2020-05-23,23030,17,136
2020-05-23,23032,0,2
2020-05-23,23035,Suppressed*,20
2020-05-23,23038,8,48
2020-05-23,23039,Suppressed*,26
2020-05-23,23040,8,121
2020-05-23,23043,Suppressed*,17
2020-05-23,23045,0,2
2020-05-23,23047,Suppressed*,29
2020-05-23,23050,Suppressed*,8
2020-05-23,23055,38,64
2020-05-23,23056,0,0
2020-05-23,23059,44,611
2020-05-23,23060,101,797
2020-05-23,23061,17,300
2020-05-23,23062,5,57
2020-05-23,23063,54,196
2020-05-23,23064,0,2
2020-05-23,23065,Suppressed*,31
2020-05-23,23066,0,4
2020-05-23,23068,0,6
2020-05-23,23069,8,60
2020-05-23,23070,0,6
2020-05-23,23071,Suppressed*,22
2020-05-23,23072,7,187
2020-05-23,23075,112,339
2020-05-23,23076,0,13
2020-05-23,23079,0,2
2020-05-23,23083,Suppressed*,50
2020-05-23,23084,6,71
2020-05-23,23085,Suppressed*,9
2020-05-23,23086,Suppressed*,49
2020-05-23,23089,8,127
2020-05-23,23091,0,12
2020-05-23,23092,0,6
2020-05-23,23093,27,412
2020-05-23,23102,7,54
2020-05-23,23103,15,115
2020-05-23,23106,Suppressed*,25
2020-05-23,23108,0,1
2020-05-23,23109,Suppressed*,37
2020-05-23,23110,0,14
2020-05-23,23111,79,779
2020-05-23,23112,102,1045
2020-05-23,23113,71,639
2020-05-23,23114,38,404
2020-05-23,23115,Suppressed*,8
2020-05-23,23116,100,798
2020-05-23,23117,10,252
2020-05-23,23119,Suppressed*,2
2020-05-23,23120,27,243
2020-05-23,23123,16,104
2020-05-23,23124,5,86
2020-05-23,23125,0,1
2020-05-23,23126,0,5
2020-05-23,23128,Suppressed*,21
2020-05-23,23129,0,3
2020-05-23,23130,Suppressed*,6
2020-05-23,23138,0,4
2020-05-23,23139,29,447
2020-05-23,23140,16,155
2020-05-23,23141,9,158
2020-05-23,23146,6,40
2020-05-23,23148,Suppressed*,26
2020-05-23,23149,6,58
2020-05-23,23150,52,303
2020-05-23,23153,Suppressed*,24
2020-05-23,23156,Suppressed*,28
2020-05-23,23160,Suppressed*,9
2020-05-23,23161,0,1
2020-05-23,23163,0,0
2020-05-23,23168,8,199
2020-05-23,23169,0,14
2020-05-23,23173,0,1
2020-05-23,23175,Suppressed*,21
2020-05-23,23176,0,7
2020-05-23,23177,0,14
2020-05-23,23180,0,4
2020-05-23,23181,Suppressed*,133
2020-05-23,23185,135,1188
2020-05-23,23187,0,13
2020-05-23,23188,125,1167
2020-05-23,23192,11,106
2020-05-23,23219,14,108
2020-05-23,23220,64,538
2020-05-23,23221,22,252
2020-05-23,23222,87,589
2020-05-23,23223,238,1392
2020-05-23,23224,411,1392
2020-05-23,23225,216,1344
2020-05-23,23226,107,435
2020-05-23,23227,78,633
2020-05-23,23228,124,933
2020-05-23,23229,99,738
2020-05-23,23230,12,167
2020-05-23,23231,110,808
2020-05-23,23233,108,715
2020-05-23,23234,365,1380
2020-05-23,23235,107,958
2020-05-23,23236,62,711
2020-05-23,23237,123,627
2020-05-23,23238,227,890
2020-05-23,23250,0,2
2020-05-23,23294,58,385
2020-05-23,23301,60,139
2020-05-23,23302,Suppressed*,6
2020-05-23,23303,14,52
2020-05-23,23304,Suppressed*,7
2020-05-23,23306,23,72
2020-05-23,23307,12,42
2020-05-23,23308,39,106
2020-05-23,23310,17,103
2020-05-23,23313,Suppressed*,4
2020-05-23,23314,10,178
2020-05-23,23315,Suppressed*,38
2020-05-23,23316,11,42
2020-05-23,23320,145,1655
2020-05-23,23321,46,737
2020-05-23,23322,82,1008
2020-05-23,23323,66,732
2020-05-23,23324,46,479
2020-05-23,23325,40,442
2020-05-23,23336,9,62
2020-05-23,23337,0,11
2020-05-23,23347,15,35
2020-05-23,23350,58,176
2020-05-23,23354,9,20
2020-05-23,23356,Suppressed*,34
2020-05-23,23357,32,62
2020-05-23,23359,12,25
2020-05-23,23389,Suppressed*,4
2020-05-23,23395,15,40
2020-05-23,23398,Suppressed*,9
2020-05-23,23401,Suppressed*,17
2020-05-23,23405,10,36
2020-05-23,23407,45,82
2020-05-23,23408,Suppressed*,4
2020-05-23,23409,Suppressed*,6
2020-05-23,23410,49,135
2020-05-23,23413,74,222
2020-05-23,23414,23,49
2020-05-23,23415,35,115
2020-05-23,23416,11,45
2020-05-23,23417,50,163
2020-05-23,23418,43,103
2020-05-23,23420,63,159
2020-05-23,23421,121,555
2020-05-23,23422,Suppressed*,15
2020-05-23,23423,Suppressed*,10
2020-05-23,23426,5,6
2020-05-23,23427,5,10
2020-05-23,23430,32,334
2020-05-23,23432,7,30
2020-05-23,23433,0,28
2020-05-23,23434,167,1424
2020-05-23,23435,106,721
2020-05-23,23436,0,17
2020-05-23,23437,6,116
2020-05-23,23438,Suppressed*,56
2020-05-23,23440,0,4
2020-05-23,23441,18,51
2020-05-23,23442,19,73
2020-05-23,23451,48,1027
2020-05-23,23452,89,1563
2020-05-23,23453,52,812
2020-05-23,23454,89,1426
2020-05-23,23455,41,1125
2020-05-23,23456,65,1258
2020-05-23,23457,5,89
2020-05-23,23459,Suppressed*,58
2020-05-23,23460,0,15
2020-05-23,23461,0,9
2020-05-23,23462,124,1715
2020-05-23,23464,82,1527
2020-05-23,23480,Suppressed*,13
2020-05-23,23486,0,5
2020-05-23,23487,61,168
2020-05-23,23488,8,21
2020-05-23,23502,43,587
2020-05-23,23503,43,625
2020-05-23,23504,51,933
2020-05-23,23505,37,552
2020-05-23,23507,8,163
2020-05-23,23508,24,291
2020-05-23,23509,32,313
2020-05-23,23510,48,447
2020-05-23,23511,0,53
2020-05-23,23513,44,700
2020-05-23,23517,6,106
2020-05-23,23518,41,748
2020-05-23,23523,11,177
2020-05-23,23551,0,1
2020-05-23,23601,25,564
2020-05-23,23602,49,714
2020-05-23,23603,Suppressed*,52
2020-05-23,23604,Suppressed*,24
2020-05-23,23605,17,266
2020-05-23,23606,37,511
2020-05-23,23607,25,358
2020-05-23,23608,72,750
2020-05-23,23651,Suppressed*,9
2020-05-23,23661,16,245
2020-05-23,23662,7,192
2020-05-23,23663,11,230
2020-05-23,23664,7,165
2020-05-23,23665,Suppressed*,34
2020-05-23,23666,75,965
2020-05-23,23669,56,700
2020-05-23,23690,0,56
2020-05-23,23691,0,9
2020-05-23,23692,16,313
2020-05-23,23693,12,307
2020-05-23,23696,0,55
2020-05-23,23701,110,786
2020-05-23,23702,18,232
2020-05-23,23703,54,598
2020-05-23,23704,40,580
2020-05-23,23707,26,321
2020-05-23,23708,Suppressed*,127
2020-05-23,23709,0,116
2020-05-23,23801,10,112
2020-05-23,23803,103,896
2020-05-23,23805,38,438
2020-05-23,23806,0,2
2020-05-23,23821,Suppressed*,32
2020-05-23,23824,11,160
2020-05-23,23827,Suppressed*,31
2020-05-23,23828,Suppressed*,14
2020-05-23,23829,78,472
2020-05-23,23830,Suppressed*,38
2020-05-23,23831,92,735
2020-05-23,23832,158,920
2020-05-23,23833,Suppressed*,27
2020-05-23,23834,110,651
2020-05-23,23836,27,244
2020-05-23,23837,49,111
2020-05-23,23838,27,270
2020-05-23,23839,0,24
2020-05-23,23840,Suppressed*,45
2020-05-23,23841,7,76
2020-05-23,23842,8,113
2020-05-23,23843,0,6
2020-05-23,23844,Suppressed*,9
2020-05-23,23845,0,6
2020-05-23,23846,0,19
2020-05-23,23847,88,387
2020-05-23,23850,0,31
2020-05-23,23851,38,540
2020-05-23,23856,Suppressed*,10
2020-05-23,23857,Suppressed*,15
2020-05-23,23860,79,825
2020-05-23,23866,Suppressed*,59
2020-05-23,23867,21,79
2020-05-23,23868,12,87
2020-05-23,23872,Suppressed*,56
2020-05-23,23874,0,30
2020-05-23,23875,24,267
2020-05-23,23876,0,2
2020-05-23,23878,Suppressed*,28
2020-05-23,23879,5,14
2020-05-23,23881,Suppressed*,40
2020-05-23,23882,6,61
2020-05-23,23883,Suppressed*,51
2020-05-23,23884,Suppressed*,0
2020-05-23,23885,Suppressed*,60
2020-05-23,23887,0,4
2020-05-23,23888,Suppressed*,53
2020-05-23,23889,Suppressed*,8
2020-05-23,23890,41,151
2020-05-23,23891,64,113
2020-05-23,23893,Suppressed*,6
2020-05-23,23894,0,10
2020-05-23,23897,Suppressed*,11
2020-05-23,23898,6,43
2020-05-23,23899,Suppressed*,14
2020-05-23,23901,83,527
2020-05-23,23915,Suppressed*,15
2020-05-23,23917,10,59
2020-05-23,23919,5,32
2020-05-23,23920,Suppressed*,43
2020-05-23,23921,8,76
2020-05-23,23922,7,136
2020-05-23,23923,8,63
2020-05-23,23924,74,186
2020-05-23,23927,63,185
2020-05-23,23930,Suppressed*,139
2020-05-23,23934,Suppressed*,25
2020-05-23,23936,405,262
2020-05-23,23937,Suppressed*,62
2020-05-23,23938,0,5
2020-05-23,23942,Suppressed*,35
2020-05-23,23944,Suppressed*,71
2020-05-23,23947,Suppressed*,107
2020-05-23,23950,8,58
2020-05-23,23952,0,7
2020-05-23,23954,Suppressed*,55
2020-05-23,23958,12,117
2020-05-23,23959,0,28
2020-05-23,23960,17,78
2020-05-23,23962,Suppressed*,25
2020-05-23,23963,0,11
2020-05-23,23964,0,28
2020-05-23,23966,7,70
2020-05-23,23967,Suppressed*,23
2020-05-23,23968,Suppressed*,21
2020-05-23,23970,14,123
2020-05-23,23974,Suppressed*,114
2020-05-23,23976,0,11
2020-05-23,24011,0,11
2020-05-23,24012,54,227
2020-05-23,24013,8,50
2020-05-23,24014,54,137
2020-05-23,24015,14,71
2020-05-23,24016,5,71
2020-05-23,24017,14,207
2020-05-23,24018,35,303
2020-05-23,24019,10,178
2020-05-23,24053,Suppressed*,33
2020-05-23,24054,10,73
2020-05-23,24055,12,152
2020-05-23,24058,0,4
2020-05-23,24059,0,6
2020-05-23,24060,34,494
2020-05-23,24064,0,25
2020-05-23,24065,Suppressed*,35
2020-05-23,24066,Suppressed*,16
2020-05-23,24067,Suppressed*,16
2020-05-23,24069,Suppressed*,30
2020-05-23,24070,Suppressed*,15
2020-05-23,24072,0,12
2020-05-23,24073,21,428
2020-05-23,24076,0,7
2020-05-23,24077,Suppressed*,3
2020-05-23,24078,12,95
2020-05-23,24079,0,13
2020-05-23,24082,0,5
2020-05-23,24083,7,26
2020-05-23,24084,7,190
2020-05-23,24085,7,11
2020-05-23,24087,6,64
2020-05-23,24088,0,9
2020-05-23,24089,Suppressed*,34
2020-05-23,24090,9,22
2020-05-23,24091,Suppressed*,62
2020-05-23,24092,Suppressed*,11
2020-05-23,24093,0,1
2020-05-23,24095,Suppressed*,23
2020-05-23,24101,Suppressed*,33
2020-05-23,24102,0,3
2020-05-23,24104,Suppressed*,66
2020-05-23,24105,0,5
2020-05-23,24112,41,375
2020-05-23,24120,Suppressed*,12
2020-05-23,24121,Suppressed*,94
2020-05-23,24122,Suppressed*,17
2020-05-23,24124,Suppressed*,41
2020-05-23,24127,Suppressed*,48
2020-05-23,24128,Suppressed*,17
2020-05-23,24131,0,1
2020-05-23,24132,0,5
2020-05-23,24133,Suppressed*,35
2020-05-23,24134,0,43
2020-05-23,24136,0,18
2020-05-23,24137,Suppressed*,17
2020-05-23,24138,0,24
2020-05-23,24139,0,8
2020-05-23,24141,5,170
2020-05-23,24142,0,2
2020-05-23,24147,Suppressed*,11
2020-05-23,24148,5,77
2020-05-23,24149,0,28
2020-05-23,24150,Suppressed*,4
2020-05-23,24151,14,55
2020-05-23,24153,57,578
2020-05-23,24161,0,7
2020-05-23,24162,6,45
2020-05-23,24165,Suppressed*,27
2020-05-23,24167,0,4
2020-05-23,24168,Suppressed*,18
2020-05-23,24171,8,77
2020-05-23,24174,Suppressed*,27
2020-05-23,24175,Suppressed*,41
2020-05-23,24176,Suppressed*,17
2020-05-23,24179,14,106
2020-05-23,24184,6,16
2020-05-23,24185,0,5
2020-05-23,24201,Suppressed*,301
2020-05-23,24202,8,177
2020-05-23,24210,19,292
2020-05-23,24211,10,158
2020-05-23,24216,10,69
2020-05-23,24217,0,2
2020-05-23,24219,9,403
2020-05-23,24220,0,8
2020-05-23,24221,0,4
2020-05-23,24224,5,71
2020-05-23,24225,0,11
2020-05-23,24226,0,14
2020-05-23,24228,0,92
2020-05-23,24230,0,110
2020-05-23,24236,5,42
2020-05-23,24237,0,7
2020-05-23,24239,0,5
2020-05-23,24243,0,46
2020-05-23,24244,Suppressed*,117
2020-05-23,24245,0,20
2020-05-23,24246,0,6
2020-05-23,24248,Suppressed*,42
2020-05-23,24250,0,13
2020-05-23,24251,Suppressed*,163
2020-05-23,24256,0,38
2020-05-23,24258,0,21
2020-05-23,24260,0,65
2020-05-23,24263,Suppressed*,116
2020-05-23,24265,0,12
2020-05-23,24266,Suppressed*,120
2020-05-23,24269,0,4
2020-05-23,24270,Suppressed*,6
2020-05-23,24271,0,39
2020-05-23,24272,0,8
2020-05-23,24273,Suppressed*,75
2020-05-23,24277,Suppressed*,104
2020-05-23,24279,Suppressed*,36
2020-05-23,24280,0,6
2020-05-23,24281,0,31
2020-05-23,24282,0,15
2020-05-23,24283,0,37
2020-05-23,24290,0,35
2020-05-23,24292,0,12
2020-05-23,24293,Suppressed*,128
2020-05-23,24301,Suppressed*,300
2020-05-23,24311,0,28
2020-05-23,24312,0,31
2020-05-23,24313,Suppressed*,8
2020-05-23,24314,0,28
2020-05-23,24315,0,40
2020-05-23,24316,0,2
2020-05-23,24317,Suppressed*,42
2020-05-23,24318,0,9
2020-05-23,24319,5,91
2020-05-23,24322,0,3
2020-05-23,24323,Suppressed*,11
2020-05-23,24324,0,39
2020-05-23,24325,Suppressed*,9
2020-05-23,24326,0,7
2020-05-23,24328,0,20
2020-05-23,24330,12,60
2020-05-23,24333,127,501
2020-05-23,24340,Suppressed*,83
2020-05-23,24343,26,162
2020-05-23,24347,Suppressed*,26
2020-05-23,24348,0,83
2020-05-23,24350,0,14
2020-05-23,24351,0,3
2020-05-23,24352,Suppressed*,13
2020-05-23,24354,6,219
2020-05-23,24360,5,101
2020-05-23,24361,Suppressed*,74
2020-05-23,24363,0,9
2020-05-23,24366,Suppressed*,16
2020-05-23,24368,Suppressed*,73
2020-05-23,24370,Suppressed*,79
2020-05-23,24374,0,16
2020-05-23,24375,0,9
2020-05-23,24377,0,3
2020-05-23,24378,Suppressed*,11
2020-05-23,24380,Suppressed*,11
2020-05-23,24381,Suppressed*,43
2020-05-23,24382,7,229
2020-05-23,24401,47,485
2020-05-23,24412,0,1
2020-05-23,24413,0,4
2020-05-23,24415,0,2
2020-05-23,24416,12,31
2020-05-23,24421,Suppressed*,21
2020-05-23,24422,6,109
2020-05-23,24426,11,234
2020-05-23,24430,Suppressed*,27
2020-05-23,24431,5,50
2020-05-23,24432,Suppressed*,1
2020-05-23,24433,0,1
2020-05-23,24435,Suppressed*,13
2020-05-23,24437,0,9
2020-05-23,24439,0,8
2020-05-23,24440,8,41
2020-05-23,24441,20,119
2020-05-23,24442,0,1
2020-05-23,24445,0,29
2020-05-23,24448,0,6
2020-05-23,24450,8,61
2020-05-23,24457,0,14
2020-05-23,24458,0,4
2020-05-23,24459,6,7
2020-05-23,24460,0,15
2020-05-23,24465,Suppressed*,16
2020-05-23,24467,Suppressed*,21
2020-05-23,24471,Suppressed*,31
2020-05-23,24472,Suppressed*,15
2020-05-23,24473,0,3
2020-05-23,24474,0,5
2020-05-23,24476,Suppressed*,6
2020-05-23,24477,14,153
2020-05-23,24479,0,21
2020-05-23,24482,5,59
2020-05-23,24483,Suppressed*,5
2020-05-23,24484,0,5
2020-05-23,24485,0,2
2020-05-23,24486,18,71
2020-05-23,24487,0,3
2020-05-23,24501,27,507
2020-05-23,24502,34,710
2020-05-23,24503,12,331
2020-05-23,24504,7,161
2020-05-23,24517,0,106
2020-05-23,24520,Suppressed*,33
2020-05-23,24521,7,221
2020-05-23,24522,16,211
2020-05-23,24523,8,345
2020-05-23,24526,Suppressed*,27
2020-05-23,24527,Suppressed*,47
2020-05-23,24528,Suppressed*,70
2020-05-23,24529,Suppressed*,47
2020-05-23,24530,0,17
2020-05-23,24531,Suppressed*,110
2020-05-23,24534,5,39
2020-05-23,24536,0,3
2020-05-23,24538,Suppressed*,91
2020-05-23,24539,0,6
2020-05-23,24540,24,444
2020-05-23,24541,25,412
2020-05-23,24549,Suppressed*,49
2020-05-23,24550,5,118
2020-05-23,24551,19,420
2020-05-23,24553,Suppressed*,43
2020-05-23,24554,Suppressed*,66
2020-05-23,24555,Suppressed*,12
2020-05-23,24556,0,66
2020-05-23,24557,Suppressed*,112
2020-05-23,24558,5,162
2020-05-23,24562,0,14
2020-05-23,24563,Suppressed*,96
2020-05-23,24565,0,9
2020-05-23,24566,Suppressed*,19
2020-05-23,24569,0,16
2020-05-23,24571,Suppressed*,30
2020-05-23,24572,12,332
2020-05-23,24574,Suppressed*,58
2020-05-23,24577,Suppressed*,77
2020-05-23,24578,Suppressed*,3
2020-05-23,24579,0,3
2020-05-23,24580,Suppressed*,19
2020-05-23,24586,Suppressed*,74
2020-05-23,24588,Suppressed*,186
2020-05-23,24589,0,38
2020-05-23,24590,11,221
2020-05-23,24592,12,328
2020-05-23,24593,Suppressed*,28
2020-05-23,24594,Suppressed*,37
2020-05-23,24595,0,6
2020-05-23,24597,Suppressed*,21
2020-05-23,24598,Suppressed*,38
2020-05-23,24599,Suppressed*,17
2020-05-23,24601,0,1
2020-05-23,24602,0,10
2020-05-23,24603,Suppressed*,9
2020-05-23,24605,Suppressed*,142
2020-05-23,24606,0,3
2020-05-23,24607,0,1
2020-05-23,24609,Suppressed*,89
2020-05-23,24612,0,3
2020-05-23,24613,0,20
2020-05-23,24614,17,277
2020-05-23,24620,0,16
2020-05-23,24622,0,17
2020-05-23,24628,0,5
2020-05-23,24630,0,73
2020-05-23,24631,0,23
2020-05-23,24634,0,7
2020-05-23,24635,0,11
2020-05-23,24637,0,28
2020-05-23,24639,Suppressed*,54
2020-05-23,24641,0,101
2020-05-23,24646,0,7
2020-05-23,24649,0,24
2020-05-23,24651,0,72
2020-05-23,24656,0,38
2020-05-23,24657,0,2
2020-05-23,"Not Reported",741,29953
2020-05-23,Out-of-State,0,3823
,Out-of-State,0,3823
,,,
