"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-25,Southside,"Not Reported",3,0,0
2020-05-25,Chesapeake,Female,255,43,6
2020-05-25,Richmond,Female,499,54,4
2020-05-25,Roanoke,Male,59,4,2
2020-05-25,Fairfax,"Not Reported",70,4,1
2020-05-25,"Thomas Jefferson",Female,233,37,9
2020-05-25,Chesapeake,"Not Reported",0,0,0
2020-05-25,"Cumberland Plateau",Male,14,1,0
2020-05-25,"Eastern Shore",Female,500,29,14
2020-05-25,"Lord Fairfax","Not Reported",9,0,0
2020-05-25,Rappahannock,"Not Reported",9,1,0
2020-05-25,"Central Shenandoah","Not Reported",3,0,0
2020-05-25,Peninsula,Male,260,60,12
2020-05-25,Norfolk,Male,218,30,5
2020-05-25,Alexandria,Female,895,76,20
2020-05-25,Lenowisco,Male,22,8,3
2020-05-25,Pittsylvania-Danville,Female,49,14,2
2020-05-25,"New River","Not Reported",1,0,0
2020-05-25,Chesterfield,"Not Reported",31,0,0
2020-05-25,Loudoun,Male,1021,81,24
2020-05-25,"Rappahannock Rapidan",Female,483,26,4
2020-05-25,Piedmont,Female,138,17,2
2020-05-25,Richmond,Male,525,78,14
2020-05-25,Crater,Female,243,47,12
2020-05-25,Portsmouth,Female,128,22,5
2020-05-25,Arlington,"Not Reported",8,1,0
2020-05-25,"Mount Rogers","Not Reported",1,0,0
2020-05-25,"Thomas Jefferson","Not Reported",1,0,0
2020-05-25,"Three Rivers","Not Reported",2,0,0
2020-05-25,Hampton,Male,80,19,2
2020-05-25,Alleghany,Male,74,15,6
2020-05-25,Roanoke,Female,81,3,7
2020-05-25,Loudoun,"Not Reported",5,0,0
2020-05-25,Fairfax,Female,4747,534,164
2020-05-25,"Western Tidewater",Male,304,44,22
2020-05-25,Peninsula,"Not Reported",3,0,0
2020-05-25,"New River",Male,44,8,1
2020-05-25,"Central Shenandoah",Male,659,51,15
2020-05-25,Southside,Male,84,18,8
2020-05-25,Chesterfield,Male,608,43,19
2020-05-25,Arlington,Female,925,167,51
2020-05-25,Rappahannock,Male,595,81,12
2020-05-25,"Central Virginia",Male,102,9,4
2020-05-25,Alleghany,"Not Reported",1,0,0
2020-05-25,Henrico,Male,629,91,57
2020-05-25,"Thomas Jefferson",Male,188,31,10
2020-05-25,"Lord Fairfax",Male,513,48,22
2020-05-25,"Three Rivers",Male,340,13,1
2020-05-25,Richmond,"Not Reported",16,2,2
2020-05-25,Pittsylvania-Danville,Male,33,11,1
2020-05-25,Portsmouth,"Not Reported",3,0,0
2020-05-25,Norfolk,"Not Reported",0,0,0
2020-05-25,Chesapeake,Male,194,39,8
2020-05-25,Chickahominy,Female,245,38,14
2020-05-25,"Prince William",Male,2959,281,54
2020-05-25,"Eastern Shore","Not Reported",3,0,0
2020-05-25,"Eastern Shore",Male,444,33,14
2020-05-25,"Rappahannock Rapidan",Male,516,46,7
2020-05-25,Henrico,"Not Reported",2,0,0
2020-05-25,"Cumberland Plateau",Female,18,1,0
2020-05-25,"West Piedmont",Male,69,10,2
2020-05-25,Hampton,"Not Reported",2,0,0
2020-05-25,Alexandria,"Not Reported",6,0,0
2020-05-25,"Western Tidewater","Not Reported",3,0,0
2020-05-25,"Cumberland Plateau","Not Reported",0,0,0
2020-05-25,"Virginia Beach",Male,277,51,12
2020-05-25,Alleghany,Female,104,9,10
2020-05-25,Lenowisco,Female,20,7,1
2020-05-25,"Virginia Beach","Not Reported",2,0,0
2020-05-25,"Western Tidewater",Female,300,20,15
2020-05-25,"Mount Rogers",Male,139,14,4
2020-05-25,"Lord Fairfax",Female,606,55,23
2020-05-25,Piedmont,"Not Reported",0,0,0
2020-05-25,Alexandria,Male,853,99,18
2020-05-25,Pittsylvania-Danville,"Not Reported",1,0,0
2020-05-25,"West Piedmont","Not Reported",2,0,0
2020-05-25,Loudoun,Female,1021,69,28
2020-05-25,Hampton,Female,99,11,1
2020-05-25,Henrico,Female,861,86,61
2020-05-25,"Prince William","Not Reported",42,1,0
2020-05-25,Chickahominy,Male,175,39,13
2020-05-25,"Rappahannock Rapidan","Not Reported",26,1,0
2020-05-25,Peninsula,Female,298,53,20
2020-05-25,Lenowisco,"Not Reported",0,0,0
2020-05-25,Crater,"Not Reported",6,2,0
2020-05-25,Chickahominy,"Not Reported",4,0,0
2020-05-25,Portsmouth,Male,141,18,6
2020-05-25,"New River",Female,52,5,0
2020-05-25,Rappahannock,Female,645,55,4
2020-05-25,"Central Virginia",Female,81,6,0
2020-05-25,Roanoke,"Not Reported",0,0,0
2020-05-25,"West Piedmont",Female,77,5,3
2020-05-25,"Mount Rogers",Female,150,6,2
2020-05-25,Piedmont,Male,507,27,4
2020-05-25,Chesterfield,Female,673,33,19
2020-05-25,Fairfax,Male,4770,697,174
2020-05-25,Crater,Male,250,33,4
2020-05-25,"Central Virginia","Not Reported",0,0,0
2020-05-25,"Prince William",Female,2811,230,54
2020-05-25,"Virginia Beach",Female,339,39,8
2020-05-25,Norfolk,Female,214,31,1
2020-05-25,"Three Rivers",Female,138,20,5
2020-05-25,Arlington,Male,964,200,50
2020-05-25,"Central Shenandoah",Female,736,59,13
2020-05-25,Southside,Female,168,19,13
