"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-19,Southside,"Not Reported",5,0,0
2020-06-19,Chesapeake,Female,396,51,7
2020-06-19,Richmond,Female,909,85,6
2020-06-19,Roanoke,Male,122,6,2
2020-06-19,Fairfax,"Not Reported",146,5,3
2020-06-19,"Thomas Jefferson",Female,383,43,9
2020-06-19,Chesapeake,"Not Reported",1,0,0
2020-06-19,"Cumberland Plateau",Male,18,1,0
2020-06-19,"Eastern Shore",Female,640,55,22
2020-06-19,"Lord Fairfax","Not Reported",15,0,0
2020-06-19,Rappahannock,"Not Reported",11,1,0
2020-06-19,"Central Shenandoah","Not Reported",0,0,0
2020-06-19,Peninsula,Male,372,62,12
2020-06-19,Norfolk,Male,354,45,6
2020-06-19,Alexandria,Female,1121,103,26
2020-06-19,Lenowisco,Male,24,8,3
2020-06-19,Pittsylvania-Danville,Female,78,16,2
2020-06-19,"New River","Not Reported",3,0,0
2020-06-19,Chesterfield,"Not Reported",78,0,2
2020-06-19,Loudoun,Male,1724,127,31
2020-06-19,"Rappahannock Rapidan",Female,662,39,6
2020-06-19,Piedmont,Female,264,38,3
2020-06-19,Richmond,Male,974,113,21
2020-06-19,Crater,Female,528,72,14
2020-06-19,Portsmouth,Female,189,35,7
2020-06-19,Arlington,"Not Reported",4,1,0
2020-06-19,"Mount Rogers","Not Reported",2,0,0
2020-06-19,"Thomas Jefferson","Not Reported",4,0,0
2020-06-19,"Three Rivers","Not Reported",18,0,0
2020-06-19,Hampton,Male,116,23,3
2020-06-19,Alleghany,Male,143,18,5
2020-06-19,Roanoke,Female,163,6,8
2020-06-19,Loudoun,"Not Reported",19,0,1
2020-06-19,Fairfax,Female,6706,682,223
2020-06-19,"Western Tidewater",Male,359,49,27
2020-06-19,Peninsula,"Not Reported",4,0,0
2020-06-19,"New River",Male,75,11,4
2020-06-19,"Central Shenandoah",Male,857,70,15
2020-06-19,Southside,Male,145,22,10
2020-06-19,Chesterfield,Male,1287,69,32
2020-06-19,Arlington,Female,1185,186,60
2020-06-19,Rappahannock,Male,1043,114,22
2020-06-19,"Central Virginia",Male,154,9,4
2020-06-19,Alleghany,"Not Reported",3,0,0
2020-06-19,Henrico,Male,1060,126,67
2020-06-19,"Thomas Jefferson",Male,352,38,10
2020-06-19,"Lord Fairfax",Male,857,80,30
2020-06-19,"Three Rivers",Male,403,16,2
2020-06-19,Richmond,"Not Reported",46,2,2
2020-06-19,Pittsylvania-Danville,Male,65,17,1
2020-06-19,Portsmouth,"Not Reported",3,0,0
2020-06-19,Norfolk,"Not Reported",1,0,0
2020-06-19,Chesapeake,Male,312,54,9
2020-06-19,Chickahominy,Female,325,49,15
2020-06-19,"Prince William",Male,4249,422,87
2020-06-19,"Eastern Shore","Not Reported",18,0,0
2020-06-19,"Eastern Shore",Male,631,51,19
2020-06-19,"Rappahannock Rapidan",Male,693,62,11
2020-06-19,Henrico,"Not Reported",10,0,1
2020-06-19,"Cumberland Plateau",Female,19,1,0
2020-06-19,"West Piedmont",Male,176,20,3
2020-06-19,Hampton,"Not Reported",2,0,0
2020-06-19,Alexandria,"Not Reported",10,0,0
2020-06-19,"Western Tidewater","Not Reported",2,0,0
2020-06-19,"Cumberland Plateau","Not Reported",0,0,0
2020-06-19,"Virginia Beach",Male,438,60,15
2020-06-19,Alleghany,Female,159,10,9
2020-06-19,Lenowisco,Female,22,8,1
2020-06-19,"Virginia Beach","Not Reported",9,0,0
2020-06-19,"Western Tidewater",Female,349,29,19
2020-06-19,"Mount Rogers",Male,272,43,14
2020-06-19,"Lord Fairfax",Female,926,75,32
2020-06-19,Piedmont,"Not Reported",1,0,0
2020-06-19,Alexandria,Male,1067,127,22
2020-06-19,Pittsylvania-Danville,"Not Reported",1,0,0
2020-06-19,"West Piedmont","Not Reported",5,0,0
2020-06-19,Loudoun,Female,1761,105,50
2020-06-19,Hampton,Female,134,14,2
2020-06-19,Henrico,Female,1298,115,70
2020-06-19,"Prince William","Not Reported",89,1,0
2020-06-19,Chickahominy,Male,253,53,19
2020-06-19,"Rappahannock Rapidan","Not Reported",32,2,1
2020-06-19,Peninsula,Female,435,62,21
2020-06-19,Lenowisco,"Not Reported",0,0,0
2020-06-19,Crater,"Not Reported",16,3,0
2020-06-19,Chickahominy,"Not Reported",7,1,0
2020-06-19,Portsmouth,Male,213,25,6
2020-06-19,"New River",Female,75,7,0
2020-06-19,Rappahannock,Female,1176,87,10
2020-06-19,"Central Virginia",Female,139,8,0
2020-06-19,Roanoke,"Not Reported",6,0,0
2020-06-19,"West Piedmont",Female,186,16,2
2020-06-19,"Mount Rogers",Female,339,20,9
2020-06-19,Piedmont,Male,682,41,4
2020-06-19,Chesterfield,Female,1276,61,31
2020-06-19,Fairfax,Male,6517,878,219
2020-06-19,Crater,Male,755,51,7
2020-06-19,"Central Virginia","Not Reported",0,0,0
2020-06-19,"Prince William",Female,4172,339,65
2020-06-19,"Virginia Beach",Female,503,52,12
2020-06-19,Norfolk,Female,352,44,1
2020-06-19,"Three Rivers",Female,177,32,9
2020-06-19,Arlington,Male,1207,222,66
2020-06-19,"Central Shenandoah",Female,993,78,17
2020-06-19,Southside,Female,213,25,16
