"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
6/15/2020,20105,102,1279
6/15/2020,20106,34,207
6/15/2020,20109,1078,3852
6/15/2020,20110,1401,5629
6/15/2020,20111,860,3065
6/15/2020,20112,196,1488
6/15/2020,20115,36,261
6/15/2020,20117,8,104
6/15/2020,20118,Suppressed*,78
6/15/2020,20119,26,201
6/15/2020,20120,309,1822
6/15/2020,20121,214,1247
6/15/2020,20124,61,613
6/15/2020,20129,7,50
6/15/2020,20130,0,13
6/15/2020,20132,60,781
6/15/2020,20135,10,135
6/15/2020,20136,178,1321
6/15/2020,20137,13,87
6/15/2020,20139,Suppressed*,10
6/15/2020,20141,18,287
6/15/2020,20143,Suppressed*,55
6/15/2020,20144,Suppressed*,32
6/15/2020,20147,355,3416
6/15/2020,20148,170,1897
6/15/2020,20151,258,1230
6/15/2020,20152,158,1547
6/15/2020,20155,240,1875
6/15/2020,20158,16,182
6/15/2020,20164,1094,3927
6/15/2020,20165,274,2645
6/15/2020,20166,177,931
6/15/2020,20169,92,1070
6/15/2020,20170,973,3119
6/15/2020,20171,287,1701
6/15/2020,20175,215,2055
6/15/2020,20176,636,3404
6/15/2020,20180,22,323
6/15/2020,20181,35,442
6/15/2020,20184,Suppressed*,45
6/15/2020,20186,67,948
6/15/2020,20187,70,760
6/15/2020,20190,211,1544
6/15/2020,20191,295,1489
6/15/2020,20194,35,474
6/15/2020,20197,7,118
6/15/2020,20198,6,81
6/15/2020,22003,1197,4544
6/15/2020,22015,366,2056
6/15/2020,22025,114,942
6/15/2020,22026,227,1315
6/15/2020,22027,44,148
6/15/2020,22030,380,2948
6/15/2020,22031,394,2331
6/15/2020,22032,127,1184
6/15/2020,22033,247,1806
6/15/2020,22035,Suppressed*,38
6/15/2020,22039,58,708
6/15/2020,22041,707,2902
6/15/2020,22042,759,2804
6/15/2020,22043,230,1137
6/15/2020,22044,260,1030
6/15/2020,22046,194,1099
6/15/2020,22060,14,165
6/15/2020,22066,70,681
6/15/2020,22079,293,1732
6/15/2020,22101,123,1751
6/15/2020,22102,122,1198
6/15/2020,22124,61,697
6/15/2020,22125,Suppressed*,43
6/15/2020,22134,18,109
6/15/2020,22150,735,3143
6/15/2020,22151,269,1130
6/15/2020,22152,193,1257
6/15/2020,22153,163,1307
6/15/2020,22172,143,710
6/15/2020,22180,215,1260
6/15/2020,22181,59,550
6/15/2020,22182,117,1100
6/15/2020,22191,1475,6557
6/15/2020,22192,637,4477
6/15/2020,22193,1411,6478
6/15/2020,22201,210,1706
6/15/2020,22202,198,1262
6/15/2020,22203,305,1582
6/15/2020,22204,943,4138
6/15/2020,22205,135,1235
6/15/2020,22206,168,1144
6/15/2020,22207,267,1852
6/15/2020,22209,85,633
6/15/2020,22211,Suppressed*,16
6/15/2020,22213,18,146
6/15/2020,22214,0,2
6/15/2020,22301,77,785
6/15/2020,22302,228,2128
6/15/2020,22303,204,960
6/15/2020,22304,636,3724
6/15/2020,22305,580,2028
6/15/2020,22306,809,2831
6/15/2020,22307,70,557
6/15/2020,22308,67,473
6/15/2020,22309,605,2186
6/15/2020,22310,281,1460
6/15/2020,22311,418,2056
6/15/2020,22312,539,2239
6/15/2020,22314,192,1838
6/15/2020,22315,100,1112
6/15/2020,22401,196,1725
6/15/2020,22405,133,1565
6/15/2020,22406,106,1223
6/15/2020,22407,522,3567
6/15/2020,22408,173,1488
6/15/2020,22427,12,165
6/15/2020,22432,Suppressed*,26
6/15/2020,22433,Suppressed*,8
6/15/2020,22435,Suppressed*,90
6/15/2020,22436,0,32
6/15/2020,22437,Suppressed*,36
6/15/2020,22438,Suppressed*,24
6/15/2020,22443,33,331
6/15/2020,22448,Suppressed*,29
6/15/2020,22454,Suppressed*,64
6/15/2020,22460,5,66
6/15/2020,22469,13,94
6/15/2020,22473,19,210
6/15/2020,22476,Suppressed*,17
6/15/2020,22480,0,39
6/15/2020,22482,Suppressed*,123
6/15/2020,22485,87,1128
6/15/2020,22488,Suppressed*,55
6/15/2020,22503,6,212
6/15/2020,22504,0,9
6/15/2020,22508,54,687
6/15/2020,22509,Suppressed*,5
6/15/2020,22511,5,43
6/15/2020,22514,13,116
6/15/2020,22520,35,254
6/15/2020,22529,Suppressed*,12
6/15/2020,22530,0,3
6/15/2020,22534,Suppressed*,108
6/15/2020,22535,Suppressed*,30
6/15/2020,22538,0,13
6/15/2020,22539,Suppressed*,96
6/15/2020,22542,6,95
6/15/2020,22546,54,710
6/15/2020,22548,0,3
6/15/2020,22551,79,915
6/15/2020,22553,45,702
6/15/2020,22554,425,2908
6/15/2020,22556,211,1388
6/15/2020,22560,38,712
6/15/2020,22567,6,150
6/15/2020,22572,280,660
6/15/2020,22576,0,58
6/15/2020,22578,Suppressed*,83
6/15/2020,22579,Suppressed*,9
6/15/2020,22580,19,225
6/15/2020,22601,274,9340
6/15/2020,22602,158,468
6/15/2020,22603,98,282
6/15/2020,22610,8,24
6/15/2020,22611,18,179
6/15/2020,22620,8,66
6/15/2020,22623,Suppressed*,6
6/15/2020,22624,7,30
6/15/2020,22625,6,38
6/15/2020,22627,0,21
6/15/2020,22630,203,1018
6/15/2020,22637,Suppressed*,21
6/15/2020,22639,0,12
6/15/2020,22640,Suppressed*,12
6/15/2020,22641,0,2
6/15/2020,22642,20,99
6/15/2020,22643,0,13
6/15/2020,22644,48,70
6/15/2020,22645,23,72
6/15/2020,22646,0,8
6/15/2020,22650,Suppressed*,18
6/15/2020,22652,6,28
6/15/2020,22654,Suppressed*,10
6/15/2020,22655,105,294
6/15/2020,22656,20,71
6/15/2020,22657,53,218
6/15/2020,22660,11,23
6/15/2020,22663,12,19
6/15/2020,22664,179,745
6/15/2020,22701,681,2470
6/15/2020,22709,Suppressed*,36
6/15/2020,22711,0,3
6/15/2020,22712,97,559
6/15/2020,22713,7,49
6/15/2020,22714,14,59
6/15/2020,22715,Suppressed*,54
6/15/2020,22716,Suppressed*,25
6/15/2020,22718,Suppressed*,23
6/15/2020,22719,0,9
6/15/2020,22720,Suppressed*,37
6/15/2020,22722,0,6
6/15/2020,22723,0,5
6/15/2020,22724,12,89
6/15/2020,22726,22,87
6/15/2020,22727,19,240
6/15/2020,22728,12,135
6/15/2020,22729,Suppressed*,13
6/15/2020,22730,Suppressed*,5
6/15/2020,22731,Suppressed*,15
6/15/2020,22732,Suppressed*,13
6/15/2020,22733,17,71
6/15/2020,22734,24,173
6/15/2020,22735,Suppressed*,74
6/15/2020,22736,Suppressed*,24
6/15/2020,22737,7,104
6/15/2020,22738,Suppressed*,40
6/15/2020,22740,Suppressed*,46
6/15/2020,22741,0,11
6/15/2020,22742,20,110
6/15/2020,22743,0,3
6/15/2020,22747,Suppressed*,30
6/15/2020,22749,0,14
6/15/2020,22801,612,2459
6/15/2020,22802,488,1915
6/15/2020,22807,Suppressed*,6
6/15/2020,22810,Suppressed*,30
6/15/2020,22811,Suppressed*,29
6/15/2020,22812,29,399
6/15/2020,22815,85,426
6/15/2020,22820,0,5
6/15/2020,22821,24,221
6/15/2020,22824,74,155
6/15/2020,22827,70,561
6/15/2020,22830,16,80
6/15/2020,22831,Suppressed*,45
6/15/2020,22832,Suppressed*,45
6/15/2020,22834,6,54
6/15/2020,22835,151,519
6/15/2020,22840,17,206
6/15/2020,22841,17,131
6/15/2020,22842,71,192
6/15/2020,22843,6,81
6/15/2020,22844,42,210
6/15/2020,22845,0,4
6/15/2020,22846,9,95
6/15/2020,22847,Suppressed*,30
6/15/2020,22849,30,204
6/15/2020,22850,8,51
6/15/2020,22851,67,187
6/15/2020,22853,56,240
6/15/2020,22901,155,2213
6/15/2020,22902,106,1379
6/15/2020,22903,86,2031
6/15/2020,22904,0,12
6/15/2020,22911,37,1004
6/15/2020,22920,6,137
