"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-02,Southside,"Not Reported",4,0,0
2020-07-02,Chesapeake,Female,551,76,10
2020-07-02,Richmond,Female,1063,101,8
2020-07-02,Roanoke,Male,202,7,3
2020-07-02,Fairfax,"Not Reported",107,3,3
2020-07-02,"Thomas Jefferson",Female,504,52,12
2020-07-02,Chesapeake,"Not Reported",1,0,0
2020-07-02,"Cumberland Plateau",Male,27,1,0
2020-07-02,"Eastern Shore",Female,658,58,23
2020-07-02,"Lord Fairfax","Not Reported",8,0,0
2020-07-02,Rappahannock,"Not Reported",6,1,0
2020-07-02,"Central Shenandoah","Not Reported",1,0,0
2020-07-02,Peninsula,Male,470,64,13
2020-07-02,Norfolk,Male,480,56,8
2020-07-02,Alexandria,Female,1191,107,30
2020-07-02,Lenowisco,Male,27,8,3
2020-07-02,Pittsylvania-Danville,Female,118,21,2
2020-07-02,"New River","Not Reported",3,0,0
2020-07-02,Chesterfield,"Not Reported",77,0,2
2020-07-02,Loudoun,Male,2011,153,34
2020-07-02,"Rappahannock Rapidan",Female,713,44,9
2020-07-02,Piedmont,Female,304,41,4
2020-07-02,Richmond,Male,1125,122,20
2020-07-02,Crater,Female,634,81,20
2020-07-02,Portsmouth,Female,247,41,11
2020-07-02,Arlington,"Not Reported",1,0,0
2020-07-02,"Mount Rogers","Not Reported",2,0,0
2020-07-02,"Thomas Jefferson","Not Reported",1,0,0
2020-07-02,"Three Rivers","Not Reported",18,0,0
2020-07-02,Hampton,Male,152,26,3
2020-07-02,Alleghany,Male,234,21,5
2020-07-02,Roanoke,Female,228,7,7
2020-07-02,Loudoun,"Not Reported",17,0,1
2020-07-02,Fairfax,Female,7080,720,251
2020-07-02,"Western Tidewater",Male,399,55,30
2020-07-02,Peninsula,"Not Reported",4,0,0
2020-07-02,"New River",Male,124,14,4
2020-07-02,"Central Shenandoah",Male,959,80,18
2020-07-02,Southside,Male,167,25,12
2020-07-02,Chesterfield,Male,1556,78,35
2020-07-02,Arlington,Female,1230,191,63
2020-07-02,Rappahannock,Male,1165,123,26
2020-07-02,"Central Virginia",Male,208,9,4
2020-07-02,Alleghany,"Not Reported",3,0,0
2020-07-02,Henrico,Male,1174,135,73
2020-07-02,"Thomas Jefferson",Male,443,45,11
2020-07-02,"Lord Fairfax",Male,979,92,34
2020-07-02,"Three Rivers",Male,431,18,2
2020-07-02,Richmond,"Not Reported",39,2,2
2020-07-02,Pittsylvania-Danville,Male,92,20,1
2020-07-02,Portsmouth,"Not Reported",3,0,0
2020-07-02,Norfolk,"Not Reported",0,0,0
2020-07-02,Chesapeake,Male,407,64,11
2020-07-02,Chickahominy,Female,356,55,18
2020-07-02,"Prince William",Male,4587,444,96
2020-07-02,"Eastern Shore","Not Reported",9,0,0
2020-07-02,"Eastern Shore",Male,646,54,19
2020-07-02,"Rappahannock Rapidan",Male,733,64,12
2020-07-02,Henrico,"Not Reported",8,0,1
2020-07-02,"Cumberland Plateau",Female,38,1,0
2020-07-02,"West Piedmont",Male,232,22,4
2020-07-02,Hampton,"Not Reported",3,0,0
2020-07-02,Alexandria,"Not Reported",6,0,0
2020-07-02,"Western Tidewater","Not Reported",2,0,0
2020-07-02,"Cumberland Plateau","Not Reported",0,0,0
2020-07-02,"Virginia Beach",Male,562,65,16
2020-07-02,Alleghany,Female,263,10,10
2020-07-02,Lenowisco,Female,27,9,1
2020-07-02,"Virginia Beach","Not Reported",9,0,0
2020-07-02,"Western Tidewater",Female,416,33,22
2020-07-02,"Mount Rogers",Male,333,50,18
2020-07-02,"Lord Fairfax",Female,1061,86,33
2020-07-02,Piedmont,"Not Reported",2,0,0
2020-07-02,Alexandria,Male,1130,130,27
2020-07-02,Pittsylvania-Danville,"Not Reported",2,0,0
2020-07-02,"West Piedmont","Not Reported",5,0,0
2020-07-02,Loudoun,Female,2055,125,54
2020-07-02,Hampton,Female,184,15,2
2020-07-02,Henrico,Female,1433,122,78
2020-07-02,"Prince William","Not Reported",68,1,0
2020-07-02,Chickahominy,Male,292,55,19
2020-07-02,"Rappahannock Rapidan","Not Reported",2,1,1
2020-07-02,Peninsula,Female,531,63,21
2020-07-02,Lenowisco,"Not Reported",0,0,0
2020-07-02,Crater,"Not Reported",13,1,0
2020-07-02,Chickahominy,"Not Reported",4,0,0
2020-07-02,Portsmouth,Male,263,30,7
2020-07-02,"New River",Female,116,8,1
2020-07-02,Rappahannock,Female,1307,101,18
2020-07-02,"Central Virginia",Female,185,7,1
2020-07-02,Roanoke,"Not Reported",6,0,0
2020-07-02,"West Piedmont",Female,255,21,3
2020-07-02,"Mount Rogers",Female,401,24,13
2020-07-02,Piedmont,Male,724,48,8
2020-07-02,Chesterfield,Female,1533,71,36
2020-07-02,Fairfax,Male,6823,935,253
2020-07-02,Crater,Male,892,70,13
2020-07-02,"Central Virginia","Not Reported",0,0,0
2020-07-02,"Prince William",Female,4583,366,71
2020-07-02,"Virginia Beach",Female,654,56,14
2020-07-02,Norfolk,Female,507,52,3
2020-07-02,"Three Rivers",Female,200,31,7
2020-07-02,Arlington,Male,1265,230,69
2020-07-02,"Central Shenandoah",Female,1122,91,21
2020-07-02,Southside,Female,239,24,18
