Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",2015,113,1891,11
"San Antonio, TX HCS",1714,43,1593,78
"Houston, TX HCS",1680,72,1543,65
"Orlando, FL HCS",1592,84,1474,34
"Atlanta, GA HCS",1538,66,1416,56
"Phoenix, AZ HCS",1446,31,1329,86
"Columbia, SC HCS",1431,76,1292,63
Texas Valley Coastal Bend HCS,1403,34,1272,97
"Gainesville, FL HCS",1369,63,1251,55
"Tampa, FL HCS",1173,59,1054,60
"Miami, FL HCS",1155,25,1096,34
"Charleston, SC HCS",1088,52,1014,22
New York Harbor HCS,1085,11,957,117
"New Orleans, LA HCS",1080,15,992,73
"Bay Pines, FL HCS",1071,51,978,42
"Dallas, TX HCS",1060,87,928,45
New Jersey HCS,1052,13,918,121
"Temple, TX HCS",1028,59,942,27
"St. Louis, MO HCS",925,54,812,59
"Cleveland, OH HCS",879,70,731,78
Middle Tennessee HCS,878,68,776,34
"Washington, DC HCS",875,37,774,64
Nebraska-W Iowa HCS,847,86,712,49
"Chicago, IL HCS",837,65,724,48
"Bronx, NY HCS",810,9,708,93
"Minneapolis, MN HCS",807,121,624,62
"Aurora, CO HCS",796,86,674,36
"Loma Linda, CA HCS",793,31,744,18
"Boston, MA HCS",790,7,686,97
"Milwaukee, WI HCS",790,162,609,19
"Kansas City, MO HCS",771,92,647,32
"Hines, IL HCS",768,55,675,38
"Philadelphia, PA HCS",763,33,673,57
"Salisbury, NC HCS",762,48,666,48
"Las Vegas, NV HCS",754,48,677,29
"Gulf Coast, MS HCS",740,24,688,28
"Long Beach, CA HCS",724,29,677,18
"West Palm Beach, FL HCS",716,15,664,37
"Fayetteville, NC HCS",692,61,609,22
"Greater Los Angeles, CA HCS",655,24,594,37
"Birmingham, AL HCS",648,38,574,36
"Mountain Home, TN HCS",638,83,523,32
"Shreveport, LA HCS",631,39,543,49
"Little Rock, AR HCS",624,47,556,21
"Muskogee, OK HCS",623,83,492,48
"Dublin, GA HCS",615,33,562,20
Central Alabama HCS,608,23,570,15
"Augusta, GA HCS",605,18,550,37
"Indianapolis, IN HCS",595,31,504,60
"Durham, NC HCS",588,35,519,34
"Richmond, VA HCS",566,32,501,33
"San Diego, CA HCS",561,21,529,11
"Alexandria, LA HCS",558,17,515,26
"Jackson, MS HCS",550,19,485,46
"Oklahoma City, OK HCS",532,61,436,35
Connecticut HCS,530,19,471,40
N. California HCS,511,36,450,25
"Baltimore, MD HCS",492,16,443,33
"Memphis, TN HCS",486,39,426,21
"Louisville, KY HCS",472,71,381,20
"Palo Alto, CA HCS",471,11,430,30
Southern Arizona HCS,462,12,409,41
"Hampton, VA HCS",448,10,426,12
"San Juan, PR HCS",445,66,369,10
"Madison, WI HCS",439,105,321,13
"Salt Lake City, UT HCS",437,55,359,23
"Asheville, NC HCS",425,27,368,30
"Puget Sound, WA HCS",425,16,388,21
"Boise, ID HCS",419,31,375,13
"Fresno, CA HCS",413,14,380,19
"Amarillo, TX HCS",401,92,297,12
Western New York HCS,400,9,348,43
"Detroit, MI HCS",399,5,336,58
"Columbia, MO HCS",398,102,282,14
"Ann Arbor, MI HCS",396,37,329,30
"Northport, NY HCS",391,0,341,50
"Fayetteville, AR HCS",382,40,324,18
"Lebanon, PA HCS",380,30,320,30
"Fargo, ND HCS",376,82,264,30
"El Paso, TX HCS",370,55,301,14
"Sioux Falls, SD HCS",341,60,262,19
"Cincinnati, OH HCS",340,56,275,9
"Bedford, MA HCS",324,3,284,37
"Dayton, OH HCS",324,53,256,15
"Hudson Valley, NY HCS",306,5,280,21
"Lexington, KY HCS",302,38,244,20
"Black Hills, SD HCS",293,61,224,8
"Pittsburgh, PA HCS",289,24,251,14
"Columbus, OH HCS",284,26,239,19
"Wilmington, DE HCS",281,8,254,19
"St. Cloud, MN HCS",279,83,184,12
"Portland, OR HCS",273,19,240,14
"Iowa City, IA HCS",270,45,218,7
Northern Indiana HCS,264,33,222,9
"Providence, RI HCS",262,19,217,26
Eastern Kansas HCS,255,28,226,1
