Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,784,68,633,83
New York Harbor HCS,687,51,546,90
"Bronx, NY HCS",582,52,466,64
"New Orleans, LA HCS",521,22,457,42
"Philadelphia, PA HCS",419,77,317,25
"Boston, MA HCS",400,64,288,48
"Washington, DC HCS",350,67,252,31
"North Chicago, IL HCS",346,101,244,1
"Chicago, IL HCS",286,38,230,18
Connecticut HCS,286,40,236,10
"Aurora, CO HCS",285,33,235,17
"Northport, NY HCS",248,29,193,26
"Indianapolis, IN HCS",246,49,166,31
"Detroit, MI HCS",235,16,187,32
"Bedford, MA HCS",230,34,168,28
"Hudson Valley, NY HCS",227,18,198,11
"Cleveland, OH HCS",217,39,156,22
"Atlanta, GA HCS",211,22,175,14
Western New York HCS,193,37,131,25
"Hines, IL HCS",184,51,120,13
"Columbia, SC HCS",148,16,123,9
"St. Louis, MO HCS",143,20,111,12
"Ann Arbor, MI HCS",137,6,118,13
"Minneapolis, MN HCS",137,46,74,17
"Miami, FL HCS",129,11,112,6
"Baltimore, MD HCS",120,34,83,3
"Puget Sound, WA HCS",115,20,88,7
"Lebanon, PA HCS",106,20,75,11
"Wilmington, DE HCS",106,36,64,6
"Greater Los Angeles, CA HCS",105,12,86,7
Nebraska-W Iowa HCS,101,31,61,9
"Milwaukee, WI HCS",94,15,73,6
"Providence, RI HCS",92,9,69,14
"Orlando, FL HCS",90,16,72,2
"Richmond, VA HCS",90,13,68,9
"Salisbury, NC HCS",89,24,55,10
"Long Beach, CA HCS",86,12,70,4
"Kansas City, MO HCS",83,10,70,3
"Dallas, TX HCS",78,19,53,6
"Houston, TX HCS",77,19,51,7
"Shreveport, LA HCS",74,12,54,8
Central Western Massachusetts HCS,72,11,58,3
"Louisville, KY HCS",72,13,52,7
"Wilkes-Barre, PA HCS",72,9,55,8
"Durham, NC HCS",71,16,52,3
"Las Vegas, NV HCS",71,8,62,1
"San Juan, PR HCS",71,0,71,0
"Martinsburg, WV HCS",69,21,42,6
"San Diego, CA HCS",68,18,49,1
"Hampton, VA HCS",67,2,60,5
"Jackson, MS HCS",67,31,32,4
"Phoenix, AZ HCS",62,9,48,5
Middle Tennessee HCS,61,13,45,3
"San Antonio, TX HCS",61,14,40,7
"Cincinnati, OH HCS",59,7,50,2
"Pittsburgh, PA HCS",57,10,44,3
"Coatesville, PA HCS",55,25,23,7
"Loma Linda, CA HCS",55,16,39,0
"West Palm Beach, FL HCS",55,9,40,6
"Fayetteville, NC HCS",53,21,31,1
"Little Rock, AR HCS",52,13,35,4
