Facility ID,Facility,Latitude,Longitude,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
652,"Richmond, VA HCS",37.49796,-77.46681,1043,93,891,59
590,"Hampton, VA HCS",37.015768,-76.332371,816,95,707,14
658,"Salem, VA HCS",37.276111,-80.023889,640,65,541,34
