Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",3774,244,3512,18
"Cleveland, OH HCS",3531,333,3053,145
"Phoenix, AZ HCS",3001,352,2524,125
"San Antonio, TX HCS",2966,362,2497,107
"Columbia, SC HCS",2911,383,2407,121
"Orlando, FL HCS",2798,295,2455,48
"Houston, TX HCS",2732,281,2361,90
"Atlanta, GA HCS",2706,326,2307,73
"Loma Linda, CA HCS",2702,387,2250,65
"Minneapolis, MN HCS",2599,143,2306,150
"Gainesville, FL HCS",2546,319,2135,92
Middle Tennessee HCS,2540,292,2160,88
"Dallas, TX HCS",2539,338,2111,90
"Aurora, CO HCS",2387,128,2190,69
"Temple, TX HCS",2382,312,2015,55
"Milwaukee, WI HCS",2174,106,2008,60
"Long Beach, CA HCS",2150,364,1735,51
"Tampa, FL HCS",2061,178,1800,83
"Bay Pines, FL HCS",2053,200,1794,59
"Mountain Home, TN HCS",2042,268,1683,91
"Greater Los Angeles, CA HCS",2014,335,1621,58
"Las Vegas, NV HCS",1928,236,1634,58
"Salisbury, NC HCS",1917,212,1628,77
"Hines, IL HCS",1915,116,1735,64
"Indianapolis, IN HCS",1877,196,1592,89
Texas Valley Coastal Bend HCS,1850,114,1622,114
"St. Louis, MO HCS",1834,133,1644,57
"Kansas City, MO HCS",1817,166,1579,72
N. California HCS,1786,237,1494,55
"Charleston, SC HCS",1779,168,1580,31
"Muskogee, OK HCS",1740,241,1402,97
"Little Rock, AR HCS",1721,250,1417,54
Nebraska-W Iowa HCS,1697,139,1470,88
"Columbia, MO HCS",1682,139,1444,99
"San Diego, CA HCS",1656,245,1388,23
"Oklahoma City, OK HCS",1606,206,1300,100
"Miami, FL HCS",1598,90,1465,43
"Birmingham, AL HCS",1596,208,1318,70
"Chicago, IL HCS",1589,72,1456,61
"Philadelphia, PA HCS",1559,88,1398,73
"New Orleans, LA HCS",1547,113,1354,80
"Washington, DC HCS",1531,128,1318,85
New Jersey HCS,1525,83,1315,127
"Fayetteville, NC HCS",1510,191,1278,41
"Durham, NC HCS",1475,161,1265,49
Southern Arizona HCS,1464,207,1172,85
