Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",4095,235,3838,22
"Cleveland, OH HCS",4006,274,3554,178
"Phoenix, AZ HCS",3522,302,3060,160
"Columbia, SC HCS",3516,336,3033,147
"San Antonio, TX HCS",3509,299,3085,125
"Atlanta, GA HCS",3258,314,2854,90
"Loma Linda, CA HCS",3237,304,2837,96
"Orlando, FL HCS",3191,230,2906,55
"Houston, TX HCS",3125,218,2804,103
"Dallas, TX HCS",3027,252,2662,113
"Gainesville, FL HCS",2995,231,2654,110
Middle Tennessee HCS,2933,203,2606,124
"Temple, TX HCS",2827,230,2529,68
"Minneapolis, MN HCS",2763,86,2513,164
"Long Beach, CA HCS",2587,297,2216,74
"Aurora, CO HCS",2533,79,2379,75
"Greater Los Angeles, CA HCS",2507,237,2190,80
"Milwaukee, WI HCS",2394,119,2202,73
"Tampa, FL HCS",2354,138,2122,94
"Bay Pines, FL HCS",2337,153,2113,71
"Mountain Home, TN HCS",2336,134,2077,125
"Salisbury, NC HCS",2331,166,2074,91
"Charleston, SC HCS",2170,219,1913,38
"Las Vegas, NV HCS",2168,164,1931,73
N. California HCS,2135,203,1862,70
"Indianapolis, IN HCS",2112,118,1896,98
"Hines, IL HCS",2080,93,1915,72
Texas Valley Coastal Bend HCS,2051,103,1822,126
"Kansas City, MO HCS",2008,121,1802,85
"Little Rock, AR HCS",2002,179,1756,67
"St. Louis, MO HCS",1992,86,1836,70
"San Diego, CA HCS",1991,186,1774,31
"Muskogee, OK HCS",1986,158,1719,109
"Birmingham, AL HCS",1907,175,1645,87
"Columbia, MO HCS",1858,84,1659,115
Nebraska-W Iowa HCS,1858,94,1663,101
"Oklahoma City, OK HCS",1808,130,1564,114
"Fayetteville, NC HCS",1800,154,1596,50
"Durham, NC HCS",1771,173,1537,61
"Miami, FL HCS",1738,80,1615,43
Southern Arizona HCS,1730,171,1445,114
"Washington, DC HCS",1727,118,1514,95
"New Orleans, LA HCS",1701,96,1517,88
