Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",2022,118,1893,11
"San Antonio, TX HCS",1720,47,1595,78
"Houston, TX HCS",1682,73,1544,65
"Orlando, FL HCS",1599,90,1475,34
"Atlanta, GA HCS",1552,77,1419,56
"Columbia, SC HCS",1454,96,1295,63
"Phoenix, AZ HCS",1446,31,1329,86
Texas Valley Coastal Bend HCS,1403,34,1272,97
"Gainesville, FL HCS",1369,60,1253,56
"Tampa, FL HCS",1174,59,1055,60
"Miami, FL HCS",1155,25,1096,34
"Charleston, SC HCS",1105,66,1017,22
New York Harbor HCS,1085,11,957,117
"New Orleans, LA HCS",1081,15,993,73
"Bay Pines, FL HCS",1072,51,978,43
"Dallas, TX HCS",1065,87,933,45
New Jersey HCS,1052,12,919,121
"Temple, TX HCS",1034,65,942,27
"St. Louis, MO HCS",928,56,813,59
Middle Tennessee HCS,886,74,778,34
"Cleveland, OH HCS",881,70,733,78
"Washington, DC HCS",876,37,775,64
Nebraska-W Iowa HCS,852,82,721,49
"Chicago, IL HCS",839,66,725,48
"Minneapolis, MN HCS",830,144,624,62
"Bronx, NY HCS",811,10,708,93
"Milwaukee, WI HCS",810,180,611,19
"Aurora, CO HCS",796,77,683,36
"Loma Linda, CA HCS",796,33,745,18
"Boston, MA HCS",790,7,686,97
"Hines, IL HCS",780,65,677,38
"Kansas City, MO HCS",774,95,647,32
"Philadelphia, PA HCS",764,34,673,57
"Salisbury, NC HCS",764,46,670,48
"Las Vegas, NV HCS",760,50,681,29
"Gulf Coast, MS HCS",741,24,689,28
"Long Beach, CA HCS",724,28,678,18
"West Palm Beach, FL HCS",716,15,664,37
"Fayetteville, NC HCS",694,63,609,22
"Greater Los Angeles, CA HCS",658,27,594,37
"Mountain Home, TN HCS",654,95,527,32
"Birmingham, AL HCS",651,40,575,36
"Shreveport, LA HCS",633,39,545,49
"Little Rock, AR HCS",626,49,556,21
"Muskogee, OK HCS",626,86,492,48
Central Alabama HCS,619,32,572,15
"Dublin, GA HCS",618,33,565,20
"Augusta, GA HCS",607,18,552,37
"Indianapolis, IN HCS",595,29,506,60
"Durham, NC HCS",592,37,521,34
"Richmond, VA HCS",568,34,501,33
"San Diego, CA HCS",563,23,529,11
"Alexandria, LA HCS",558,17,515,26
"Jackson, MS HCS",553,22,485,46
"Oklahoma City, OK HCS",537,62,440,35
Connecticut HCS,531,18,473,40
N. California HCS,511,36,449,26
"Baltimore, MD HCS",495,18,444,33
"Memphis, TN HCS",489,42,426,21
"Louisville, KY HCS",481,76,385,20
"Palo Alto, CA HCS",472,12,430,30
Southern Arizona HCS,462,12,409,41
"Madison, WI HCS",449,110,325,14
"Hampton, VA HCS",448,10,426,12
"San Juan, PR HCS",445,65,370,10
"Salt Lake City, UT HCS",438,54,361,23
"Boise, ID HCS",430,39,378,13
"Puget Sound, WA HCS",429,20,388,21
"Asheville, NC HCS",425,27,368,30
"Fresno, CA HCS",420,19,382,19
"Amarillo, TX HCS",403,89,302,12
"Fargo, ND HCS",402,107,265,30
"Columbia, MO HCS",400,101,284,15
Western New York HCS,400,9,348,43
"Detroit, MI HCS",399,6,335,58
"Ann Arbor, MI HCS",397,38,329,30
"Northport, NY HCS",392,0,342,50
"Fayetteville, AR HCS",382,40,324,18
"Lebanon, PA HCS",380,29,321,30
"El Paso, TX HCS",371,56,301,14
"Sioux Falls, SD HCS",353,70,264,19
"Cincinnati, OH HCS",340,53,278,9
"Dayton, OH HCS",328,56,257,15
"Bedford, MA HCS",324,3,284,37
"Hudson Valley, NY HCS",307,6,280,21
"Lexington, KY HCS",304,38,246,20
"Black Hills, SD HCS",298,65,224,9
"Pittsburgh, PA HCS",289,24,251,14
"Columbus, OH HCS",284,25,240,19
"Iowa City, IA HCS",282,57,218,7
"Wilmington, DE HCS",282,8,255,19
"St. Cloud, MN HCS",281,84,185,12
"Portland, OR HCS",274,20,240,14
Northern Indiana HCS,264,32,223,9
"Providence, RI HCS",262,19,217,26
"Salem, VA HCS",257,28,207,22
Eastern Kansas HCS,255,27,227,1
Central Iowa HCS,248,25,211,12
New Mexico HCS,246,44,188,14
"Tuscaloosa, AL HCS",245,11,222,12
"Martinsburg, WV HCS",235,18,204,13
"Wichita, KS HCS",231,55,166,10
"Reno, NV HCS",230,32,183,15
"Spokane, WA HCS",228,13,195,20
"Danville, IL HCS",224,42,179,3
"Poplar Bluff, MO HCS",224,49,172,3
Montana HCS,221,52,164,5
"Tomah, WI HCS",215,46,167,2
"San Francisco, CA HCS",212,9,191,12
"Battle Creek, MI HCS",197,9,173,15
Central Western Massachusetts HCS,196,4,171,21
"Wilkes-Barre, PA HCS",181,16,146,19
"Big Spring, TX HCS",180,10,164,6
Northern Arizona HCS,180,6,166,8
"Iron Mountain, MI HCS",179,58,118,3
"Anchorage, AK HCS",158,26,131,1
"Honolulu, HI HCS",157,9,144,4
"Huntington, WV HCS",156,25,116,15
"Walla Walla, WA HCS",154,9,135,10
"Coatesville, PA HCS",134,3,119,12
"Saginaw, MI HCS",126,6,112,8
"Marion, IL HCS",123,30,86,7
"Manchester, NH HCS",110,6,89,15
"Chillicothe, OH HCS",101,2,97,2
"Altoona, PA HCS",97,18,76,3
"Cheyenne, WY HCS",91,17,71,3
"Finger Lakes, NY HCS",84,25,57,2
"Butler, PA HCS",79,6,68,5
"Togus, ME HCS",69,5,60,4
"Grand Junction, CO HCS",68,12,51,5
"Erie, PA HCS",63,10,50,3
"Albany, NY HCS",61,4,50,7
"Syracuse, NY HCS",51,4,42,5
"Sheridan, WY HCS",49,14,35,0
"Clarksburg, WV HCS",46,6,39,1
"Roseburg, OR HCS",45,8,37,0
"White River Junction, VT HCS",31,2,27,2
"Beckley, WV HCS",30,5,24,1
"White City, OR HCS",28,2,24,2
"Manila, PI HCS",0,0,0,0
