Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",3669,299,3352,18
"Cleveland, OH HCS",3184,248,2802,134
"Phoenix, AZ HCS",2714,250,2342,122
"San Antonio, TX HCS",2626,223,2301,102
"Orlando, FL HCS",2555,191,2316,48
"Columbia, SC HCS",2473,188,2172,113
"Minneapolis, MN HCS",2460,97,2222,141
"Atlanta, GA HCS",2429,192,2164,73
"Houston, TX HCS",2422,137,2199,86
"Gainesville, FL HCS",2310,191,2034,85
"Loma Linda, CA HCS",2309,298,1954,57
"Aurora, CO HCS",2245,100,2074,71
"Dallas, TX HCS",2175,160,1926,89
Middle Tennessee HCS,2171,204,1892,75
"Temple, TX HCS",2093,206,1836,51
"Milwaukee, WI HCS",2056,60,1936,60
"Tampa, FL HCS",1892,127,1684,81
"Long Beach, CA HCS",1880,336,1499,45
"Bay Pines, FL HCS",1860,147,1654,59
"Hines, IL HCS",1805,84,1662,59
"Las Vegas, NV HCS",1740,161,1526,53
Texas Valley Coastal Bend HCS,1737,58,1572,107
"Mountain Home, TN HCS",1715,163,1468,84
"Greater Los Angeles, CA HCS",1704,271,1380,53
"St. Louis, MO HCS",1689,98,1538,53
"Indianapolis, IN HCS",1681,144,1456,81
"Kansas City, MO HCS",1679,140,1467,72
"Salisbury, NC HCS",1649,127,1449,73
"Charleston, SC HCS",1579,74,1474,31
N. California HCS,1553,169,1335,49
Nebraska-W Iowa HCS,1541,79,1380,82
"Columbia, MO HCS",1537,97,1346,94
"Muskogee, OK HCS",1536,161,1278,97
"Chicago, IL HCS",1516,82,1374,60
"Little Rock, AR HCS",1496,170,1275,51
"Miami, FL HCS",1480,40,1398,42
"New Orleans, LA HCS",1449,84,1284,81
"San Diego, CA HCS",1446,193,1233,20
"Philadelphia, PA HCS",1437,67,1298,72
"Washington, DC HCS",1417,90,1246,81
New Jersey HCS,1400,32,1243,125
"Oklahoma City, OK HCS",1378,116,1167,95
"Fayetteville, NC HCS",1362,137,1187,38
New York Harbor HCS,1362,53,1186,123
"Birmingham, AL HCS",1355,127,1165,63
"Boston, MA HCS",1326,109,1113,104
"Durham, NC HCS",1303,122,1132,49
"Louisville, KY HCS",1265,142,1073,50
Southern Arizona HCS,1235,140,1016,79
"Madison, WI HCS",1227,43,1126,58
Connecticut HCS,1206,77,1074,55
