Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",1928,126,1791,11
"San Antonio, TX HCS",1692,62,1553,77
"Houston, TX HCS",1615,42,1508,65
"Orlando, FL HCS",1542,88,1423,31
"Atlanta, GA HCS",1505,78,1371,56
"Columbia, SC HCS",1398,85,1250,63
"Phoenix, AZ HCS",1393,29,1285,79
Texas Valley Coastal Bend HCS,1384,24,1264,96
"Gainesville, FL HCS",1333,47,1233,53
"Miami, FL HCS",1136,24,1078,34
"Tampa, FL HCS",1128,48,1021,59
New York Harbor HCS,1078,12,949,117
"New Orleans, LA HCS",1067,11,985,71
"Charleston, SC HCS",1066,44,1000,22
New Jersey HCS,1049,13,915,121
"Bay Pines, FL HCS",1042,49,951,42
"Dallas, TX HCS",1027,95,888,44
"Temple, TX HCS",989,54,908,27
"St. Louis, MO HCS",887,48,784,55
"Washington, DC HCS",860,42,754,64
Middle Tennessee HCS,844,87,724,33
"Cleveland, OH HCS",836,48,712,76
Nebraska-W Iowa HCS,806,86,673,47
"Bronx, NY HCS",804,6,705,93
"Chicago, IL HCS",793,42,703,48
"Boston, MA HCS",785,14,674,97
"Loma Linda, CA HCS",761,26,717,18
"Minneapolis, MN HCS",748,109,579,60
"Philadelphia, PA HCS",746,26,664,56
"Hines, IL HCS",730,50,642,38
"Las Vegas, NV HCS",730,57,644,29
"Kansas City, MO HCS",723,83,612,28
"Aurora, CO HCS",713,62,616,35
"Gulf Coast, MS HCS",709,21,660,28
"West Palm Beach, FL HCS",704,15,652,37
"Long Beach, CA HCS",702,25,659,18
"Milwaukee, WI HCS",700,157,524,19
"Salisbury, NC HCS",696,40,612,44
"Fayetteville, NC HCS",635,41,572,22
"Birmingham, AL HCS",632,45,551,36
"Greater Los Angeles, CA HCS",626,13,576,37
"Dublin, GA HCS",603,39,544,20
"Mountain Home, TN HCS",601,85,485,31
Central Alabama HCS,597,32,553,12
"Shreveport, LA HCS",595,30,518,47
"Augusta, GA HCS",587,22,528,37
"Little Rock, AR HCS",587,37,531,19
"Indianapolis, IN HCS",582,33,490,59
"Muskogee, OK HCS",569,75,446,48
"Alexandria, LA HCS",540,9,505,26
"San Diego, CA HCS",533,24,498,11
"Durham, NC HCS",527,29,468,30
"Jackson, MS HCS",527,15,467,45
Connecticut HCS,512,10,462,40
"Richmond, VA HCS",511,19,461,31
N. California HCS,496,42,429,25
"Oklahoma City, OK HCS",482,55,398,29
"Baltimore, MD HCS",481,13,435,33
"Memphis, TN HCS",468,31,415,22
"Palo Alto, CA HCS",468,19,420,29
"Louisville, KY HCS",438,66,353,19
"Hampton, VA HCS",437,9,416,12
Southern Arizona HCS,437,6,390,41
"Puget Sound, WA HCS",410,17,373,20
"San Juan, PR HCS",408,46,352,10
"Fresno, CA HCS",406,20,367,19
"Boise, ID HCS",402,37,352,13
Western New York HCS,396,5,349,42
"Detroit, MI HCS",393,6,330,57
"Salt Lake City, UT HCS",392,51,320,21
"Northport, NY HCS",391,4,337,50
"Madison, WI HCS",388,105,271,12
