Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Cleveland, OH HCS",4321,150,3959,212,13074,2272
"North Chicago, IL HCS",4203,38,4142,23,3106,123
"Columbia, SC HCS",3942,186,3589,167,4454,176
"Phoenix, AZ HCS",3916,152,3568,196,8387,1970
"San Antonio, TX HCS",3857,161,3556,140,13630,8844
"Atlanta, GA HCS",3668,174,3386,108,5022,369
"Loma Linda, CA HCS",3557,110,3322,125,5880,315
"Dallas, TX HCS",3509,222,3151,136,10190,676
"Orlando, FL HCS",3486,154,3268,64,20714,10797
"Houston, TX HCS",3424,151,3160,113,9151,1522
"Gainesville, FL HCS",3294,160,3010,124,15821,3829
Middle Tennessee HCS,3247,148,2953,146,7313,1304
"Temple, TX HCS",3222,182,2953,87,5687,788
"Minneapolis, MN HCS",2930,71,2686,173,13925,1586
"Greater Los Angeles, CA HCS",2803,94,2606,103,8050,3731
"Long Beach, CA HCS",2795,115,2589,91,6441,892
"Aurora, CO HCS",2638,54,2501,83,5442,574
"Salisbury, NC HCS",2612,119,2374,119,8112,1815
"Tampa, FL HCS",2564,97,2358,109,16303,3566
"Milwaukee, WI HCS",2548,61,2409,78,8742,1442
"Bay Pines, FL HCS",2531,95,2355,81,14810,3834
"Mountain Home, TN HCS",2508,77,2280,151,6302,1749
"Charleston, SC HCS",2443,117,2271,55,8558,1498
"Las Vegas, NV HCS",2341,100,2155,86,7939,2786
N. California HCS,2319,103,2126,90,10162,2113
"Indianapolis, IN HCS",2264,83,2076,105,5400,664
"Little Rock, AR HCS",2247,130,2035,82,4322,1901
"San Diego, CA HCS",2222,109,2076,37,7959,1173
"Hines, IL HCS",2181,57,2044,80,8515,3005
Texas Valley Coastal Bend HCS,2170,62,1968,140,3036,965
"Muskogee, OK HCS",2137,82,1928,127,3394,768
"St. Louis, MO HCS",2134,66,1986,82,7966,2126
"Birmingham, AL HCS",2123,97,1922,104,8566,1485
"Kansas City, MO HCS",2121,76,1956,89,10542,2061
"Fayetteville, NC HCS",2017,117,1838,62,8588,1071
Nebraska-W Iowa HCS,1995,82,1799,114,15125,4194
"Durham, NC HCS",1989,113,1797,79,9103,1038
"Columbia, MO HCS",1977,64,1788,125,7760,3301
Southern Arizona HCS,1938,74,1727,137,5644,307
"Oklahoma City, OK HCS",1935,68,1733,134,6750,1191
"Washington, DC HCS",1916,95,1713,108,6425,852
"Miami, FL HCS",1882,77,1759,46,10051,2186
"Boston, MA HCS",1840,88,1634,118,6897,698
"Philadelphia, PA HCS",1830,57,1685,88,7469,1421
"New Orleans, LA HCS",1801,57,1651,93,11568,5131
New Jersey HCS,1796,57,1594,145,2916,174
"Asheville, NC HCS",1780,76,1614,90,3300,225
"Gulf Coast, MS HCS",1774,86,1623,65,4233,980
"Chicago, IL HCS",1771,50,1642,79,6224,1382
"Louisville, KY HCS",1768,103,1587,78,4378,376
"Fayetteville, AR HCS",1743,80,1568,95,3855,1183
Connecticut HCS,1719,84,1554,81,10773,2999
"Lebanon, PA HCS",1667,63,1495,109,5219,1089
New York Harbor HCS,1659,63,1469,127,8396,2735
"Richmond, VA HCS",1596,123,1404,69,5969,1290
"Shreveport, LA HCS",1590,83,1414,93,4325,1940
"Augusta, GA HCS",1587,105,1408,74,5827,2642
"Palo Alto, CA HCS",1559,67,1417,75,6319,618
"Cincinnati, OH HCS",1552,65,1438,49,3740,997
"Madison, WI HCS",1492,41,1379,72,5033,626
"Pittsburgh, PA HCS",1487,69,1343,75,12138,2721
"Dayton, OH HCS",1483,57,1373,53,4974,466
Central Alabama HCS,1482,63,1376,43,3180,196
"Salt Lake City, UT HCS",1478,46,1373,59,4434,791
"Boise, ID HCS",1477,35,1385,57,4654,1383
"West Palm Beach, FL HCS",1474,59,1355,60,11896,4143
"Ann Arbor, MI HCS",1451,35,1364,52,14633,3214
"Fresno, CA HCS",1449,65,1310,74,4351,337
"Bronx, NY HCS",1442,59,1274,109,3098,121
"Iowa City, IA HCS",1420,50,1305,65,2724,59
"Dublin, GA HCS",1403,63,1298,42,4109,988
New Mexico HCS,1369,57,1230,82,6911,747
"Baltimore, MD HCS",1358,61,1243,54,9491,970
"El Paso, TX HCS",1301,50,1155,96,1973,408
Northern Indiana HCS,1300,35,1210,55,4191,791
"Columbus, OH HCS",1295,48,1195,52,2606,534
"Fargo, ND HCS",1295,17,1171,107,4833,1214
"Wichita, KS HCS",1252,55,1128,69,2672,625
Western New York HCS,1243,40,1133,70,7343,850
"Lexington, KY HCS",1230,63,1085,82,8469,5184
"Puget Sound, WA HCS",1227,46,1132,49,6757,684
Eastern Kansas HCS,1222,51,1139,32,3742,823
"Sioux Falls, SD HCS",1218,47,1102,69,3428,779
"Amarillo, TX HCS",1212,26,1134,52,2876,771
"Hampton, VA HCS",1202,78,1106,18,2728,422
"St. Cloud, MN HCS",1202,26,1121,55,4442,405
"Memphis, TN HCS",1185,52,1067,66,7652,988
Central Iowa HCS,1150,41,1053,56,2797,88
Montana HCS,1143,32,1064,47,3136,100
"Martinsburg, WV HCS",1108,36,1026,46,3697,146
"Poplar Bluff, MO HCS",1098,41,979,78,1451,233
"Jackson, MS HCS",1088,44,978,66,4559,1598
"Portland, OR HCS",1063,33,990,40,11350,4318
"Alexandria, LA HCS",1022,26,950,46,3006,1020
"Salem, VA HCS",1008,52,889,67,2701,236
"San Juan, PR HCS",1000,22,931,47,9903,853
"Providence, RI HCS",996,56,868,72,2109,172
"Black Hills, SD HCS",979,22,919,38,3946,417
"Battle Creek, MI HCS",973,16,892,65,2865,181
"Reno, NV HCS",954,24,874,56,3051,313
"Marion, IL HCS",913,37,827,49,2751,789
"Altoona, PA HCS",897,22,828,47,3331,1293
"Wilkes-Barre, PA HCS",885,36,797,52,3590,454
"Tomah, WI HCS",872,15,832,25,2826,372
"Wilmington, DE HCS",853,47,772,34,6178,1209
"Syracuse, NY HCS",849,55,741,53,3704,281
"Northport, NY HCS",830,35,740,55,3352,123
"Detroit, MI HCS",776,22,672,82,2767,481
Northern Arizona HCS,770,18,714,38,2911,625
"Danville, IL HCS",757,26,690,41,2196,457
"Hudson Valley, NY HCS",752,23,699,30,3356,460
"Huntington, WV HCS",738,38,643,57,4693,778
