Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Cleveland, OH HCS",4524,79,4217,228,22924,13846
"North Chicago, IL HCS",4316,71,4220,25,5836,2290
"Columbia, SC HCS",4278,114,3973,191,8554,3750
"Phoenix, AZ HCS",4181,74,3888,219,15429,8946
"Atlanta, GA HCS",4071,137,3802,132,10773,4604
"San Antonio, TX HCS",4032,81,3800,151,17956,13164
"Orlando, FL HCS",3792,120,3597,75,32180,20598
"Loma Linda, CA HCS",3756,62,3545,149,13006,4341
"Dallas, TX HCS",3747,91,3505,151,14267,9101
"Houston, TX HCS",3665,116,3426,123,19927,8720
"Gainesville, FL HCS",3577,68,3369,140,26892,14374
Middle Tennessee HCS,3495,98,3229,168,13121,6109
"Temple, TX HCS",3416,88,3225,103,9948,4434
"Minneapolis, MN HCS",3056,49,2830,177,23569,14305
"Long Beach, CA HCS",2939,54,2782,103,13458,5137
"Greater Los Angeles, CA HCS",2928,44,2774,110,15189,8906
"Salisbury, NC HCS",2901,79,2694,128,15854,7416
"Tampa, FL HCS",2808,63,2623,122,27352,15183
"Bay Pines, FL HCS",2775,88,2593,94,25825,13690
"Aurora, CO HCS",2739,56,2597,86,11523,5787
"Mountain Home, TN HCS",2675,58,2459,158,9490,4921
"Charleston, SC HCS",2651,72,2513,66,15792,9089
"Milwaukee, WI HCS",2650,45,2520,85,11846,9001
"Las Vegas, NV HCS",2555,77,2382,96,12990,8072
N. California HCS,2489,58,2317,114,21509,10020
"Little Rock, AR HCS",2382,53,2231,98,8754,3510
"San Diego, CA HCS",2365,57,2262,46,13579,7056
"Indianapolis, IN HCS",2350,43,2191,116,10150,4200
"Birmingham, AL HCS",2305,46,2134,125,12996,8881
"Hines, IL HCS",2262,41,2135,86,13796,8904
Texas Valley Coastal Bend HCS,2250,33,2067,150,6607,2773
"Fayetteville, NC HCS",2235,84,2085,66,14454,6310
"St. Louis, MO HCS",2222,34,2104,84,12079,8179
"Muskogee, OK HCS",2205,40,2025,140,6664,2497
"Kansas City, MO HCS",2183,28,2060,95,13613,8068
"Durham, NC HCS",2166,74,1999,93,16772,8310
Nebraska-W Iowa HCS,2102,48,1936,118,23736,15304
"Washington, DC HCS",2074,57,1904,113,9713,6456
"Miami, FL HCS",2042,63,1926,53,16972,9106
Southern Arizona HCS,2034,43,1834,157,12549,4474
"Columbia, MO HCS",2032,19,1881,132,10629,7651
"Oklahoma City, OK HCS",2007,37,1830,140,11464,7213
New Jersey HCS,1973,69,1756,148,7445,2138
"Boston, MA HCS",1960,39,1795,126,11643,4423
"Philadelphia, PA HCS",1954,44,1817,93,14921,7524
"Asheville, NC HCS",1931,56,1778,97,6155,2872
"Gulf Coast, MS HCS",1917,46,1793,78,10485,3234
"New Orleans, LA HCS",1906,40,1767,99,21328,13095
"Louisville, KY HCS",1899,53,1757,89,7664,3332
Connecticut HCS,1871,50,1732,89,19139,10299
"Fayetteville, AR HCS",1865,45,1719,101,7999,3111
"Chicago, IL HCS",1837,28,1727,82,10907,6265
"Richmond, VA HCS",1783,70,1633,80,12403,5871
"Lebanon, PA HCS",1782,54,1615,113,11063,3770
New York Harbor HCS,1776,44,1604,128,12492,8509
"Augusta, GA HCS",1749,58,1608,83,10053,6237
"Palo Alto, CA HCS",1688,38,1562,88,11525,6842
"Cincinnati, OH HCS",1667,44,1571,52,7086,2920
"Shreveport, LA HCS",1638,26,1514,98,7425,3629
Central Alabama HCS,1629,38,1537,54,6753,2015
"West Palm Beach, FL HCS",1615,63,1491,61,19244,10004
"Pittsburgh, PA HCS",1599,48,1468,83,15529,12177
"Salt Lake City, UT HCS",1553,37,1454,62,8366,3977
"Bronx, NY HCS",1552,41,1395,116,5451,2162
"Dayton, OH HCS",1550,23,1469,58,7513,3923
"Boise, ID HCS",1547,30,1456,61,6780,4290
"Madison, WI HCS",1546,22,1449,75,10190,3728
"Fresno, CA HCS",1545,50,1413,82,7498,3533
"Dublin, GA HCS",1509,29,1433,47,7768,3341
"Ann Arbor, MI HCS",1506,32,1418,56,22989,14958
"Iowa City, IA HCS",1503,34,1397,72,7124,2291
"Baltimore, MD HCS",1496,49,1387,60,11791,9671
New Mexico HCS,1458,36,1338,84,10428,7169
"El Paso, TX HCS",1402,38,1263,101,4391,1886
Northern Indiana HCS,1376,36,1279,61,7510,3357
"Columbus, OH HCS",1364,33,1272,59,6880,2048
"Hampton, VA HCS",1362,49,1288,25,4808,2083
Western New York HCS,1339,40,1224,75,14336,7900
