Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
"North Chicago, IL HCS",1776,136,1629,11
"San Antonio, TX HCS",1591,36,1485,70
"Houston, TX HCS",1539,40,1444,55
"Orlando, FL HCS",1399,63,1307,29
"Atlanta, GA HCS",1370,79,1238,53
"Phoenix, AZ HCS",1352,23,1252,77
Texas Valley Coastal Bend HCS,1341,42,1208,91
"Columbia, SC HCS",1253,93,1105,55
"Gainesville, FL HCS",1215,70,1099,46
"Miami, FL HCS",1085,23,1032,30
New York Harbor HCS,1054,8,930,116
"New Orleans, LA HCS",1049,18,961,70
"Tampa, FL HCS",1048,62,932,54
New Jersey HCS,1032,13,898,121
"Charleston, SC HCS",988,44,925,19
"Bay Pines, FL HCS",949,35,880,34
"Temple, TX HCS",903,43,837,23
"Dallas, TX HCS",901,61,800,40
"Washington, DC HCS",795,21,711,63
"Bronx, NY HCS",783,4,686,93
"St. Louis, MO HCS",781,116,630,35
"Boston, MA HCS",755,9,651,95
"Cleveland, OH HCS",747,17,657,73
"Chicago, IL HCS",737,27,662,48
"Loma Linda, CA HCS",715,29,670,16
"Philadelphia, PA HCS",710,8,645,57
Middle Tennessee HCS,708,51,632,25
"West Palm Beach, FL HCS",663,24,604,35
"Long Beach, CA HCS",661,28,615,18
"Gulf Coast, MS HCS",658,21,611,26
Nebraska-W Iowa HCS,658,74,541,43
"Las Vegas, NV HCS",650,22,604,24
"Hines, IL HCS",648,37,573,38
"Salisbury, NC HCS",617,19,557,41
"Greater Los Angeles, CA HCS",601,28,538,35
"Kansas City, MO HCS",600,71,508,21
"Aurora, CO HCS",598,29,535,34
"Minneapolis, MN HCS",576,72,450,54
"Birmingham, AL HCS",550,43,474,33
"Fayetteville, NC HCS",549,60,469,20
"Dublin, GA HCS",547,44,487,16
"Augusta, GA HCS",543,23,489,31
Central Alabama HCS,542,23,508,11
"Shreveport, LA HCS",536,28,467,41
"Indianapolis, IN HCS",529,19,455,55
"Little Rock, AR HCS",517,37,466,14
"Alexandria, LA HCS",510,22,463,25
"Jackson, MS HCS",503,23,441,39
"San Diego, CA HCS",496,22,463,11
Connecticut HCS,488,7,441,40
"Milwaukee, WI HCS",471,50,405,16
"Durham, NC HCS",467,22,418,27
"Mountain Home, TN HCS",467,52,390,25
"Richmond, VA HCS",460,28,404,28
"Baltimore, MD HCS",450,15,403,32
N. California HCS,435,28,388,19
"Palo Alto, CA HCS",430,19,385,26
Southern Arizona HCS,428,9,379,40
"Hampton, VA HCS",414,12,391,11
"Memphis, TN HCS",411,26,365,20
"Muskogee, OK HCS",408,26,349,33
Western New York HCS,391,13,336,42
"Northport, NY HCS",388,2,337,49
"Detroit, MI HCS",381,5,321,55
"Fresno, CA HCS",379,12,349,18
"Puget Sound, WA HCS",371,9,346,16
"Louisville, KY HCS",349,25,308,16
"San Juan, PR HCS",338,40,289,9
"Ann Arbor, MI HCS",334,17,287,30
"Boise, ID HCS",332,25,294,13
"Oklahoma City, OK HCS",332,40,271,21
"Asheville, NC HCS",330,26,278,26
"Lebanon, PA HCS",311,21,263,27
"Bedford, MA HCS",305,1,267,37
"El Paso, TX HCS",294,16,260,18
"Hudson Valley, NY HCS",292,6,265,21
"Fayetteville, AR HCS",263,40,209,14
"Salt Lake City, UT HCS",260,38,208,14
"Wilmington, DE HCS",256,13,225,18
"Cincinnati, OH HCS",253,29,216,8
"Pittsburgh, PA HCS",242,10,220,12
"Columbus, OH HCS",235,12,204,19
"Madison, WI HCS",234,48,178,8
"Amarillo, TX HCS",227,31,190,6
"Dayton, OH HCS",225,20,194,11
