Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
New Jersey HCS,821,53,674,94
New York Harbor HCS,718,44,581,93
"Bronx, NY HCS",600,43,490,67
"New Orleans, LA HCS",535,21,471,43
"Philadelphia, PA HCS",450,51,374,25
"Boston, MA HCS",414,38,326,50
"Washington, DC HCS",402,66,301,35
"North Chicago, IL HCS",380,73,305,2
"Chicago, IL HCS",312,45,248,19
Connecticut HCS,300,31,256,13
"Aurora, CO HCS",295,25,249,21
"Detroit, MI HCS",278,18,222,38
"Indianapolis, IN HCS",267,36,197,34
"Northport, NY HCS",267,22,217,28
"Cleveland, OH HCS",259,48,183,28
"Hudson Valley, NY HCS",243,20,212,11
"Bedford, MA HCS",235,14,190,31
Western New York HCS,220,39,152,29
"Atlanta, GA HCS",214,5,193,16
"Hines, IL HCS",204,38,151,15
"Minneapolis, MN HCS",162,35,104,23
"St. Louis, MO HCS",156,22,121,13
"Columbia, SC HCS",152,12,131,9
"Ann Arbor, MI HCS",145,7,124,14
"Baltimore, MD HCS",140,26,108,6
"Houston, TX HCS",139,23,108,8
"Miami, FL HCS",139,18,115,6
"Wilmington, DE HCS",123,24,89,10
"Lebanon, PA HCS",121,17,90,14
"Puget Sound, WA HCS",121,13,100,8
Nebraska-W Iowa HCS,115,29,76,10
"Richmond, VA HCS",114,34,71,9
"Greater Los Angeles, CA HCS",113,13,93,7
"Jackson, MS HCS",103,30,68,5
"Milwaukee, WI HCS",101,12,83,6
"Orlando, FL HCS",101,18,81,2
"Salisbury, NC HCS",100,17,68,15
"Dallas, TX HCS",96,17,72,7
"Fayetteville, NC HCS",95,35,56,4
"Long Beach, CA HCS",95,15,76,4
"Providence, RI HCS",93,4,74,15
"Shreveport, LA HCS",93,20,63,10
"Kansas City, MO HCS",90,11,76,3
"Durham, NC HCS",83,18,59,6
"Martinsburg, WV HCS",83,19,57,7
"Wilkes-Barre, PA HCS",83,10,63,10
"West Palm Beach, FL HCS",80,27,46,7
"Louisville, KY HCS",78,11,60,7
"Las Vegas, NV HCS",77,7,69,1
"Phoenix, AZ HCS",76,15,54,7
"San Diego, CA HCS",76,13,62,1
"San Juan, PR HCS",73,1,72,0
Central Western Massachusetts HCS,72,2,67,3
"San Antonio, TX HCS",71,9,55,7
"Hampton, VA HCS",70,6,60,4
"Little Rock, AR HCS",65,14,46,5
Middle Tennessee HCS,64,6,55,3
"Cincinnati, OH HCS",63,6,55,2
"Coatesville, PA HCS",63,18,36,9
"Loma Linda, CA HCS",60,9,50,1
"Pittsburgh, PA HCS",60,6,51,3
"Battle Creek, MI HCS",55,14,37,4
"Spokane, WA HCS",53,3,44,6
"Portland, OR HCS",51,15,32,4
"Palo Alto, CA HCS",50,6,37,7
"Birmingham, AL HCS",49,12,30,7
Central Iowa HCS,48,17,27,4
Northern Indiana HCS,47,14,29,4
"Bay Pines, FL HCS",46,14,30,2
New Mexico HCS,46,6,33,7
"Alexandria, LA HCS",45,7,34,4
"Augusta, GA HCS",45,7,35,3
"Dublin, GA HCS",44,2,42,0
"Memphis, TN HCS",44,8,31,5
Central Alabama HCS,42,19,23,0
"Sioux Falls, SD HCS",42,10,30,2
"Columbus, OH HCS",41,12,28,1
"El Paso, TX HCS",40,15,25,0
"Gainesville, FL HCS",40,2,37,1
N. California HCS,40,4,33,3
"Albany, NY HCS",39,6,27,6
Southern Arizona HCS,39,5,28,6
"San Francisco, CA HCS",38,6,30,2
"Temple, TX HCS",38,8,28,2
"Oklahoma City, OK HCS",37,3,30,4
"Iowa City, IA HCS",35,6,27,2
"Asheville, NC HCS",33,4,21,8
